Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-11-11,26
29-11-11,34
28-11-11,27
27-11-11,13
26-11-11,17
25-11-11,25
24-11-11,33
23-11-11,40
22-11-11,44
21-11-11,40
20-11-11,21
19-11-11,28
18-11-11,38
17-11-11,45
16-11-11,48
15-11-11,71
14-11-11,62
13-11-11,53
12-11-11,44
11-11-11,41
10-11-11,54
09-11-11,41
08-11-11,39
07-11-11,59
06-11-11,56
05-11-11,28
04-11-11,27
03-11-11,25
02-11-11,29
01-11-11,53

