Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-11-11,21.02
29-11-11,23.58
28-11-11,15.65
27-11-11,
26-11-11,18.04
25-11-11,22.34
24-11-11,29.62
23-11-11,38.00
22-11-11,40.82
21-11-11,42.90
20-11-11,27.84
19-11-11,33.25
18-11-11,51.45
17-11-11,55.25
16-11-11,50.71
15-11-11,66.26
14-11-11,52.08
13-11-11,53.12
12-11-11,46.81
11-11-11,33.29
10-11-11,31.59
09-11-11,38.72
08-11-11,43.67
07-11-11,42.40
06-11-11,41.50
05-11-11,35.88
04-11-11,29.28
03-11-11,19.72
02-11-11,22.21
01-11-11,30.55

