Datum Zeit,Glauchau PM10
,µg/m³
30-11-11,22
29-11-11,39
28-11-11,38
27-11-11,13
26-11-11,16
25-11-11,29
24-11-11,29
23-11-11,36
22-11-11,43
21-11-11,49
20-11-11,28
19-11-11,38
18-11-11,40
17-11-11,48
16-11-11,61
15-11-11,73
14-11-11,54
13-11-11,60
12-11-11,53
11-11-11,39
10-11-11,45
09-11-11,41
08-11-11,47
07-11-11,49
06-11-11,54
05-11-11,38
04-11-11,34
03-11-11,19
02-11-11,27
01-11-11,34

