Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-11-11,22.28
29-11-11,21.99
28-11-11,15.11
27-11-11,8.44
26-11-11,11.99
25-11-11,16.64
24-11-11,26.56
23-11-11,25.94
22-11-11,32.93
21-11-11,31.39
20-11-11,18.51
19-11-11,25.05
18-11-11,30.92
17-11-11,39.00
16-11-11,38.38
15-11-11,55.62
14-11-11,33.56
13-11-11,42.38
12-11-11,37.11
11-11-11,32.39
10-11-11,40.58
09-11-11,34.20
08-11-11,34.17
07-11-11,44.31
06-11-11,45.47
05-11-11,22.08
04-11-11,20.81
03-11-11,16.31
02-11-11,18.03
01-11-11,29.78

