Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-11-11,58
29-11-11,251
28-11-11,264
27-11-11,17
26-11-11,40
25-11-11,75
24-11-11,180
23-11-11,68
22-11-11,188
21-11-11,53
20-11-11,34
19-11-11,33
18-11-11,78
17-11-11,54
16-11-11,69
15-11-11,76
14-11-11,59
13-11-11,52
12-11-11,85
11-11-11,80
10-11-11,
09-11-11,62
08-11-11,64
07-11-11,71
06-11-11,52
05-11-11,38
04-11-11,37
03-11-11,26
02-11-11,32
01-11-11,41

