Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-11-11,34.36
29-11-11,24.44
28-11-11,12.84
27-11-11,10.04
26-11-11,13.24
25-11-11,17.98
24-11-11,24.43
23-11-11,33.97
22-11-11,38.36
21-11-11,36.24
20-11-11,33.29
19-11-11,44.52
18-11-11,47.97
17-11-11,45.95
16-11-11,41.15
15-11-11,78.25
14-11-11,65.22
13-11-11,48.05
12-11-11,39.30
11-11-11,32.21
10-11-11,35.75
09-11-11,45.01
08-11-11,35.90
07-11-11,35.51
06-11-11,39.98
05-11-11,35.51
04-11-11,26.48
03-11-11,37.86
02-11-11,32.78
01-11-11,47.13

