Datum Zeit,Leipzig-West PM10
,µg/m³
30-11-11,22
29-11-11,22
28-11-11,27
27-11-11,11
26-11-11,18
25-11-11,16
24-11-11,28
23-11-11,40
22-11-11,47
21-11-11,40
20-11-11,25
19-11-11,32
18-11-11,48
17-11-11,64
16-11-11,61
15-11-11,79
14-11-11,55
13-11-11,57
12-11-11,48
11-11-11,40
10-11-11,42
09-11-11,35
08-11-11,45
07-11-11,46
06-11-11,44
05-11-11,34
04-11-11,25
03-11-11,18
02-11-11,21
01-11-11,29

