Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2010-07-01,,,,,,23,7.24,,
2010-07-01,01:00,,1,16,,,,,
2010-07-01,02:00,,1,13,,,,,
2010-07-01,03:00,,1,14,,,,,
2010-07-01,04:00,,1,16,,,,,
2010-07-01,05:00,,9,25,,,,,
2010-07-01,06:00,,25,35,,,,,
2010-07-01,07:00,,39,42,,,,,
2010-07-01,08:00,,41,38,,,,,
2010-07-01,09:00,,13,26,,,,,
2010-07-01,10:00,,16,29,,,,,
2010-07-01,11:00,,17,27,,,,,
2010-07-01,12:00,,15,25,,,,,
2010-07-01,13:00,,9,25,,,,,
2010-07-01,14:00,,19,35,,,,,
2010-07-01,15:00,,4,22,,,,,
2010-07-01,16:00,,5,22,,,,,
2010-07-01,17:00,,2,12,,,,,
2010-07-01,18:00,,3,14,,,,,
2010-07-01,19:00,,2,14,,,,,
2010-07-01,20:00,,1,18,,,,,
2010-07-01,21:00,,4,57,,,,,
2010-07-01,22:00,,4,45,,,,,
2010-07-01,23:00,,2,24,,,,,
2010-07-02,,,,,,25,,,
2010-07-02,00:00,,2,20,,,,,
2010-07-02,01:00,,1,15,,,,,
2010-07-02,02:00,,1,16,,,,,
2010-07-02,03:00,,2,12,,,,,
2010-07-02,04:00,,1,15,,,,,
2010-07-02,05:00,,8,24,,,,,
2010-07-02,06:00,,26,36,,,,,
2010-07-02,07:00,,27,40,,,,,
2010-07-02,08:00,,25,42,,,,,
2010-07-02,09:00,,11,31,,,,,
2010-07-02,10:00,,7,23,,,,,
2010-07-02,11:00,,10,23,,,,,
2010-07-02,12:00,,11,24,,,,,
2010-07-02,13:00,,6,17,,,,,
2010-07-02,14:00,,9,23,,,,,
2010-07-02,15:00,,6,18,,,,,
2010-07-02,16:00,,4,16,,,,,
2010-07-02,17:00,,4,18,,,,,
2010-07-02,18:00,,4,21,,,,,
2010-07-02,19:00,,2,21,,,,,
2010-07-02,20:00,,5,34,,,,,
2010-07-02,21:00,,3,24,,,,,
2010-07-02,22:00,,18,44,,,,,
2010-07-02,23:00,,3,17,,,,,
2010-07-03,,,,,,23,,,
2010-07-03,00:00,,2,18,,,,,
