Datum Zeit,Freiberg PM10
,µg/m³
30-04-08,22
29-04-08,23
28-04-08,28
27-04-08,26
26-04-08,27
25-04-08,20
24-04-08,30
23-04-08,31
22-04-08,22
21-04-08,25
20-04-08,29
19-04-08,23
18-04-08,25
17-04-08,27
16-04-08,17
15-04-08,15
14-04-08,17
13-04-08,15
12-04-08,28
11-04-08,34
10-04-08,24
09-04-08,39
08-04-08,22
07-04-08,24
06-04-08,13
05-04-08,24
04-04-08,26
03-04-08,9
02-04-08,13
01-04-08,36

