Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-04-08,36
29-04-08,11
28-04-08,26
27-04-08,23
26-04-08,25
25-04-08,21
24-04-08,33
23-04-08,33
22-04-08,26
21-04-08,29
20-04-08,40
19-04-08,25
18-04-08,34
17-04-08,36
16-04-08,33
15-04-08,19
14-04-08,20
13-04-08,16
12-04-08,33
11-04-08,37
10-04-08,30
09-04-08,45
08-04-08,26
07-04-08,17
06-04-08,14
05-04-08,25
04-04-08,38
03-04-08,14
02-04-08,14
01-04-08,39

