Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-04-01 00:00,28
31-03-01 23:00,32
31-03-01 22:00,26
31-03-01 21:00,28
31-03-01 20:00,37
31-03-01 19:00,42
31-03-01 18:00,81
31-03-01 17:00,84
31-03-01 16:00,98
31-03-01 15:00,97
31-03-01 14:00,91
31-03-01 13:00,86
31-03-01 12:00,81
31-03-01 11:00,69
31-03-01 10:00,
31-03-01 09:00,30
31-03-01 08:00,15
31-03-01 07:00,12
31-03-01 06:00,17
31-03-01 05:00,26
31-03-01 04:00,21
31-03-01 03:00,25
31-03-01 02:00,28
31-03-01 01:00,21
31-03-01 00:00,15
30-03-01 23:00,18
30-03-01 22:00,12
30-03-01 21:00,6
30-03-01 20:00,7
30-03-01 19:00,21
30-03-01 18:00,18
30-03-01 17:00,44
30-03-01 16:00,52
30-03-01 15:00,24
30-03-01 14:00,33
30-03-01 13:00,27
30-03-01 12:00,21
30-03-01 11:00,
30-03-01 10:00,9
30-03-01 09:00,5
30-03-01 08:00,3
30-03-01 07:00,4
30-03-01 06:00,8
30-03-01 05:00,25
30-03-01 04:00,33
30-03-01 03:00,28
30-03-01 02:00,17
30-03-01 01:00,31
30-03-01 00:00,26
29-03-01 23:00,19
29-03-01 22:00,15
29-03-01 21:00,20
29-03-01 20:00,33
29-03-01 19:00,33
29-03-01 18:00,33
29-03-01 17:00,36
29-03-01 16:00,37
29-03-01 15:00,29
29-03-01 14:00,33
29-03-01 13:00,33
29-03-01 12:00,35
29-03-01 11:00,
29-03-01 10:00,33
29-03-01 09:00,33
29-03-01 08:00,30
29-03-01 07:00,26
29-03-01 06:00,20
29-03-01 05:00,16
29-03-01 04:00,25
29-03-01 03:00,37
29-03-01 02:00,43
29-03-01 01:00,45
29-03-01 00:00,36
28-03-01 23:00,39
28-03-01 22:00,67
28-03-01 21:00,47
28-03-01 20:00,39
28-03-01 19:00,29
28-03-01 18:00,42
28-03-01 17:00,46
28-03-01 16:00,46
28-03-01 15:00,52
28-03-01 14:00,62
28-03-01 13:00,64
28-03-01 12:00,
28-03-01 11:00,62
28-03-01 10:00,62
28-03-01 09:00,63
28-03-01 08:00,58
28-03-01 07:00,46
28-03-01 06:00,50
28-03-01 05:00,64
28-03-01 04:00,69
28-03-01 03:00,73
28-03-01 02:00,67
28-03-01 01:00,62
28-03-01 00:00,68
27-03-01 23:00,70
27-03-01 22:00,61
27-03-01 21:00,64
27-03-01 20:00,62
27-03-01 19:00,61
27-03-01 18:00,60
27-03-01 17:00,61
27-03-01 16:00,53
27-03-01 15:00,51
27-03-01 14:00,55
27-03-01 13:00,52
27-03-01 12:00,
27-03-01 11:00,51
27-03-01 10:00,55
27-03-01 09:00,55
27-03-01 08:00,48
27-03-01 07:00,53
27-03-01 06:00,51
27-03-01 05:00,51
27-03-01 04:00,73
27-03-01 03:00,87
27-03-01 02:00,88
27-03-01 01:00,95
27-03-01 00:00,94
26-03-01 23:00,93
26-03-01 22:00,86
26-03-01 21:00,82
26-03-01 20:00,77
26-03-01 19:00,72
26-03-01 18:00,65
26-03-01 17:00,68
26-03-01 16:00,64
26-03-01 15:00,60
26-03-01 14:00,59
26-03-01 13:00,
