Datum Zeit,Goerlitz O3
,µg/m³
01-04-01 00:00,23
31-03-01 23:00,18
31-03-01 22:00,5
31-03-01 21:00,2
31-03-01 20:00,6
31-03-01 19:00,26
31-03-01 18:00,63
31-03-01 17:00,78
31-03-01 16:00,
31-03-01 15:00,79
31-03-01 14:00,69
31-03-01 13:00,65
31-03-01 12:00,50
31-03-01 11:00,45
31-03-01 10:00,40
31-03-01 09:00,14
31-03-01 08:00,4
31-03-01 07:00,2
31-03-01 06:00,5
31-03-01 05:00,2
31-03-01 04:00,4
31-03-01 03:00,11
31-03-01 02:00,9
31-03-01 01:00,2
31-03-01 00:00,4
30-03-01 23:00,6
30-03-01 22:00,8
30-03-01 21:00,3
30-03-01 20:00,4
30-03-01 19:00,8
30-03-01 18:00,13
30-03-01 17:00,
30-03-01 16:00,12
30-03-01 15:00,7
30-03-01 14:00,11
30-03-01 13:00,11
30-03-01 12:00,9
30-03-01 11:00,8
30-03-01 10:00,4
30-03-01 09:00,3
30-03-01 08:00,3
30-03-01 07:00,4
30-03-01 06:00,8
30-03-01 05:00,13
30-03-01 04:00,39
30-03-01 03:00,43
30-03-01 02:00,42
30-03-01 01:00,44
30-03-01 00:00,56
29-03-01 23:00,56
29-03-01 22:00,58
29-03-01 21:00,50
29-03-01 20:00,41
29-03-01 19:00,51
29-03-01 18:00,49
29-03-01 17:00,
29-03-01 16:00,46
29-03-01 15:00,54
29-03-01 14:00,55
29-03-01 13:00,53
29-03-01 12:00,54
29-03-01 11:00,47
29-03-01 10:00,50
29-03-01 09:00,48
29-03-01 08:00,35
29-03-01 07:00,23
29-03-01 06:00,41
29-03-01 05:00,44
29-03-01 04:00,49
29-03-01 03:00,52
29-03-01 02:00,58
29-03-01 01:00,58
29-03-01 00:00,61
28-03-01 23:00,64
28-03-01 22:00,65
28-03-01 21:00,65
28-03-01 20:00,66
28-03-01 19:00,73
28-03-01 18:00,
28-03-01 17:00,98
28-03-01 16:00,107
28-03-01 15:00,104
28-03-01 14:00,100
28-03-01 13:00,97
28-03-01 12:00,93
28-03-01 11:00,88
28-03-01 10:00,81
28-03-01 09:00,77
28-03-01 08:00,66
28-03-01 07:00,64
28-03-01 06:00,70
28-03-01 05:00,75
28-03-01 04:00,79
28-03-01 03:00,83
28-03-01 02:00,87
28-03-01 01:00,91
28-03-01 00:00,95
27-03-01 23:00,95
27-03-01 22:00,94
27-03-01 21:00,97
27-03-01 20:00,97
27-03-01 19:00,97
27-03-01 18:00,
27-03-01 17:00,99
27-03-01 16:00,101
27-03-01 15:00,103
27-03-01 14:00,105
27-03-01 13:00,95
27-03-01 12:00,90
27-03-01 11:00,85
27-03-01 10:00,78
27-03-01 09:00,56
27-03-01 08:00,51
27-03-01 07:00,50
27-03-01 06:00,54
27-03-01 05:00,62
27-03-01 04:00,65
27-03-01 03:00,53
27-03-01 02:00,57
27-03-01 01:00,61
27-03-01 00:00,65
26-03-01 23:00,74
26-03-01 22:00,73
26-03-01 21:00,79
26-03-01 20:00,84
26-03-01 19:00,
26-03-01 18:00,88
26-03-01 17:00,89
26-03-01 16:00,83
26-03-01 15:00,81
26-03-01 14:00,77
26-03-01 13:00,71
26-03-01 12:00,73
26-03-01 11:00,71
