Datum Zeit,Dresden-Nord SO2
,µg/m³
01-04-01 00:00,
31-03-01 23:00,5.7
31-03-01 22:00,6.5
31-03-01 21:00,7.6
31-03-01 20:00,6.5
31-03-01 19:00,5.0
31-03-01 18:00,4.2
31-03-01 17:00,3.9
31-03-01 16:00,3.0
31-03-01 15:00,3.7
31-03-01 14:00,4.9
31-03-01 13:00,7.7
31-03-01 12:00,10.1
31-03-01 11:00,12.7
31-03-01 10:00,
31-03-01 09:00,6.8
31-03-01 08:00,4.9
31-03-01 07:00,3.3
31-03-01 06:00,3.1
31-03-01 05:00,2.6
31-03-01 04:00,2.9
31-03-01 03:00,4.1
31-03-01 02:00,5.9
31-03-01 01:00,5.0
31-03-01 00:00,
30-03-01 23:00,6.2
30-03-01 22:00,6.1
30-03-01 21:00,5.6
30-03-01 20:00,7.4
30-03-01 19:00,8.5
30-03-01 18:00,7.3
30-03-01 17:00,6.9
30-03-01 16:00,7.3
30-03-01 15:00,9.0
30-03-01 14:00,12.3
30-03-01 13:00,27.3
30-03-01 12:00,27.3
30-03-01 11:00,
30-03-01 10:00,19.9
30-03-01 09:00,19.9
30-03-01 08:00,19.0
30-03-01 07:00,17.7
30-03-01 06:00,14.8
30-03-01 05:00,13.3
30-03-01 04:00,13.6
30-03-01 03:00,13.6
30-03-01 02:00,11.8
30-03-01 01:00,12.0
30-03-01 00:00,
29-03-01 23:00,5.8
29-03-01 22:00,5.9
29-03-01 21:00,5.6
29-03-01 20:00,5.0
29-03-01 19:00,5.2
29-03-01 18:00,5.9
29-03-01 17:00,6.2
29-03-01 16:00,6.4
29-03-01 15:00,7.4
29-03-01 14:00,8.8
29-03-01 13:00,9.6
29-03-01 12:00,11.9
29-03-01 11:00,
29-03-01 10:00,12.6
29-03-01 09:00,11.9
29-03-01 08:00,9.2
29-03-01 07:00,5.9
29-03-01 06:00,5.9
29-03-01 05:00,7.2
29-03-01 04:00,7.8
29-03-01 03:00,8.3
29-03-01 02:00,8.7
29-03-01 01:00,8.0
29-03-01 00:00,
28-03-01 23:00,11.6
28-03-01 22:00,9.7
28-03-01 21:00,7.5
28-03-01 20:00,7.4
28-03-01 19:00,6.8
28-03-01 18:00,6.7
28-03-01 17:00,8.3
28-03-01 16:00,11.4
28-03-01 15:00,12.2
28-03-01 14:00,10.4
28-03-01 13:00,8.8
28-03-01 12:00,
28-03-01 11:00,7.6
28-03-01 10:00,7.3
28-03-01 09:00,7.0
28-03-01 08:00,9.0
28-03-01 07:00,12.1
28-03-01 06:00,14.1
28-03-01 05:00,13.1
28-03-01 04:00,11.2
28-03-01 03:00,15.2
28-03-01 02:00,17.6
28-03-01 01:00,13.9
28-03-01 00:00,
27-03-01 23:00,10.7
27-03-01 22:00,10.2
27-03-01 21:00,10.9
27-03-01 20:00,11.6
27-03-01 19:00,9.2
27-03-01 18:00,9.5
27-03-01 17:00,8.3
27-03-01 16:00,9.1
27-03-01 15:00,8.6
27-03-01 14:00,9.2
27-03-01 13:00,9.4
27-03-01 12:00,
27-03-01 11:00,16.7
27-03-01 10:00,13.1
27-03-01 09:00,13.8
27-03-01 08:00,11.6
27-03-01 07:00,8.9
27-03-01 06:00,8.4
27-03-01 05:00,7.5
27-03-01 04:00,5.3
27-03-01 03:00,5.3
27-03-01 02:00,4.3
27-03-01 01:00,4.8
27-03-01 00:00,
26-03-01 23:00,4.1
26-03-01 22:00,2.7
26-03-01 21:00,3.2
26-03-01 20:00,3.8
26-03-01 19:00,3.3
26-03-01 18:00,2.8
26-03-01 17:00,3.4
26-03-01 16:00,7.3
26-03-01 15:00,7.6
26-03-01 14:00,10.6
26-03-01 13:00,
26-03-01 12:00,16.1
26-03-01 11:00,11.4
26-03-01 10:00,10.6
26-03-01 09:00,12.5
26-03-01 08:00,12.0
26-03-01 07:00,10.4
26-03-01 06:00,10.5
26-03-01 05:00,10.9
26-03-01 04:00,9.2
26-03-01 03:00,9.3
26-03-01 02:00,5.9
26-03-01 01:00,4.6
26-03-01 00:00,
25-03-01 23:00,6.1
25-03-01 22:00,5.9
25-03-01 21:00,5.5
25-03-01 20:00,5.4
25-03-01 19:00,5.3
25-03-01 18:00,4.8
25-03-01 17:00,4.7
25-03-01 16:00,5.2
25-03-01 15:00,4.8
25-03-01 14:00,4.1
25-03-01 13:00,
25-03-01 12:00,4.5
25-03-01 11:00,4.5
25-03-01 10:00,4.0
25-03-01 09:00,3.7
25-03-01 08:00,3.8
25-03-01 07:00,3.7
25-03-01 06:00,4.4
25-03-01 05:00,4.0
25-03-01 04:00,3.9
25-03-01 03:00,3.6
25-03-01 02:00,5.9
25-03-01 01:00,7.0
25-03-01 00:00,
24-03-01 23:00,5.0
24-03-01 22:00,2.4
24-03-01 21:00,2.1
24-03-01 20:00,2.0
24-03-01 19:00,4.1
24-03-01 18:00,1.4
24-03-01 17:00,1.8
24-03-01 16:00,3.6
24-03-01 15:00,4.3
24-03-01 14:00,
24-03-01 13:00,3.1
24-03-01 12:00,5.1
24-03-01 11:00,7.0
24-03-01 10:00,8.4
24-03-01 09:00,4.9
24-03-01 08:00,4.2
24-03-01 07:00,3.4
24-03-01 06:00,4.2
24-03-01 05:00,4.2
24-03-01 04:00,3.8
24-03-01 03:00,4.0
24-03-01 02:00,3.6
