Datum Zeit,Plauen-Sued O3
,µg/m³
01-04-01 00:00,6
31-03-01 23:00,12
31-03-01 22:00,15
31-03-01 21:00,8
31-03-01 20:00,6
31-03-01 19:00,22
31-03-01 18:00,86
31-03-01 17:00,94
31-03-01 16:00,89
31-03-01 15:00,90
31-03-01 14:00,75
31-03-01 13:00,79
31-03-01 12:00,57
31-03-01 11:00,36
31-03-01 10:00,27
31-03-01 09:00,
31-03-01 08:00,28
31-03-01 07:00,5
31-03-01 06:00,5
31-03-01 05:00,3
31-03-01 04:00,2
31-03-01 03:00,4
31-03-01 02:00,5
31-03-01 01:00,5
31-03-01 00:00,5
30-03-01 23:00,3
30-03-01 22:00,7
30-03-01 21:00,12
30-03-01 20:00,17
30-03-01 19:00,17
30-03-01 18:00,43
30-03-01 17:00,34
30-03-01 16:00,43
30-03-01 15:00,27
30-03-01 14:00,35
30-03-01 13:00,26
30-03-01 12:00,17
30-03-01 11:00,13
30-03-01 10:00,
30-03-01 09:00,8
30-03-01 08:00,6
30-03-01 07:00,11
30-03-01 06:00,20
30-03-01 05:00,27
30-03-01 04:00,34
30-03-01 03:00,40
30-03-01 02:00,44
30-03-01 01:00,44
30-03-01 00:00,45
29-03-01 23:00,34
29-03-01 22:00,39
29-03-01 21:00,45
29-03-01 20:00,46
29-03-01 19:00,46
29-03-01 18:00,40
29-03-01 17:00,39
29-03-01 16:00,41
29-03-01 15:00,38
29-03-01 14:00,36
29-03-01 13:00,39
29-03-01 12:00,41
29-03-01 11:00,43
29-03-01 10:00,
29-03-01 09:00,38
29-03-01 08:00,40
29-03-01 07:00,37
29-03-01 06:00,40
29-03-01 05:00,47
29-03-01 04:00,51
29-03-01 03:00,52
29-03-01 02:00,58
29-03-01 01:00,59
29-03-01 00:00,70
28-03-01 23:00,74
28-03-01 22:00,73
28-03-01 21:00,70
28-03-01 20:00,59
28-03-01 19:00,50
28-03-01 18:00,47
28-03-01 17:00,55
28-03-01 16:00,54
28-03-01 15:00,57
28-03-01 14:00,59
28-03-01 13:00,64
28-03-01 12:00,58
28-03-01 11:00,
28-03-01 10:00,56
28-03-01 09:00,55
28-03-01 08:00,44
28-03-01 07:00,22
28-03-01 06:00,21
28-03-01 05:00,31
28-03-01 04:00,47
28-03-01 03:00,52
28-03-01 02:00,54
28-03-01 01:00,60
28-03-01 00:00,59
27-03-01 23:00,60
27-03-01 22:00,56
27-03-01 21:00,54
27-03-01 20:00,51
27-03-01 19:00,39
27-03-01 18:00,33
27-03-01 17:00,29
27-03-01 16:00,37
27-03-01 15:00,32
27-03-01 14:00,35
27-03-01 13:00,35
27-03-01 12:00,30
27-03-01 11:00,
27-03-01 10:00,22
27-03-01 09:00,22
27-03-01 08:00,19
27-03-01 07:00,17
27-03-01 06:00,33
27-03-01 05:00,58
27-03-01 04:00,70
27-03-01 03:00,79
27-03-01 02:00,77
27-03-01 01:00,75
27-03-01 00:00,72
26-03-01 23:00,63
26-03-01 22:00,59
26-03-01 21:00,55
26-03-01 20:00,54
26-03-01 19:00,50
26-03-01 18:00,43
26-03-01 17:00,46
26-03-01 16:00,38
26-03-01 15:00,43
26-03-01 14:00,47
26-03-01 13:00,52
26-03-01 12:00,
26-03-01 11:00,55
26-03-01 10:00,53
26-03-01 09:00,54
26-03-01 08:00,54
26-03-01 07:00,57
26-03-01 06:00,53
26-03-01 05:00,53
26-03-01 04:00,52
26-03-01 03:00,53
26-03-01 02:00,51
26-03-01 01:00,49
26-03-01 00:00,45
25-03-01 23:00,44
25-03-01 22:00,38
25-03-01 21:00,35
25-03-01 20:00,29
25-03-01 19:00,24
25-03-01 18:00,24
25-03-01 17:00,17
25-03-01 16:00,16
25-03-01 15:00,14
25-03-01 14:00,14
25-03-01 13:00,15
25-03-01 12:00,
25-03-01 11:00,11
25-03-01 10:00,12
25-03-01 09:00,11
25-03-01 08:00,13
25-03-01 07:00,12
25-03-01 06:00,11
25-03-01 05:00,5
25-03-01 04:00,8
25-03-01 03:00,16
25-03-01 02:00,22
25-03-01 01:00,27
25-03-01 00:00,27
24-03-01 23:00,26
24-03-01 22:00,26
24-03-01 21:00,42
24-03-01 20:00,49
24-03-01 19:00,52
24-03-01 18:00,57
24-03-01 17:00,66
24-03-01 16:00,75
