Datum Zeit,Leipzig-West CO
,mg/m3
01-04-01 00:00,0.1
31-03-01 23:00,0.1
31-03-01 22:00,0.1
31-03-01 21:00,0.1
31-03-01 20:00,0.1
31-03-01 19:00,0.1
31-03-01 18:00,0.1
31-03-01 17:00,0.1
31-03-01 16:00,0.1
31-03-01 15:00,0.1
31-03-01 14:00,0.1
31-03-01 13:00,0.1
31-03-01 12:00,0.1
31-03-01 11:00,0.1
31-03-01 10:00,0.2
31-03-01 09:00,
31-03-01 08:00,0.3
31-03-01 07:00,0.2
31-03-01 06:00,0.1
31-03-01 05:00,0.1
31-03-01 04:00,0.1
31-03-01 03:00,0.1
31-03-01 02:00,0.1
31-03-01 01:00,0.1
31-03-01 00:00,0.1
30-03-01 23:00,0.1
30-03-01 22:00,0.1
30-03-01 21:00,0.1
30-03-01 20:00,0.1
30-03-01 19:00,0.1
30-03-01 18:00,0.1
30-03-01 17:00,0.2
30-03-01 16:00,0.2
30-03-01 15:00,0.2
30-03-01 14:00,0.2
30-03-01 13:00,0.2
30-03-01 12:00,0.2
30-03-01 11:00,0.2
30-03-01 10:00,0.6
30-03-01 09:00,0.6
30-03-01 08:00,0.3
30-03-01 07:00,0.3
30-03-01 06:00,0.3
30-03-01 05:00,0.2
30-03-01 04:00,0.1
30-03-01 03:00,0.1
30-03-01 02:00,0.1
30-03-01 01:00,0.1
30-03-01 00:00,0.1
29-03-01 23:00,0.2
29-03-01 22:00,0.1
29-03-01 21:00,0.2
29-03-01 20:00,0.2
29-03-01 19:00,0.2
29-03-01 18:00,0.2
29-03-01 17:00,0.2
29-03-01 16:00,0.2
29-03-01 15:00,0.2
29-03-01 14:00,0.3
29-03-01 13:00,0.1
29-03-01 12:00,0.2
29-03-01 11:00,0.1
29-03-01 10:00,
29-03-01 09:00,0.2
29-03-01 08:00,0.2
29-03-01 07:00,0.2
29-03-01 06:00,0.2
29-03-01 05:00,0.1
29-03-01 04:00,0.1
29-03-01 03:00,0.1
29-03-01 02:00,0.1
29-03-01 01:00,0.1
29-03-01 00:00,0.1
28-03-01 23:00,0.1
28-03-01 22:00,0.1
28-03-01 21:00,0.1
28-03-01 20:00,0.1
28-03-01 19:00,0.1
28-03-01 18:00,0.1
28-03-01 17:00,0.1
28-03-01 16:00,0.1
28-03-01 15:00,0.1
28-03-01 14:00,0.2
28-03-01 13:00,0.1
28-03-01 12:00,0.1
28-03-01 11:00,0.1
28-03-01 10:00,0.1
28-03-01 09:00,0.1
28-03-01 08:00,0.1
28-03-01 07:00,0.2
28-03-01 06:00,0.1
28-03-01 05:00,0.1
28-03-01 04:00,0.1
28-03-01 03:00,0.1
28-03-01 02:00,0.1
28-03-01 01:00,0.1
28-03-01 00:00,0.1
27-03-01 23:00,0.1
27-03-01 22:00,0.1
27-03-01 21:00,0.1
27-03-01 20:00,0.1
27-03-01 19:00,0.1
27-03-01 18:00,0.1
27-03-01 17:00,0.1
27-03-01 16:00,0.1
27-03-01 15:00,0.1
27-03-01 14:00,0.2
27-03-01 13:00,0.1
27-03-01 12:00,0.1
27-03-01 11:00,0.1
27-03-01 10:00,
27-03-01 09:00,0.1
27-03-01 08:00,0.1
27-03-01 07:00,0.2
27-03-01 06:00,0.1
27-03-01 05:00,0.1
27-03-01 04:00,0.1
27-03-01 03:00,0.1
27-03-01 02:00,0.1
27-03-01 01:00,0.1
27-03-01 00:00,0.1
26-03-01 23:00,0.1
26-03-01 22:00,0.1
26-03-01 21:00,0.1
26-03-01 20:00,0.2
26-03-01 19:00,0.1
26-03-01 18:00,0.1
26-03-01 17:00,0.1
26-03-01 16:00,0.1
26-03-01 15:00,0.1
26-03-01 14:00,0.1
26-03-01 13:00,0.1
26-03-01 12:00,0.1
26-03-01 11:00,0.1
26-03-01 10:00,0.1
26-03-01 09:00,0.1
26-03-01 08:00,0.1
26-03-01 07:00,0.1
26-03-01 06:00,0.1
26-03-01 05:00,0.1
26-03-01 04:00,0.1
26-03-01 03:00,0.1
26-03-01 02:00,0.1
26-03-01 01:00,0.1
26-03-01 00:00,0.1
25-03-01 23:00,0.1
25-03-01 22:00,0.1
25-03-01 21:00,0.1
25-03-01 20:00,0.1
25-03-01 19:00,0.1
25-03-01 18:00,0.1
25-03-01 17:00,0.1
25-03-01 16:00,0.1
25-03-01 15:00,0.1
25-03-01 14:00,0.1
25-03-01 13:00,0.1
25-03-01 12:00,0.1
25-03-01 11:00,
25-03-01 10:00,0.1
25-03-01 09:00,0.1
25-03-01 08:00,0.1
25-03-01 07:00,0.1
25-03-01 06:00,0.1
25-03-01 05:00,0.1
25-03-01 04:00,0.1
25-03-01 03:00,0.1
25-03-01 02:00,0.1
25-03-01 01:00,0.1
25-03-01 00:00,0.2
24-03-01 23:00,0.2
24-03-01 22:00,0.2
24-03-01 21:00,0.1
24-03-01 20:00,0.2
24-03-01 19:00,0.1
24-03-01 18:00,0.1
24-03-01 17:00,0.1
24-03-01 16:00,0.1
24-03-01 15:00,0.1
24-03-01 14:00,0.1
24-03-01 13:00,0.1
24-03-01 12:00,0.1
24-03-01 11:00,0.2
24-03-01 10:00,0.1
24-03-01 09:00,0.1
24-03-01 08:00,0.1
24-03-01 07:00,0.1
24-03-01 06:00,0.1
24-03-01 05:00,0.1
24-03-01 04:00,0.1
