Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-04-01 00:00,36
31-03-01 23:00,29
31-03-01 22:00,31
31-03-01 21:00,19
31-03-01 20:00,15
31-03-01 19:00,16
31-03-01 18:00,23
31-03-01 17:00,21
31-03-01 16:00,41
31-03-01 15:00,35
31-03-01 14:00,42
31-03-01 13:00,38
31-03-01 12:00,60
31-03-01 11:00,51
31-03-01 10:00,42
31-03-01 09:00,22
31-03-01 08:00,31
31-03-01 07:00,62
31-03-01 06:00,104
31-03-01 05:00,79
31-03-01 04:00,
31-03-01 03:00,28
31-03-01 02:00,38
31-03-01 01:00,49
31-03-01 00:00,43
30-03-01 23:00,21
30-03-01 22:00,79
30-03-01 21:00,96
30-03-01 20:00,55
30-03-01 19:00,104
30-03-01 18:00,91
30-03-01 17:00,75
30-03-01 16:00,77
30-03-01 15:00,110
30-03-01 14:00,98
30-03-01 13:00,145
30-03-01 12:00,154
30-03-01 11:00,194
30-03-01 10:00,132
30-03-01 09:00,143
30-03-01 08:00,101
30-03-01 07:00,65
30-03-01 06:00,56
30-03-01 05:00,
30-03-01 04:00,15
30-03-01 03:00,10
30-03-01 02:00,11
30-03-01 01:00,33
30-03-01 00:00,31
29-03-01 23:00,45
29-03-01 22:00,41
29-03-01 21:00,54
29-03-01 20:00,49
29-03-01 19:00,46
29-03-01 18:00,47
29-03-01 17:00,60
29-03-01 16:00,54
29-03-01 15:00,52
29-03-01 14:00,69
29-03-01 13:00,62
29-03-01 12:00,82
29-03-01 11:00,66
29-03-01 10:00,96
29-03-01 09:00,57
29-03-01 08:00,62
29-03-01 07:00,59
29-03-01 06:00,45
29-03-01 05:00,
29-03-01 04:00,20
29-03-01 03:00,6
29-03-01 02:00,16
29-03-01 01:00,25
29-03-01 00:00,18
28-03-01 23:00,35
28-03-01 22:00,41
28-03-01 21:00,38
28-03-01 20:00,23
28-03-01 19:00,26
28-03-01 18:00,38
28-03-01 17:00,40
28-03-01 16:00,30
28-03-01 15:00,35
28-03-01 14:00,28
28-03-01 13:00,43
28-03-01 12:00,40
28-03-01 11:00,32
28-03-01 10:00,47
28-03-01 09:00,56
28-03-01 08:00,47
28-03-01 07:00,78
28-03-01 06:00,
28-03-01 05:00,28
28-03-01 04:00,16
28-03-01 03:00,11
28-03-01 02:00,6
28-03-01 01:00,8
28-03-01 00:00,14
27-03-01 23:00,19
27-03-01 22:00,23
27-03-01 21:00,16
27-03-01 20:00,16
27-03-01 19:00,32
27-03-01 18:00,37
27-03-01 17:00,48
27-03-01 16:00,46
27-03-01 15:00,40
27-03-01 14:00,42
27-03-01 13:00,69
27-03-01 12:00,59
27-03-01 11:00,51
27-03-01 10:00,77
27-03-01 09:00,81
27-03-01 08:00,93
27-03-01 07:00,117
27-03-01 06:00,
27-03-01 05:00,55
27-03-01 04:00,40
27-03-01 03:00,19
27-03-01 02:00,6
27-03-01 01:00,12
27-03-01 00:00,23
26-03-01 23:00,15
26-03-01 22:00,65
26-03-01 21:00,85
26-03-01 20:00,110
26-03-01 19:00,76
26-03-01 18:00,41
26-03-01 17:00,51
26-03-01 16:00,79
26-03-01 15:00,58
26-03-01 14:00,58
26-03-01 13:00,73
26-03-01 12:00,55
26-03-01 11:00,60
26-03-01 10:00,47
26-03-01 09:00,44
26-03-01 08:00,22
26-03-01 07:00,
26-03-01 06:00,17
26-03-01 05:00,18
26-03-01 04:00,7
26-03-01 03:00,4
26-03-01 02:00,3
26-03-01 01:00,12
26-03-01 00:00,14
25-03-01 23:00,30
25-03-01 22:00,34
25-03-01 21:00,36
25-03-01 20:00,48
25-03-01 19:00,54
25-03-01 18:00,71
25-03-01 17:00,73
25-03-01 16:00,78
25-03-01 15:00,87
25-03-01 14:00,45
25-03-01 13:00,53
25-03-01 12:00,35
25-03-01 11:00,33
25-03-01 10:00,25
25-03-01 09:00,34
25-03-01 08:00,19
25-03-01 07:00,
25-03-01 06:00,15
25-03-01 05:00,33
25-03-01 04:00,28
25-03-01 03:00,30
25-03-01 02:00,35
25-03-01 01:00,44
25-03-01 00:00,43
24-03-01 23:00,45
24-03-01 22:00,35
24-03-01 21:00,44
24-03-01 20:00,68
24-03-01 19:00,59
24-03-01 18:00,48
24-03-01 17:00,98
24-03-01 16:00,76
24-03-01 15:00,95
24-03-01 14:00,138
24-03-01 13:00,120
24-03-01 12:00,147
24-03-01 11:00,201
24-03-01 10:00,36
24-03-01 09:00,10
24-03-01 08:00,
24-03-01 07:00,19
24-03-01 06:00,18
24-03-01 05:00,17
24-03-01 04:00,26
24-03-01 03:00,23
24-03-01 02:00,50
24-03-01 01:00,91
24-03-01 00:00,71
23-03-01 23:00,88
23-03-01 22:00,75
23-03-01 21:00,72
23-03-01 20:00,65
23-03-01 19:00,62
23-03-01 18:00,55
23-03-01 17:00,70
23-03-01 16:00,89
23-03-01 15:00,87
23-03-01 14:00,86
23-03-01 13:00,89
23-03-01 12:00,92
23-03-01 11:00,89
23-03-01 10:00,100
23-03-01 09:00,113
23-03-01 08:00,122
23-03-01 07:00,105
23-03-01 06:00,74
23-03-01 05:00,41
23-03-01 04:00,35
23-03-01 03:00,
23-03-01 02:00,43
23-03-01 01:00,52
23-03-01 00:00,58
22-03-01 23:00,69
22-03-01 22:00,86
22-03-01 21:00,127
22-03-01 20:00,113
22-03-01 19:00,91
22-03-01 18:00,117
22-03-01 17:00,140
22-03-01 16:00,116
22-03-01 15:00,114
22-03-01 14:00,154
22-03-01 13:00,137
22-03-01 12:00,133
22-03-01 11:00,106
22-03-01 10:00,171
22-03-01 09:00,131
22-03-01 08:00,121
22-03-01 07:00,93
22-03-01 06:00,36
22-03-01 05:00,29
22-03-01 04:00,17
22-03-01 03:00,
22-03-01 02:00,9
22-03-01 01:00,25
22-03-01 00:00,24
21-03-01 23:00,29
21-03-01 22:00,26
21-03-01 21:00,45
21-03-01 20:00,47
21-03-01 19:00,38
21-03-01 18:00,39
21-03-01 17:00,53
21-03-01 16:00,60
21-03-01 15:00,53
21-03-01 14:00,56
21-03-01 13:00,57
21-03-01 12:00,99
21-03-01 11:00,97
21-03-01 10:00,122
21-03-01 09:00,108
21-03-01 08:00,52
21-03-01 07:00,70
21-03-01 06:00,21
21-03-01 05:00,13
21-03-01 04:00,
21-03-01 03:00,3
21-03-01 02:00,9
21-03-01 01:00,8
21-03-01 00:00,8
20-03-01 23:00,54
20-03-01 22:00,79
20-03-01 21:00,101
20-03-01 20:00,125
20-03-01 19:00,131
20-03-01 18:00,129
20-03-01 17:00,127
20-03-01 16:00,98
20-03-01 15:00,103
20-03-01 14:00,77
20-03-01 13:00,102
20-03-01 12:00,121
20-03-01 11:00,122
20-03-01 10:00,133
20-03-01 09:00,164
20-03-01 08:00,109
20-03-01 07:00,106
20-03-01 06:00,49
20-03-01 05:00,32
20-03-01 04:00,
20-03-01 03:00,14
20-03-01 02:00,13
20-03-01 01:00,21
20-03-01 00:00,25
19-03-01 23:00,37
19-03-01 22:00,37
19-03-01 21:00,47
19-03-01 20:00,58
19-03-01 19:00,69
19-03-01 18:00,50
19-03-01 17:00,34
19-03-01 16:00,42
19-03-01 15:00,26
19-03-01 14:00,25
19-03-01 13:00,24
19-03-01 12:00,22
19-03-01 11:00,33
19-03-01 10:00,30
19-03-01 09:00,37
19-03-01 08:00,27
19-03-01 07:00,20
19-03-01 06:00,12
19-03-01 05:00,
19-03-01 04:00,5
19-03-01 03:00,23
19-03-01 02:00,21
19-03-01 01:00,21
19-03-01 00:00,33
18-03-01 23:00,64
18-03-01 22:00,84
18-03-01 21:00,54
18-03-01 20:00,64
18-03-01 19:00,75
18-03-01 18:00,82
18-03-01 17:00,71
18-03-01 16:00,84
18-03-01 15:00,67
18-03-01 14:00,42
18-03-01 13:00,68
18-03-01 12:00,57
18-03-01 11:00,56
18-03-01 10:00,28
18-03-01 09:00,17
18-03-01 08:00,23
18-03-01 07:00,8
18-03-01 06:00,16
18-03-01 05:00,
18-03-01 04:00,16
18-03-01 03:00,20
18-03-01 02:00,22
18-03-01 01:00,24
18-03-01 00:00,26
17-03-01 23:00,27
17-03-01 22:00,41
17-03-01 21:00,37
17-03-01 20:00,43
17-03-01 19:00,42
17-03-01 18:00,29
17-03-01 17:00,35
17-03-01 16:00,53
17-03-01 15:00,48
17-03-01 14:00,59
17-03-01 13:00,51
17-03-01 12:00,56
17-03-01 11:00,50
17-03-01 10:00,41
17-03-01 09:00,31
17-03-01 08:00,31
17-03-01 07:00,19
17-03-01 06:00,
17-03-01 05:00,8
17-03-01 04:00,16
17-03-01 03:00,21
17-03-01 02:00,40
17-03-01 01:00,47
17-03-01 00:00,47
16-03-01 23:00,58
16-03-01 22:00,62
16-03-01 21:00,55
16-03-01 20:00,125
16-03-01 19:00,156
16-03-01 18:00,112
16-03-01 17:00,131
16-03-01 16:00,137
16-03-01 15:00,94
16-03-01 14:00,73
16-03-01 13:00,126
16-03-01 12:00,129
16-03-01 11:00,89
16-03-01 10:00,77
16-03-01 09:00,88
16-03-01 08:00,76
16-03-01 07:00,45
16-03-01 06:00,
16-03-01 05:00,9
16-03-01 04:00,18
16-03-01 03:00,25
16-03-01 02:00,34
16-03-01 01:00,35
16-03-01 00:00,43
15-03-01 23:00,42
15-03-01 22:00,34
15-03-01 21:00,42
15-03-01 20:00,38
15-03-01 19:00,56
15-03-01 18:00,60
15-03-01 17:00,78
15-03-01 16:00,100
15-03-01 15:00,80
15-03-01 14:00,69
15-03-01 13:00,80
15-03-01 12:00,139
15-03-01 11:00,123
15-03-01 10:00,55
15-03-01 09:00,52
15-03-01 08:00,90
15-03-01 07:00,
15-03-01 06:00,37
15-03-01 05:00,34
15-03-01 04:00,11
15-03-01 03:00,19
15-03-01 02:00,5
15-03-01 01:00,14
15-03-01 00:00,18
14-03-01 23:00,33
14-03-01 22:00,37
14-03-01 21:00,44
14-03-01 20:00,38
14-03-01 19:00,70
14-03-01 18:00,87
14-03-01 17:00,65
14-03-01 16:00,52
14-03-01 15:00,42
14-03-01 14:00,35
14-03-01 13:00,28
14-03-01 12:00,31
14-03-01 11:00,41
14-03-01 10:00,26
14-03-01 09:00,36
14-03-01 08:00,23
14-03-01 07:00,
14-03-01 06:00,15
14-03-01 05:00,20
14-03-01 04:00,6
14-03-01 03:00,6
14-03-01 02:00,7
14-03-01 01:00,8
14-03-01 00:00,7
13-03-01 23:00,18
13-03-01 22:00,34
13-03-01 21:00,38
13-03-01 20:00,23
13-03-01 19:00,33
13-03-01 18:00,30
13-03-01 17:00,33
13-03-01 16:00,33
13-03-01 15:00,33
13-03-01 14:00,32
13-03-01 13:00,30
13-03-01 12:00,29
13-03-01 11:00,40
13-03-01 10:00,33
13-03-01 09:00,42
13-03-01 08:00,
13-03-01 07:00,42
13-03-01 06:00,16
13-03-01 05:00,10
13-03-01 04:00,2
