Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-03-01,24
30-03-01,35
29-03-01,37
28-03-01,30
27-03-01,25
26-03-01,17
25-03-01,15
24-03-01,13
23-03-01,21
22-03-01,21
21-03-01,18
20-03-01,12
19-03-01,
18-03-01,16
17-03-01,23
16-03-01,23
15-03-01,14
14-03-01,11
13-03-01,9
12-03-01,9
11-03-01,9
10-03-01,12
09-03-01,22
08-03-01,33
07-03-01,33
06-03-01,29
05-03-01,34
04-03-01,35
03-03-01,47
02-03-01,22
01-03-01,34

