Datum Zeit,Bautzen SO2
,µg/m³
01-04-01 00:00,
31-03-01 23:00,6.0
31-03-01 22:00,
31-03-01 21:00,5.5
31-03-01 20:00,7.0
31-03-01 19:00,3.1
31-03-01 18:00,2.1
31-03-01 17:00,3.0
31-03-01 16:00,5.0
31-03-01 15:00,5.5
31-03-01 14:00,5.1
31-03-01 13:00,5.5
31-03-01 12:00,5.9
31-03-01 11:00,6.1
31-03-01 10:00,5.4
31-03-01 09:00,5.8
31-03-01 08:00,5.4
31-03-01 07:00,3.2
31-03-01 06:00,2.3
31-03-01 05:00,1.1
31-03-01 04:00,1.1
31-03-01 03:00,1.0
31-03-01 02:00,1.0
31-03-01 01:00,1.1
31-03-01 00:00,
30-03-01 23:00,3.2
30-03-01 22:00,
30-03-01 21:00,4.0
30-03-01 20:00,4.3
30-03-01 19:00,4.8
30-03-01 18:00,6.9
30-03-01 17:00,10.0
30-03-01 16:00,7.7
30-03-01 15:00,12.1
30-03-01 14:00,9.1
30-03-01 13:00,6.8
30-03-01 12:00,7.3
30-03-01 11:00,6.9
30-03-01 10:00,9.2
30-03-01 09:00,9.6
30-03-01 08:00,12.6
30-03-01 07:00,10.5
30-03-01 06:00,9.1
30-03-01 05:00,10.1
30-03-01 04:00,9.9
30-03-01 03:00,10.3
30-03-01 02:00,9.1
30-03-01 01:00,7.8
30-03-01 00:00,
29-03-01 23:00,8.7
29-03-01 22:00,9.2
29-03-01 21:00,9.3
29-03-01 20:00,8.3
29-03-01 19:00,7.7
29-03-01 18:00,8.7
29-03-01 17:00,7.5
29-03-01 16:00,7.8
29-03-01 15:00,7.6
29-03-01 14:00,8.0
29-03-01 13:00,9.3
29-03-01 12:00,9.8
29-03-01 11:00,11.2
29-03-01 10:00,11.9
29-03-01 09:00,10.4
29-03-01 08:00,11.5
29-03-01 07:00,9.2
29-03-01 06:00,5.8
29-03-01 05:00,4.7
29-03-01 04:00,5.6
29-03-01 03:00,6.8
29-03-01 02:00,8.4
29-03-01 01:00,
29-03-01 00:00,
28-03-01 23:00,12.0
28-03-01 22:00,11.2
28-03-01 21:00,9.4
28-03-01 20:00,7.4
28-03-01 19:00,6.4
28-03-01 18:00,6.7
28-03-01 17:00,6.6
28-03-01 16:00,6.9
28-03-01 15:00,13.6
28-03-01 14:00,21.5
28-03-01 13:00,9.9
28-03-01 12:00,17.7
28-03-01 11:00,15.5
28-03-01 10:00,9.9
28-03-01 09:00,9.4
28-03-01 08:00,10.5
28-03-01 07:00,14.1
28-03-01 06:00,17.7
28-03-01 05:00,15.6
28-03-01 04:00,15.2
28-03-01 03:00,14.9
28-03-01 02:00,16.5
28-03-01 01:00,
28-03-01 00:00,
27-03-01 23:00,13.0
27-03-01 22:00,12.5
27-03-01 21:00,11.3
27-03-01 20:00,8.8
27-03-01 19:00,9.9
27-03-01 18:00,10.0
27-03-01 17:00,9.6
27-03-01 16:00,9.8
27-03-01 15:00,7.2
27-03-01 14:00,9.6
27-03-01 13:00,9.2
27-03-01 12:00,8.8
27-03-01 11:00,10.3
27-03-01 10:00,10.7
27-03-01 09:00,13.8
27-03-01 08:00,12.2
27-03-01 07:00,12.5
27-03-01 06:00,10.7
27-03-01 05:00,9.4
27-03-01 04:00,6.8
27-03-01 03:00,6.5
27-03-01 02:00,
27-03-01 01:00,5.2
27-03-01 00:00,
26-03-01 23:00,6.6
26-03-01 22:00,6.0
26-03-01 21:00,4.9
26-03-01 20:00,3.6
26-03-01 19:00,2.5
26-03-01 18:00,2.5
26-03-01 17:00,3.5
26-03-01 16:00,4.9
26-03-01 15:00,6.2
26-03-01 14:00,6.1
26-03-01 13:00,6.9
26-03-01 12:00,8.1
26-03-01 11:00,8.0
26-03-01 10:00,7.2
26-03-01 09:00,6.3
26-03-01 08:00,6.4
26-03-01 07:00,10.2
26-03-01 06:00,11.0
26-03-01 05:00,8.9
26-03-01 04:00,3.7
26-03-01 03:00,3.8
26-03-01 02:00,
26-03-01 01:00,4.8
26-03-01 00:00,
25-03-01 23:00,7.3
25-03-01 22:00,7.1
25-03-01 21:00,6.5
25-03-01 20:00,5.4
25-03-01 19:00,5.6
25-03-01 18:00,6.0
25-03-01 17:00,5.2
25-03-01 16:00,5.4
25-03-01 15:00,6.8
25-03-01 14:00,8.1
25-03-01 13:00,6.0
25-03-01 12:00,5.6
25-03-01 11:00,4.9
25-03-01 10:00,4.8
25-03-01 09:00,4.2
25-03-01 08:00,4.8
25-03-01 07:00,4.8
25-03-01 06:00,4.3
25-03-01 05:00,4.5
25-03-01 04:00,4.8
25-03-01 03:00,
25-03-01 02:00,6.7
25-03-01 01:00,5.2
25-03-01 00:00,
24-03-01 23:00,1.8
24-03-01 22:00,1.6
24-03-01 21:00,2.1
24-03-01 20:00,1.4
24-03-01 19:00,2.5
24-03-01 18:00,2.8
24-03-01 17:00,2.8
24-03-01 16:00,2.7
24-03-01 15:00,2.4
24-03-01 14:00,5.0
24-03-01 13:00,11.9
24-03-01 12:00,13.4
24-03-01 11:00,11.7
24-03-01 10:00,10.4
24-03-01 09:00,12.6
24-03-01 08:00,14.3
24-03-01 07:00,8.2
24-03-01 06:00,6.8
24-03-01 05:00,8.5
24-03-01 04:00,7.3
24-03-01 03:00,
24-03-01 02:00,2.2
