Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2007-01-01,01:00,,,7,13,59,,,,4.9
2007-01-01,02:00,,,1,7,63,,,,1.0
2007-01-01,03:00,,,1,7,60,,,,1.0
2007-01-01,04:00,,,1,8,55,,,,1.0
2007-01-01,05:00,,,2,7,53,,,,1.0
2007-01-01,06:00,,,1,6,53,,,,1.0
2007-01-01,07:00,,,2,8,46,,,,1.0
2007-01-01,08:00,,,2,6,52,,,,1.0
2007-01-01,09:00,,,1,4,73,,,,1.0
2007-01-01,10:00,,,3,8,72,,,,1.0
2007-01-01,11:00,,,1,6,71,,,,1.0
2007-01-01,12:00,,,2,7,70,,,,1.0
2007-01-01,13:00,,,3,6,73,,,,1.0
2007-01-01,14:00,,,3,7,71,,,,1.0
2007-01-01,15:00,,,7,12,72,,,,1.0
2007-01-01,16:00,,,10,15,72,,,,1.0
2007-01-01,17:00,,,6,10,73,,,,1.0
2007-01-01,18:00,,,4,9,72,,,,1.0
2007-01-01,19:00,,,4,11,65,,,,1.0
2007-01-01,20:00,,,2,6,72,,,,1.0
2007-01-01,21:00,,,1,6,70,,,,1.0
2007-01-01,22:00,,,1,6,69,,,,1.0
2007-01-01,23:00,,,1,6,67,,,,1.0
2007-01-02,00:00,,,1,6,64,,,,1.0
2007-01-02,01:00,,,1,6,64,,,,1.0
2007-01-02,02:00,,,1,5,64,,,,1.0
2007-01-02,03:00,,,1,5,65,,,,1.0
2007-01-02,04:00,,,1,10,55,,,,1.0
2007-01-02,05:00,,,5,32,26,,,,1.0
2007-01-02,06:00,,,31,53,8,,,,1.0
2007-01-02,07:00,,,64,61,1,,,,1.0
2007-01-02,08:00,,,77,62,5,,,,1.0
2007-01-02,09:00,,,87,70,4,,,,1.3
2007-01-02,10:00,,,56,44,33,,,,1.4
2007-01-02,11:00,,,33,38,40,,,,1.0
2007-01-02,12:00,,,16,25,50,,,,1.0
2007-01-02,13:00,,,15,22,45,,,,1.0
2007-01-02,14:00,,,7,14,50,,,,1.0
2007-01-02,15:00,,,10,18,49,,,,1.0
2007-01-02,16:00,,,12,21,47,,,,1.0
2007-01-02,17:00,,,21,30,36,,,,1.0
2007-01-02,18:00,,,20,30,37,,,,1.0
2007-01-02,19:00,,,13,23,42,,,,1.0
2007-01-02,20:00,,,6,15,49,,,,1.0
