Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2002-09-01,,,,,,,6,,,
2002-09-01,01:00,0.4,,1,5,70,,,,1.0
2002-09-01,02:00,0.3,,1,5,59,,,,1.0
2002-09-01,03:00,0.4,,1,5,55,,,,1.0
2002-09-01,04:00,0.3,,1,5,53,,,,1.0
2002-09-01,05:00,0.3,,1,4,52,,,,1.0
2002-09-01,06:00,0.2,,1,4,52,,,,1.0
2002-09-01,07:00,0.2,,1,4,50,,,,1.0
2002-09-01,08:00,0.2,,1,4,51,,,,1.0
2002-09-01,09:00,0.1,,1,4,50,,,,1.0
2002-09-01,10:00,0.1,,1,4,54,,,,1.0
2002-09-01,11:00,0.2,,1,4,54,,,,1.0
2002-09-01,12:00,0.2,,1,3,65,,,,1.0
2002-09-01,13:00,0.1,,1,2,74,,,,1.0
2002-09-01,14:00,0.2,,1,2,78,,,,1.0
2002-09-01,15:00,0.2,,1,3,80,,,,1.0
2002-09-01,16:00,0.2,,1,3,83,,,,1.0
2002-09-01,17:00,0.3,,1,3,83,,,,1.0
2002-09-01,18:00,0.2,,1,3,86,,,,1.0
2002-09-01,19:00,0.2,,1,4,76,,,,1.0
2002-09-01,20:00,0.3,,1,7,69,,,,1.0
2002-09-01,21:00,0.3,,1,6,72,,,,1.0
2002-09-01,22:00,0.3,,1,6,75,,,,1.1
2002-09-01,23:00,0.3,,1,5,76,,,,1.0
2002-09-02,,,,,,,6,,3.83,
2002-09-02,00:00,0.3,,1,4,78,,,,1.0
2002-09-02,01:00,0.3,,1,5,76,,,,1.0
2002-09-02,02:00,0.3,,1,5,75,,,,1.0
2002-09-02,03:00,0.2,,1,4,75,,,,1.1
2002-09-02,04:00,0.2,,1,4,73,,,,1.1
2002-09-02,05:00,0.2,,1,4,68,,,,1.4
2002-09-02,06:00,0.2,,1,5,63,,,,1.4
2002-09-02,07:00,0.2,,1,5,61,,,,1.4
2002-09-02,08:00,0.2,,1,4,67,,,,1.1
2002-09-02,09:00,0.2,,1,5,68,,,,1.9
2002-09-02,10:00,0.1,,1,5,71,,,,2.6
