Datum Zeit,Freiberg PM10
,µg/m³
28-02-02,10
27-02-02,8
26-02-02,5
25-02-02,12
24-02-02,8
23-02-02,6
22-02-02,13
21-02-02,14
20-02-02,4
19-02-02,17
18-02-02,54
17-02-02,44
16-02-02,25
15-02-02,23
14-02-02,19
13-02-02,15
12-02-02,6
11-02-02,7
10-02-02,5
09-02-02,7
08-02-02,16
07-02-02,20
06-02-02,19
05-02-02,21
04-02-02,22
03-02-02,27
02-02-02,17
01-02-02,19

