Datum Zeit,Dresden-Nord BEN
,µg/m³
01-03-02 00:00,2.8
28-02-02 23:00,3.0
28-02-02 22:00,3.7
28-02-02 21:00,3.5
28-02-02 20:00,3.8
28-02-02 19:00,4.9
28-02-02 18:00,4.8
28-02-02 17:00,4.4
28-02-02 16:00,3.5
28-02-02 15:00,2.5
28-02-02 14:00,2.4
28-02-02 13:00,2.0
28-02-02 12:00,1.8
28-02-02 11:00,2.0
28-02-02 10:00,2.3
28-02-02 09:00,2.8
28-02-02 08:00,3.4
28-02-02 07:00,2.3
28-02-02 06:00,
28-02-02 05:00,
28-02-02 04:00,
28-02-02 03:00,
28-02-02 02:00,1.2
28-02-02 01:00,1.4
28-02-02 00:00,1.7
27-02-02 23:00,2.6
27-02-02 22:00,2.9
27-02-02 21:00,3.3
27-02-02 20:00,5.7
27-02-02 19:00,5.6
27-02-02 18:00,3.9
27-02-02 17:00,2.7
27-02-02 16:00,2.0
27-02-02 15:00,1.8
27-02-02 14:00,1.5
27-02-02 13:00,1.4
27-02-02 12:00,1.9
27-02-02 11:00,1.9
27-02-02 10:00,1.6
27-02-02 09:00,2.7
27-02-02 08:00,3.9
27-02-02 07:00,2.3
27-02-02 06:00,1.2
27-02-02 05:00,0.5
27-02-02 04:00,0.6
27-02-02 03:00,0.6
27-02-02 02:00,0.9
27-02-02 01:00,1.0
27-02-02 00:00,1.2
26-02-02 23:00,1.5
26-02-02 22:00,1.4
26-02-02 21:00,2.1
26-02-02 20:00,1.7
26-02-02 19:00,2.4
26-02-02 18:00,2.5
26-02-02 17:00,2.5
26-02-02 16:00,2.4
26-02-02 15:00,2.5
26-02-02 14:00,1.7
26-02-02 13:00,1.5
26-02-02 12:00,2.3
26-02-02 11:00,2.5
26-02-02 10:00,2.2
26-02-02 09:00,2.8
26-02-02 08:00,2.8
26-02-02 07:00,2.2
26-02-02 06:00,1.1
26-02-02 05:00,0.7
26-02-02 04:00,0.6
26-02-02 03:00,1.0
26-02-02 02:00,1.4
26-02-02 01:00,2.4
26-02-02 00:00,2.2
25-02-02 23:00,2.7
25-02-02 22:00,2.7
25-02-02 21:00,2.6
25-02-02 20:00,4.6
25-02-02 19:00,5.5
25-02-02 18:00,5.4
25-02-02 17:00,10.9
25-02-02 16:00,7.2
25-02-02 15:00,3.3
25-02-02 14:00,3.4
25-02-02 13:00,2.7
25-02-02 12:00,3.4
25-02-02 11:00,3.3
25-02-02 10:00,4.0
25-02-02 09:00,4.3
25-02-02 08:00,3.4
25-02-02 07:00,2.3
25-02-02 06:00,1.3
25-02-02 05:00,1.0
25-02-02 04:00,1.0
25-02-02 03:00,1.2
25-02-02 02:00,1.3
25-02-02 01:00,1.7
25-02-02 00:00,2.4
24-02-02 23:00,2.4
24-02-02 22:00,2.4
24-02-02 21:00,2.9
24-02-02 20:00,2.6
24-02-02 19:00,3.4
24-02-02 18:00,2.8
24-02-02 17:00,2.9
24-02-02 16:00,2.9
24-02-02 15:00,2.6
24-02-02 14:00,2.6
24-02-02 13:00,2.6
24-02-02 12:00,2.5
24-02-02 11:00,
24-02-02 10:00,
24-02-02 09:00,
24-02-02 08:00,
24-02-02 07:00,1.0
24-02-02 06:00,1.3
24-02-02 05:00,1.1
24-02-02 04:00,1.6
24-02-02 03:00,1.1
24-02-02 02:00,1.4
24-02-02 01:00,1.6
24-02-02 00:00,1.6
23-02-02 23:00,2.1
23-02-02 22:00,3.0
23-02-02 21:00,2.6
23-02-02 20:00,4.1
23-02-02 19:00,2.6
23-02-02 18:00,2.9
23-02-02 17:00,2.6
23-02-02 16:00,2.8
23-02-02 15:00,2.4
23-02-02 14:00,2.3
23-02-02 13:00,2.6
23-02-02 12:00,2.0
23-02-02 11:00,2.0
23-02-02 10:00,2.4
23-02-02 09:00,1.0
23-02-02 08:00,1.6
23-02-02 07:00,1.3
23-02-02 06:00,1.4
23-02-02 05:00,1.4
23-02-02 04:00,1.9
23-02-02 03:00,1.6
23-02-02 02:00,2.3
23-02-02 01:00,2.0
23-02-02 00:00,2.4
22-02-02 23:00,2.6
22-02-02 22:00,2.4
22-02-02 21:00,3.3
22-02-02 20:00,2.6
22-02-02 19:00,3.3
22-02-02 18:00,3.7
22-02-02 17:00,4.5
22-02-02 16:00,4.7
22-02-02 15:00,2.8
22-02-02 14:00,2.0
22-02-02 13:00,2.2
22-02-02 12:00,2.9
22-02-02 11:00,2.0
22-02-02 10:00,2.2
22-02-02 09:00,2.8
22-02-02 08:00,2.8
22-02-02 07:00,2.1
22-02-02 06:00,1.1
22-02-02 05:00,0.9
22-02-02 04:00,1.5
22-02-02 03:00,1.8
22-02-02 02:00,5.5
22-02-02 01:00,4.1
22-02-02 00:00,7.7
21-02-02 23:00,6.2
21-02-02 22:00,5.4
21-02-02 21:00,3.8
21-02-02 20:00,4.6
21-02-02 19:00,2.1
21-02-02 18:00,2.0
21-02-02 17:00,2.5
21-02-02 16:00,1.9
21-02-02 15:00,1.3
21-02-02 14:00,1.4
21-02-02 13:00,1.7
21-02-02 12:00,1.6
21-02-02 11:00,1.5
21-02-02 10:00,1.8
21-02-02 09:00,2.3
21-02-02 08:00,2.2
21-02-02 07:00,1.5
21-02-02 06:00,1.3
21-02-02 05:00,1.0
21-02-02 04:00,1.4
21-02-02 03:00,1.0
21-02-02 02:00,2.1
21-02-02 01:00,2.2
21-02-02 00:00,3.0
20-02-02 23:00,2.9
20-02-02 22:00,2.3
20-02-02 21:00,2.8
20-02-02 20:00,3.8
20-02-02 19:00,5.0
20-02-02 18:00,3.6
20-02-02 17:00,3.7
20-02-02 16:00,2.3
20-02-02 15:00,
20-02-02 14:00,
20-02-02 13:00,
20-02-02 12:00,
20-02-02 11:00,1.4
20-02-02 10:00,1.8
20-02-02 09:00,2.3
20-02-02 08:00,4.0
20-02-02 07:00,1.9
20-02-02 06:00,1.3
20-02-02 05:00,0.7
20-02-02 04:00,0.8
20-02-02 03:00,1.5
20-02-02 02:00,1.8
20-02-02 01:00,1.6
20-02-02 00:00,1.8
19-02-02 23:00,2.1
19-02-02 22:00,2.2
19-02-02 21:00,2.5
19-02-02 20:00,3.0
19-02-02 19:00,3.4
19-02-02 18:00,2.8
19-02-02 17:00,3.2
19-02-02 16:00,2.4
19-02-02 15:00,2.5
19-02-02 14:00,2.0
19-02-02 13:00,2.2
19-02-02 12:00,1.9
19-02-02 11:00,2.2
19-02-02 10:00,3.3
19-02-02 09:00,3.7
19-02-02 08:00,3.6
19-02-02 07:00,2.9
19-02-02 06:00,2.2
19-02-02 05:00,1.2
19-02-02 04:00,1.3
19-02-02 03:00,1.7
19-02-02 02:00,1.5
19-02-02 01:00,2.1
19-02-02 00:00,2.1
18-02-02 23:00,2.5
18-02-02 22:00,2.8
18-02-02 21:00,2.9
18-02-02 20:00,5.3
18-02-02 19:00,5.5
18-02-02 18:00,5.3
18-02-02 17:00,6.0
18-02-02 16:00,4.6
18-02-02 15:00,3.8
18-02-02 14:00,3.8
18-02-02 13:00,
18-02-02 12:00,
18-02-02 11:00,
18-02-02 10:00,
18-02-02 09:00,9.5
18-02-02 08:00,7.7
18-02-02 07:00,4.8
18-02-02 06:00,4.0
18-02-02 05:00,3.6
18-02-02 04:00,4.1
18-02-02 03:00,4.8
18-02-02 02:00,4.7
18-02-02 01:00,5.5
18-02-02 00:00,4.6
17-02-02 23:00,4.9
17-02-02 22:00,4.8
17-02-02 21:00,5.5
17-02-02 20:00,5.2
17-02-02 19:00,5.5
17-02-02 18:00,4.8
17-02-02 17:00,3.9
17-02-02 16:00,3.9
17-02-02 15:00,3.1
17-02-02 14:00,3.3
17-02-02 13:00,3.1
17-02-02 12:00,2.8
17-02-02 11:00,2.9
17-02-02 10:00,2.1
17-02-02 09:00,1.8
17-02-02 08:00,1.6
17-02-02 07:00,1.7
17-02-02 06:00,1.7
17-02-02 05:00,1.9
17-02-02 04:00,1.8
17-02-02 03:00,2.0
17-02-02 02:00,2.9
17-02-02 01:00,3.2
17-02-02 00:00,2.3
16-02-02 23:00,2.6
16-02-02 22:00,2.2
16-02-02 21:00,3.8
16-02-02 20:00,4.4
16-02-02 19:00,3.9
16-02-02 18:00,4.0
16-02-02 17:00,3.0
16-02-02 16:00,2.8
16-02-02 15:00,2.2
16-02-02 14:00,2.2
16-02-02 13:00,2.2
16-02-02 12:00,3.5
16-02-02 11:00,5.0
16-02-02 10:00,4.7
16-02-02 09:00,8.3
16-02-02 08:00,6.4
16-02-02 07:00,6.7
16-02-02 06:00,4.9
16-02-02 05:00,5.1
16-02-02 04:00,6.3
16-02-02 03:00,4.8
16-02-02 02:00,6.6
16-02-02 01:00,7.6
16-02-02 00:00,8.0
15-02-02 23:00,7.8
15-02-02 22:00,7.5
15-02-02 21:00,6.6
15-02-02 20:00,5.2
15-02-02 19:00,
15-02-02 18:00,
15-02-02 17:00,
15-02-02 16:00,
15-02-02 15:00,2.4
15-02-02 14:00,2.6
15-02-02 13:00,
15-02-02 12:00,
15-02-02 11:00,
15-02-02 10:00,
15-02-02 09:00,
15-02-02 08:00,
15-02-02 07:00,
15-02-02 06:00,
15-02-02 05:00,
15-02-02 04:00,
15-02-02 03:00,
15-02-02 02:00,
15-02-02 01:00,
15-02-02 00:00,
14-02-02 23:00,
14-02-02 22:00,
14-02-02 21:00,
14-02-02 20:00,
14-02-02 19:00,
14-02-02 18:00,
14-02-02 17:00,
14-02-02 16:00,
14-02-02 15:00,
14-02-02 14:00,1.1
