Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
28-02-02,6
27-02-02,5
26-02-02,4
25-02-02,8
24-02-02,5
23-02-02,4
22-02-02,8
21-02-02,8
20-02-02,4
19-02-02,13
18-02-02,50
17-02-02,42
16-02-02,21
15-02-02,15
14-02-02,9
13-02-02,10
12-02-02,6
11-02-02,6
10-02-02,4
09-02-02,5
08-02-02,9
07-02-02,18
06-02-02,32
05-02-02,17
04-02-02,22
03-02-02,35
02-02-02,16
01-02-02,13

