Datum Zeit,Klingenthal SO2
,µg/m³
01-03-02 00:00,
28-02-02 23:00,1.2
28-02-02 22:00,1.3
28-02-02 21:00,1.0
28-02-02 20:00,1.1
28-02-02 19:00,1.0
28-02-02 18:00,1.0
28-02-02 17:00,1.0
28-02-02 16:00,2.8
28-02-02 15:00,1.0
28-02-02 14:00,1.0
28-02-02 13:00,1.0
28-02-02 12:00,1.0
28-02-02 11:00,1.3
28-02-02 10:00,2.9
28-02-02 09:00,1.5
28-02-02 08:00,1.0
28-02-02 07:00,1.0
28-02-02 06:00,1.0
28-02-02 05:00,1.0
28-02-02 04:00,1.3
28-02-02 03:00,1.8
28-02-02 02:00,1.9
28-02-02 01:00,2.3
28-02-02 00:00,2.6
27-02-02 23:00,3.9
27-02-02 22:00,5.8
27-02-02 21:00,1.4
27-02-02 20:00,1.0
27-02-02 19:00,1.8
27-02-02 18:00,1.2
27-02-02 17:00,2.2
27-02-02 16:00,1.0
27-02-02 15:00,1.8
27-02-02 14:00,1.0
27-02-02 13:00,1.0
27-02-02 12:00,1.1
27-02-02 11:00,1.1
27-02-02 10:00,1.9
27-02-02 09:00,1.3
27-02-02 08:00,1.0
27-02-02 07:00,1.1
27-02-02 06:00,1.0
27-02-02 05:00,1.6
27-02-02 04:00,1.1
27-02-02 03:00,1.3
27-02-02 02:00,1.0
27-02-02 01:00,1.3
27-02-02 00:00,1.0
26-02-02 23:00,1.0
26-02-02 22:00,1.0
26-02-02 21:00,1.0
26-02-02 20:00,1.0
26-02-02 19:00,1.1
26-02-02 18:00,1.3
26-02-02 17:00,1.0
26-02-02 16:00,1.7
26-02-02 15:00,2.3
26-02-02 14:00,1.2
26-02-02 13:00,1.4
26-02-02 12:00,
26-02-02 11:00,1.5
26-02-02 10:00,2.1
26-02-02 09:00,2.1
26-02-02 08:00,1.0
26-02-02 07:00,1.0
26-02-02 06:00,1.0
26-02-02 05:00,1.0
26-02-02 04:00,1.0
26-02-02 03:00,1.0
26-02-02 02:00,1.0
26-02-02 01:00,1.2
26-02-02 00:00,5.4
25-02-02 23:00,6.0
25-02-02 22:00,5.5
25-02-02 21:00,5.6
25-02-02 20:00,6.6
25-02-02 19:00,5.3
25-02-02 18:00,5.8
25-02-02 17:00,6.2
25-02-02 16:00,7.1
25-02-02 15:00,
25-02-02 14:00,
25-02-02 13:00,
25-02-02 12:00,
25-02-02 11:00,3.5
25-02-02 10:00,4.9
25-02-02 09:00,3.4
25-02-02 08:00,1.3
25-02-02 07:00,1.1
25-02-02 06:00,1.2
25-02-02 05:00,1.5
25-02-02 04:00,1.6
25-02-02 03:00,1.3
25-02-02 02:00,1.9
25-02-02 01:00,2.9
25-02-02 00:00,4.5
24-02-02 23:00,3.5
24-02-02 22:00,2.8
24-02-02 21:00,2.8
24-02-02 20:00,2.0
24-02-02 19:00,3.0
24-02-02 18:00,1.9
24-02-02 17:00,2.0
24-02-02 16:00,2.1
24-02-02 15:00,1.4
24-02-02 14:00,2.1
24-02-02 13:00,3.9
24-02-02 12:00,3.8
24-02-02 11:00,4.8
24-02-02 10:00,4.8
24-02-02 09:00,2.9
24-02-02 08:00,2.5
24-02-02 07:00,2.5
24-02-02 06:00,3.0
24-02-02 05:00,3.0
24-02-02 04:00,2.4
24-02-02 03:00,3.2
24-02-02 02:00,2.5
24-02-02 01:00,2.4
24-02-02 00:00,1.2
23-02-02 23:00,1.2
23-02-02 22:00,2.3
23-02-02 21:00,2.6
23-02-02 20:00,1.9
23-02-02 19:00,4.3
23-02-02 18:00,3.2
23-02-02 17:00,1.4
23-02-02 16:00,2.8
23-02-02 15:00,1.2
23-02-02 14:00,1.6
23-02-02 13:00,3.2
23-02-02 12:00,1.5
23-02-02 11:00,2.8
23-02-02 10:00,3.7
23-02-02 09:00,1.7
23-02-02 08:00,2.5
23-02-02 07:00,2.8
23-02-02 06:00,2.4
23-02-02 05:00,3.7
23-02-02 04:00,2.8
23-02-02 03:00,1.7
23-02-02 02:00,2.8
23-02-02 01:00,1.5
23-02-02 00:00,1.7
22-02-02 23:00,2.2
22-02-02 22:00,1.8
22-02-02 21:00,2.2
22-02-02 20:00,5.1
22-02-02 19:00,5.9
22-02-02 18:00,5.8
22-02-02 17:00,5.3
22-02-02 16:00,2.8
22-02-02 15:00,2.7
22-02-02 14:00,7.6
22-02-02 13:00,5.0
22-02-02 12:00,5.5
22-02-02 11:00,10.7
22-02-02 10:00,12.7
22-02-02 09:00,7.1
22-02-02 08:00,5.2
22-02-02 07:00,5.7
22-02-02 06:00,4.6
22-02-02 05:00,3.7
22-02-02 04:00,4.2
22-02-02 03:00,4.0
22-02-02 02:00,5.1
22-02-02 01:00,5.2
22-02-02 00:00,5.2
21-02-02 23:00,5.8
21-02-02 22:00,7.7
21-02-02 21:00,9.3
21-02-02 20:00,4.1
21-02-02 19:00,1.9
21-02-02 18:00,1.0
21-02-02 17:00,1.0
21-02-02 16:00,1.0
21-02-02 15:00,1.0
21-02-02 14:00,1.0
21-02-02 13:00,1.0
21-02-02 12:00,1.0
21-02-02 11:00,1.0
21-02-02 10:00,1.0
21-02-02 09:00,1.0
21-02-02 08:00,1.0
21-02-02 07:00,1.0
21-02-02 06:00,1.0
21-02-02 05:00,1.0
21-02-02 04:00,1.0
21-02-02 03:00,1.0
21-02-02 02:00,1.0
21-02-02 01:00,1.0
21-02-02 00:00,1.0
20-02-02 23:00,1.8
20-02-02 22:00,2.9
20-02-02 21:00,2.7
20-02-02 20:00,2.7
20-02-02 19:00,1.1
20-02-02 18:00,1.1
20-02-02 17:00,1.7
20-02-02 16:00,1.0
20-02-02 15:00,1.1
20-02-02 14:00,1.0
20-02-02 13:00,1.5
20-02-02 12:00,1.3
20-02-02 11:00,1.3
20-02-02 10:00,4.3
20-02-02 09:00,3.7
20-02-02 08:00,1.0
20-02-02 07:00,1.0
20-02-02 06:00,2.6
20-02-02 05:00,1.8
20-02-02 04:00,1.0
20-02-02 03:00,1.0
20-02-02 02:00,1.1
20-02-02 01:00,1.1
20-02-02 00:00,2.2
19-02-02 23:00,2.3
19-02-02 22:00,1.1
19-02-02 21:00,2.2
19-02-02 20:00,3.1
19-02-02 19:00,1.8
19-02-02 18:00,1.5
19-02-02 17:00,3.1
19-02-02 16:00,2.6
19-02-02 15:00,1.9
19-02-02 14:00,5.6
19-02-02 13:00,5.5
19-02-02 12:00,4.6
19-02-02 11:00,6.5
19-02-02 10:00,8.3
19-02-02 09:00,5.9
19-02-02 08:00,3.0
19-02-02 07:00,3.6
19-02-02 06:00,3.3
19-02-02 05:00,1.4
19-02-02 04:00,2.0
19-02-02 03:00,3.6
19-02-02 02:00,3.0
19-02-02 01:00,2.1
19-02-02 00:00,1.1
18-02-02 23:00,1.0
18-02-02 22:00,1.0
18-02-02 21:00,2.2
18-02-02 20:00,2.8
18-02-02 19:00,4.6
18-02-02 18:00,4.8
18-02-02 17:00,3.1
18-02-02 16:00,3.8
18-02-02 15:00,2.9
18-02-02 14:00,4.0
18-02-02 13:00,4.3
18-02-02 12:00,5.3
18-02-02 11:00,9.1
18-02-02 10:00,12.7
18-02-02 09:00,6.9
18-02-02 08:00,
18-02-02 07:00,
18-02-02 06:00,
18-02-02 05:00,
18-02-02 04:00,
18-02-02 03:00,
18-02-02 02:00,
18-02-02 01:00,
18-02-02 00:00,
17-02-02 23:00,
17-02-02 22:00,
17-02-02 21:00,
17-02-02 20:00,
17-02-02 19:00,
17-02-02 18:00,
17-02-02 17:00,
17-02-02 16:00,
17-02-02 15:00,
17-02-02 14:00,12.7
17-02-02 13:00,15.1
17-02-02 12:00,17.3
17-02-02 11:00,24.7
17-02-02 10:00,16.1
17-02-02 09:00,6.2
17-02-02 08:00,4.7
17-02-02 07:00,5.1
17-02-02 06:00,5.3
17-02-02 05:00,4.8
17-02-02 04:00,6.1
17-02-02 03:00,7.4
17-02-02 02:00,11.4
17-02-02 01:00,12.2
17-02-02 00:00,12.5
16-02-02 23:00,11.3
16-02-02 22:00,12.5
16-02-02 21:00,12.4
16-02-02 20:00,11.2
16-02-02 19:00,13.4
16-02-02 18:00,12.8
16-02-02 17:00,12.3
16-02-02 16:00,16.7
16-02-02 15:00,12.9
16-02-02 14:00,13.4
16-02-02 13:00,15.0
16-02-02 12:00,13.9
16-02-02 11:00,18.6
16-02-02 10:00,18.2
16-02-02 09:00,19.0
16-02-02 08:00,11.0
16-02-02 07:00,12.1
16-02-02 06:00,6.6
16-02-02 05:00,4.1
16-02-02 04:00,6.3
16-02-02 03:00,6.6
16-02-02 02:00,8.9
16-02-02 01:00,10.6
16-02-02 00:00,7.6
15-02-02 23:00,6.7
15-02-02 22:00,12.8
15-02-02 21:00,10.9
15-02-02 20:00,12.9
15-02-02 19:00,17.8
15-02-02 18:00,11.9
15-02-02 17:00,10.9
15-02-02 16:00,3.3
15-02-02 15:00,2.3
15-02-02 14:00,5.4
15-02-02 13:00,10.1
15-02-02 12:00,8.5
15-02-02 11:00,7.6
15-02-02 10:00,7.2
15-02-02 09:00,4.4
15-02-02 08:00,5.8
15-02-02 07:00,4.2
15-02-02 06:00,1.5
15-02-02 05:00,3.1
15-02-02 04:00,5.1
15-02-02 03:00,8.6
15-02-02 02:00,10.4
15-02-02 01:00,4.7
15-02-02 00:00,7.3
14-02-02 23:00,8.3
14-02-02 22:00,14.4
14-02-02 21:00,26.1
14-02-02 20:00,28.0
