Datum Zeit,Bautzen SO2
,µg/m³
01-03-02 00:00,1.7
28-02-02 23:00,2.0
28-02-02 22:00,2.0
28-02-02 21:00,2.3
28-02-02 20:00,2.9
28-02-02 19:00,2.7
28-02-02 18:00,2.9
28-02-02 17:00,2.5
28-02-02 16:00,2.0
28-02-02 15:00,2.7
28-02-02 14:00,2.1
28-02-02 13:00,2.0
28-02-02 12:00,2.6
28-02-02 11:00,2.2
28-02-02 10:00,1.7
28-02-02 09:00,3.1
28-02-02 08:00,4.3
28-02-02 07:00,13.1
28-02-02 06:00,12.8
28-02-02 05:00,12.1
28-02-02 04:00,13.8
28-02-02 03:00,14.9
28-02-02 02:00,13.0
28-02-02 01:00,16.4
28-02-02 00:00,13.0
27-02-02 23:00,4.0
27-02-02 22:00,2.9
27-02-02 21:00,3.7
27-02-02 20:00,4.7
27-02-02 19:00,3.3
27-02-02 18:00,3.2
27-02-02 17:00,2.7
27-02-02 16:00,2.0
27-02-02 15:00,2.9
27-02-02 14:00,1.8
27-02-02 13:00,2.9
27-02-02 12:00,3.5
27-02-02 11:00,2.9
27-02-02 10:00,3.1
27-02-02 09:00,4.9
27-02-02 08:00,3.6
27-02-02 07:00,3.1
27-02-02 06:00,2.4
27-02-02 05:00,3.5
27-02-02 04:00,3.7
27-02-02 03:00,2.6
27-02-02 02:00,1.5
27-02-02 01:00,2.1
27-02-02 00:00,1.4
26-02-02 23:00,1.0
26-02-02 22:00,1.0
26-02-02 21:00,1.0
26-02-02 20:00,1.0
26-02-02 19:00,1.0
26-02-02 18:00,1.0
26-02-02 17:00,1.1
26-02-02 16:00,1.0
26-02-02 15:00,1.0
26-02-02 14:00,7.3
26-02-02 13:00,10.8
26-02-02 12:00,14.1
26-02-02 11:00,16.8
26-02-02 10:00,10.0
26-02-02 09:00,9.4
26-02-02 08:00,9.0
26-02-02 07:00,10.0
26-02-02 06:00,13.7
26-02-02 05:00,16.3
26-02-02 04:00,12.6
26-02-02 03:00,7.6
26-02-02 02:00,8.0
26-02-02 01:00,9.1
26-02-02 00:00,9.8
25-02-02 23:00,7.7
25-02-02 22:00,5.6
25-02-02 21:00,4.3
25-02-02 20:00,5.4
25-02-02 19:00,6.9
25-02-02 18:00,5.3
25-02-02 17:00,4.0
25-02-02 16:00,3.4
25-02-02 15:00,
25-02-02 14:00,
25-02-02 13:00,
25-02-02 12:00,
25-02-02 11:00,
25-02-02 10:00,
25-02-02 09:00,
25-02-02 08:00,
25-02-02 07:00,
25-02-02 06:00,
25-02-02 05:00,
25-02-02 04:00,
25-02-02 03:00,
25-02-02 02:00,
25-02-02 01:00,
25-02-02 00:00,
24-02-02 23:00,
24-02-02 22:00,
24-02-02 21:00,
24-02-02 20:00,
24-02-02 19:00,
24-02-02 18:00,
24-02-02 17:00,
24-02-02 16:00,
24-02-02 15:00,
24-02-02 14:00,
24-02-02 13:00,
24-02-02 12:00,
24-02-02 11:00,
24-02-02 10:00,
24-02-02 09:00,
24-02-02 08:00,
24-02-02 07:00,
24-02-02 06:00,
24-02-02 05:00,
24-02-02 04:00,
24-02-02 03:00,
24-02-02 02:00,
24-02-02 01:00,
24-02-02 00:00,1.0
23-02-02 23:00,1.0
23-02-02 22:00,1.0
23-02-02 21:00,1.1
23-02-02 20:00,1.0
23-02-02 19:00,1.0
23-02-02 18:00,1.4
23-02-02 17:00,1.1
23-02-02 16:00,1.0
23-02-02 15:00,1.7
23-02-02 14:00,1.0
23-02-02 13:00,1.0
23-02-02 12:00,1.0
23-02-02 11:00,1.6
23-02-02 10:00,1.0
23-02-02 09:00,1.0
23-02-02 08:00,1.0
23-02-02 07:00,1.0
23-02-02 06:00,1.0
23-02-02 05:00,1.0
23-02-02 04:00,1.0
23-02-02 03:00,1.0
23-02-02 02:00,1.0
23-02-02 01:00,1.0
23-02-02 00:00,
22-02-02 23:00,
22-02-02 22:00,2.0
22-02-02 21:00,2.8
22-02-02 20:00,4.6
22-02-02 19:00,1.6
22-02-02 18:00,1.0
22-02-02 17:00,1.0
22-02-02 16:00,1.7
22-02-02 15:00,5.2
22-02-02 14:00,6.4
22-02-02 13:00,6.6
22-02-02 12:00,5.8
22-02-02 11:00,5.5
22-02-02 10:00,8.3
22-02-02 09:00,3.8
22-02-02 08:00,5.0
22-02-02 07:00,16.4
22-02-02 06:00,26.0
22-02-02 05:00,11.6
22-02-02 04:00,1.7
22-02-02 03:00,1.0
22-02-02 02:00,1.0
22-02-02 01:00,1.0
22-02-02 00:00,1.3
21-02-02 23:00,2.0
21-02-02 22:00,3.7
21-02-02 21:00,2.1
21-02-02 20:00,3.4
21-02-02 19:00,3.0
21-02-02 18:00,2.1
21-02-02 17:00,2.8
21-02-02 16:00,1.7
21-02-02 15:00,1.7
21-02-02 14:00,1.8
21-02-02 13:00,1.5
21-02-02 12:00,1.9
21-02-02 11:00,1.0
21-02-02 10:00,1.0
21-02-02 09:00,1.0
21-02-02 08:00,1.0
21-02-02 07:00,1.2
21-02-02 06:00,2.6
21-02-02 05:00,1.7
21-02-02 04:00,2.1
21-02-02 03:00,1.3
21-02-02 02:00,1.2
21-02-02 01:00,1.2
21-02-02 00:00,1.0
20-02-02 23:00,1.0
20-02-02 22:00,1.4
20-02-02 21:00,2.9
20-02-02 20:00,1.0
20-02-02 19:00,1.0
20-02-02 18:00,1.0
20-02-02 17:00,1.0
20-02-02 16:00,1.0
20-02-02 15:00,1.0
20-02-02 14:00,1.0
20-02-02 13:00,1.0
20-02-02 12:00,1.0
20-02-02 11:00,1.0
20-02-02 10:00,1.6
20-02-02 09:00,5.5
20-02-02 08:00,11.0
20-02-02 07:00,9.5
20-02-02 06:00,7.6
20-02-02 05:00,2.1
20-02-02 04:00,1.0
20-02-02 03:00,1.2
20-02-02 02:00,1.0
20-02-02 01:00,1.0
20-02-02 00:00,1.0
19-02-02 23:00,1.0
19-02-02 22:00,1.0
19-02-02 21:00,1.0
19-02-02 20:00,1.0
19-02-02 19:00,1.0
19-02-02 18:00,1.0
19-02-02 17:00,1.0
19-02-02 16:00,1.0
19-02-02 15:00,1.0
19-02-02 14:00,3.9
