Datum Zeit,Glauchau O3
,µg/m³
01-03-02 00:00,63
28-02-02 23:00,58
28-02-02 22:00,44
28-02-02 21:00,41
28-02-02 20:00,37
28-02-02 19:00,46
28-02-02 18:00,57
28-02-02 17:00,65
28-02-02 16:00,52
28-02-02 15:00,58
28-02-02 14:00,70
28-02-02 13:00,71
28-02-02 12:00,71
28-02-02 11:00,73
28-02-02 10:00,69
28-02-02 09:00,55
28-02-02 08:00,47
28-02-02 07:00,40
28-02-02 06:00,50
28-02-02 05:00,64
28-02-02 04:00,67
28-02-02 03:00,74
28-02-02 02:00,68
28-02-02 01:00,56
28-02-02 00:00,50
27-02-02 23:00,50
27-02-02 22:00,51
27-02-02 21:00,43
27-02-02 20:00,48
27-02-02 19:00,57
27-02-02 18:00,63
27-02-02 17:00,70
27-02-02 16:00,70
27-02-02 15:00,71
27-02-02 14:00,72
27-02-02 13:00,71
27-02-02 12:00,71
27-02-02 11:00,59
27-02-02 10:00,53
27-02-02 09:00,53
27-02-02 08:00,39
27-02-02 07:00,49
27-02-02 06:00,70
27-02-02 05:00,81
27-02-02 04:00,75
27-02-02 03:00,70
27-02-02 02:00,69
27-02-02 01:00,70
27-02-02 00:00,69
26-02-02 23:00,65
26-02-02 22:00,68
26-02-02 21:00,67
26-02-02 20:00,66
26-02-02 19:00,67
26-02-02 18:00,62
26-02-02 17:00,60
26-02-02 16:00,56
26-02-02 15:00,57
26-02-02 14:00,59
26-02-02 13:00,56
26-02-02 12:00,53
26-02-02 11:00,49
26-02-02 10:00,50
26-02-02 09:00,49
26-02-02 08:00,47
26-02-02 07:00,48
26-02-02 06:00,54
26-02-02 05:00,60
26-02-02 04:00,62
26-02-02 03:00,60
26-02-02 02:00,53
26-02-02 01:00,50
26-02-02 00:00,47
25-02-02 23:00,36
25-02-02 22:00,20
25-02-02 21:00,7
25-02-02 20:00,10
25-02-02 19:00,14
25-02-02 18:00,11
25-02-02 17:00,15
25-02-02 16:00,19
25-02-02 15:00,27
25-02-02 14:00,28
25-02-02 13:00,32
25-02-02 12:00,30
25-02-02 11:00,22
25-02-02 10:00,17
25-02-02 09:00,17
25-02-02 08:00,24
25-02-02 07:00,33
25-02-02 06:00,45
25-02-02 05:00,57
25-02-02 04:00,58
25-02-02 03:00,54
25-02-02 02:00,55
25-02-02 01:00,58
25-02-02 00:00,60
24-02-02 23:00,59
24-02-02 22:00,63
24-02-02 21:00,63
24-02-02 20:00,64
24-02-02 19:00,63
24-02-02 18:00,70
24-02-02 17:00,74
24-02-02 16:00,75
