Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
28-02-02,19
27-02-02,13
26-02-02,
25-02-02,34
24-02-02,13
23-02-02,9
22-02-02,18
21-02-02,27
20-02-02,12
19-02-02,29
18-02-02,72
17-02-02,61
16-02-02,53
15-02-02,46
14-02-02,41
13-02-02,36
12-02-02,27
11-02-02,27
10-02-02,10
09-02-02,12
08-02-02,23
07-02-02,32
06-02-02,28
05-02-02,25
04-02-02,28
03-02-02,23
02-02-02,18
01-02-02,40

