Datum Zeit,Annaberg-Buchholz NO
,µg/m³
01-03-02 00:00,1
28-02-02 23:00,5
28-02-02 22:00,6
28-02-02 21:00,12
28-02-02 20:00,7
28-02-02 19:00,40
28-02-02 18:00,24
28-02-02 17:00,16
28-02-02 16:00,18
28-02-02 15:00,17
28-02-02 14:00,14
28-02-02 13:00,14
28-02-02 12:00,11
28-02-02 11:00,16
28-02-02 10:00,18
28-02-02 09:00,25
28-02-02 08:00,18
28-02-02 07:00,17
28-02-02 06:00,6
28-02-02 05:00,2
28-02-02 04:00,1
28-02-02 03:00,1
28-02-02 02:00,2
28-02-02 01:00,1
28-02-02 00:00,3
27-02-02 23:00,33
27-02-02 22:00,29
27-02-02 21:00,18
27-02-02 20:00,18
27-02-02 19:00,22
27-02-02 18:00,15
27-02-02 17:00,17
27-02-02 16:00,15
27-02-02 15:00,16
27-02-02 14:00,19
27-02-02 13:00,11
27-02-02 12:00,12
27-02-02 11:00,21
27-02-02 10:00,17
27-02-02 09:00,16
27-02-02 08:00,20
27-02-02 07:00,37
27-02-02 06:00,10
27-02-02 05:00,1
27-02-02 04:00,2
27-02-02 03:00,1
27-02-02 02:00,1
27-02-02 01:00,1
27-02-02 00:00,1
26-02-02 23:00,3
26-02-02 22:00,1
26-02-02 21:00,3
26-02-02 20:00,3
26-02-02 19:00,7
26-02-02 18:00,12
26-02-02 17:00,12
26-02-02 16:00,16
26-02-02 15:00,10
26-02-02 14:00,13
26-02-02 13:00,9
26-02-02 12:00,12
26-02-02 11:00,15
26-02-02 10:00,19
26-02-02 09:00,17
26-02-02 08:00,18
26-02-02 07:00,16
26-02-02 06:00,9
26-02-02 05:00,1
26-02-02 04:00,1
26-02-02 03:00,1
26-02-02 02:00,1
26-02-02 01:00,1
26-02-02 00:00,1
25-02-02 23:00,3
25-02-02 22:00,52
25-02-02 21:00,41
25-02-02 20:00,46
25-02-02 19:00,65
25-02-02 18:00,60
25-02-02 17:00,39
25-02-02 16:00,33
25-02-02 15:00,39
25-02-02 14:00,16
25-02-02 13:00,16
25-02-02 12:00,24
25-02-02 11:00,20
25-02-02 10:00,27
25-02-02 09:00,25
25-02-02 08:00,36
25-02-02 07:00,26
25-02-02 06:00,18
25-02-02 05:00,4
25-02-02 04:00,1
25-02-02 03:00,1
