Datum Zeit,Leipzig-Mitte BEN
,µg/m³
01-03-02 00:00,1.3
28-02-02 23:00,1.9
28-02-02 22:00,1.7
28-02-02 21:00,1.8
28-02-02 20:00,2.2
28-02-02 19:00,3.3
28-02-02 18:00,3.0
28-02-02 17:00,2.0
28-02-02 16:00,3.1
28-02-02 15:00,2.2
28-02-02 14:00,1.7
28-02-02 13:00,1.4
28-02-02 12:00,1.5
28-02-02 11:00,2.1
28-02-02 10:00,1.5
28-02-02 09:00,1.8
28-02-02 08:00,1.4
28-02-02 07:00,0.7
28-02-02 06:00,0.6
28-02-02 05:00,0.6
28-02-02 04:00,0.8
28-02-02 03:00,1.3
28-02-02 02:00,2.6
28-02-02 01:00,3.2
28-02-02 00:00,2.6
27-02-02 23:00,3.6
27-02-02 22:00,4.1
27-02-02 21:00,2.3
27-02-02 20:00,2.8
27-02-02 19:00,4.0
27-02-02 18:00,3.1
27-02-02 17:00,3.8
27-02-02 16:00,2.0
27-02-02 15:00,1.7
27-02-02 14:00,2.0
27-02-02 13:00,1.3
27-02-02 12:00,2.4
27-02-02 11:00,2.5
27-02-02 10:00,2.8
27-02-02 09:00,1.8
27-02-02 08:00,0.9
27-02-02 07:00,0.5
27-02-02 06:00,0.5
27-02-02 05:00,0.6
27-02-02 04:00,1.0
27-02-02 03:00,0.8
27-02-02 02:00,0.8
27-02-02 01:00,0.8
27-02-02 00:00,1.4
26-02-02 23:00,1.3
26-02-02 22:00,1.7
26-02-02 21:00,1.6
26-02-02 20:00,2.0
26-02-02 19:00,2.4
26-02-02 18:00,2.1
26-02-02 17:00,2.1
26-02-02 16:00,1.4
26-02-02 15:00,1.3
26-02-02 14:00,1.0
26-02-02 13:00,1.1
26-02-02 12:00,1.1
26-02-02 11:00,1.2
26-02-02 10:00,1.1
26-02-02 09:00,1.1
26-02-02 08:00,0.7
26-02-02 07:00,0.5
26-02-02 06:00,0.4
26-02-02 05:00,0.4
26-02-02 04:00,0.5
26-02-02 03:00,0.6
26-02-02 02:00,0.8
26-02-02 01:00,1.3
26-02-02 00:00,4.7
25-02-02 23:00,3.7
25-02-02 22:00,4.6
25-02-02 21:00,4.8
25-02-02 20:00,6.0
25-02-02 19:00,5.6
25-02-02 18:00,3.2
25-02-02 17:00,9.3
25-02-02 16:00,8.9
25-02-02 15:00,7.2
25-02-02 14:00,6.5
25-02-02 13:00,
25-02-02 12:00,
25-02-02 11:00,
25-02-02 10:00,
25-02-02 09:00,3.0
25-02-02 08:00,1.6
25-02-02 07:00,1.0
25-02-02 06:00,0.8
25-02-02 05:00,1.0
25-02-02 04:00,0.8
25-02-02 03:00,0.8
25-02-02 02:00,1.4
25-02-02 01:00,1.3
25-02-02 00:00,1.4
24-02-02 23:00,1.7
24-02-02 22:00,1.7
24-02-02 21:00,1.5
24-02-02 20:00,2.2
24-02-02 19:00,6.3
24-02-02 18:00,4.7
24-02-02 17:00,4.5
24-02-02 16:00,3.3
24-02-02 15:00,3.1
24-02-02 14:00,3.7
24-02-02 13:00,1.7
24-02-02 12:00,1.6
24-02-02 11:00,1.4
24-02-02 10:00,1.1
24-02-02 09:00,0.7
24-02-02 08:00,0.7
24-02-02 07:00,1.3
24-02-02 06:00,2.4
24-02-02 05:00,2.4
24-02-02 04:00,2.9
24-02-02 03:00,3.1
24-02-02 02:00,2.6
24-02-02 01:00,1.6
24-02-02 00:00,1.9
23-02-02 23:00,1.9
23-02-02 22:00,2.3
23-02-02 21:00,3.2
23-02-02 20:00,1.3
23-02-02 19:00,2.1
23-02-02 18:00,2.4
23-02-02 17:00,3.2
23-02-02 16:00,2.4
23-02-02 15:00,2.2
23-02-02 14:00,1.7
23-02-02 13:00,0.8
23-02-02 12:00,1.5
23-02-02 11:00,1.4
23-02-02 10:00,1.2
23-02-02 09:00,
23-02-02 08:00,
23-02-02 07:00,
23-02-02 06:00,
23-02-02 05:00,1.1
23-02-02 04:00,1.3
23-02-02 03:00,1.1
23-02-02 02:00,1.2
23-02-02 01:00,2.0
23-02-02 00:00,2.0
22-02-02 23:00,1.9
22-02-02 22:00,1.8
22-02-02 21:00,2.6
22-02-02 20:00,2.5
22-02-02 19:00,3.4
22-02-02 18:00,1.7
22-02-02 17:00,2.0
22-02-02 16:00,1.9
22-02-02 15:00,1.7
22-02-02 14:00,1.5
22-02-02 13:00,1.7
22-02-02 12:00,1.6
22-02-02 11:00,1.7
22-02-02 10:00,2.0
22-02-02 09:00,1.6
22-02-02 08:00,1.1
22-02-02 07:00,1.5
22-02-02 06:00,0.9
22-02-02 05:00,1.2
22-02-02 04:00,1.6
22-02-02 03:00,1.7
22-02-02 02:00,2.6
22-02-02 01:00,4.9
22-02-02 00:00,6.0
21-02-02 23:00,5.6
21-02-02 22:00,11.6
21-02-02 21:00,11.2
21-02-02 20:00,11.3
21-02-02 19:00,11.2
21-02-02 18:00,7.7
21-02-02 17:00,5.8
21-02-02 16:00,3.9
21-02-02 15:00,3.2
21-02-02 14:00,3.1
21-02-02 13:00,2.5
21-02-02 12:00,2.4
21-02-02 11:00,2.4
21-02-02 10:00,3.1
21-02-02 09:00,3.3
21-02-02 08:00,2.7
21-02-02 07:00,2.4
21-02-02 06:00,1.3
21-02-02 05:00,1.6
21-02-02 04:00,1.3
21-02-02 03:00,1.1
21-02-02 02:00,1.4
21-02-02 01:00,1.9
21-02-02 00:00,3.0
20-02-02 23:00,3.0
20-02-02 22:00,2.4
20-02-02 21:00,2.6
20-02-02 20:00,2.5
20-02-02 19:00,3.8
20-02-02 18:00,2.4
20-02-02 17:00,2.9
20-02-02 16:00,2.1
20-02-02 15:00,2.1
20-02-02 14:00,2.5
20-02-02 13:00,2.3
20-02-02 12:00,2.0
20-02-02 11:00,1.8
20-02-02 10:00,1.7
20-02-02 09:00,1.9
20-02-02 08:00,1.0
20-02-02 07:00,0.9
20-02-02 06:00,1.1
20-02-02 05:00,1.7
20-02-02 04:00,0.9
20-02-02 03:00,0.9
20-02-02 02:00,1.1
20-02-02 01:00,1.9
20-02-02 00:00,2.0
19-02-02 23:00,3.5
19-02-02 22:00,3.3
19-02-02 21:00,3.1
19-02-02 20:00,2.8
19-02-02 19:00,4.6
19-02-02 18:00,3.6
19-02-02 17:00,3.2
19-02-02 16:00,3.0
19-02-02 15:00,2.1
19-02-02 14:00,
19-02-02 13:00,
19-02-02 12:00,
19-02-02 11:00,
19-02-02 10:00,1.4
19-02-02 09:00,1.6
19-02-02 08:00,1.1
19-02-02 07:00,1.1
19-02-02 06:00,1.0
19-02-02 05:00,1.0
19-02-02 04:00,1.1
19-02-02 03:00,1.2
19-02-02 02:00,1.8
19-02-02 01:00,3.6
19-02-02 00:00,2.5
18-02-02 23:00,3.1
18-02-02 22:00,2.3
18-02-02 21:00,4.1
18-02-02 20:00,4.0
18-02-02 19:00,4.6
18-02-02 18:00,5.0
18-02-02 17:00,4.4
