Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-03-02 00:00,8
28-02-02 23:00,12
28-02-02 22:00,12
28-02-02 21:00,15
28-02-02 20:00,21
28-02-02 19:00,32
28-02-02 18:00,34
28-02-02 17:00,33
28-02-02 16:00,29
28-02-02 15:00,39
28-02-02 14:00,30
28-02-02 13:00,27
28-02-02 12:00,29
28-02-02 11:00,35
28-02-02 10:00,37
28-02-02 09:00,30
28-02-02 08:00,25
28-02-02 07:00,21
28-02-02 06:00,7
28-02-02 05:00,2
28-02-02 04:00,2
28-02-02 03:00,5
28-02-02 02:00,29
28-02-02 01:00,30
28-02-02 00:00,31
27-02-02 23:00,31
27-02-02 22:00,39
27-02-02 21:00,30
27-02-02 20:00,16
27-02-02 19:00,32
27-02-02 18:00,32
27-02-02 17:00,44
27-02-02 16:00,44
27-02-02 15:00,25
27-02-02 14:00,38
27-02-02 13:00,35
27-02-02 12:00,24
27-02-02 11:00,55
27-02-02 10:00,39
27-02-02 09:00,54
27-02-02 08:00,34
27-02-02 07:00,11
27-02-02 06:00,4
27-02-02 05:00,4
27-02-02 04:00,4
27-02-02 03:00,17
27-02-02 02:00,9
27-02-02 01:00,2
27-02-02 00:00,5
26-02-02 23:00,11
26-02-02 22:00,14
26-02-02 21:00,17
26-02-02 20:00,19
26-02-02 19:00,22
26-02-02 18:00,30
26-02-02 17:00,28
26-02-02 16:00,32
26-02-02 15:00,24
26-02-02 14:00,21
26-02-02 13:00,21
26-02-02 12:00,18
26-02-02 11:00,22
26-02-02 10:00,23
26-02-02 09:00,23
26-02-02 08:00,21
26-02-02 07:00,6
26-02-02 06:00,3
26-02-02 05:00,2
26-02-02 04:00,1
26-02-02 03:00,2
26-02-02 02:00,5
26-02-02 01:00,4
26-02-02 00:00,15
25-02-02 23:00,46
25-02-02 22:00,37
25-02-02 21:00,61
25-02-02 20:00,67
25-02-02 19:00,86
25-02-02 18:00,70
25-02-02 17:00,79
25-02-02 16:00,181
25-02-02 15:00,173
25-02-02 14:00,188
25-02-02 13:00,162
25-02-02 12:00,208
25-02-02 11:00,187
25-02-02 10:00,129
25-02-02 09:00,50
25-02-02 08:00,35
25-02-02 07:00,17
25-02-02 06:00,9
25-02-02 05:00,5
25-02-02 04:00,3
25-02-02 03:00,1
25-02-02 02:00,3
25-02-02 01:00,4
25-02-02 00:00,3
24-02-02 23:00,10
24-02-02 22:00,14
24-02-02 21:00,13
24-02-02 20:00,13
24-02-02 19:00,50
