Datum Zeit,Collmberg SO2
,µg/m³
01-05-04 00:00,11.2
30-04-04 23:00,10.2
30-04-04 22:00,7.1
30-04-04 21:00,5.5
30-04-04 20:00,5.8
30-04-04 19:00,5.9
30-04-04 18:00,5.6
30-04-04 17:00,4.8
30-04-04 16:00,4.0
30-04-04 15:00,3.7
30-04-04 14:00,3.9
30-04-04 13:00,5.5
30-04-04 12:00,7.0
30-04-04 11:00,8.9
30-04-04 10:00,8.7
30-04-04 09:00,9.7
30-04-04 08:00,8.2
30-04-04 07:00,9.3
30-04-04 06:00,11.4
30-04-04 05:00,11.1
30-04-04 04:00,7.1
30-04-04 03:00,5.8
30-04-04 02:00,5.5
30-04-04 01:00,5.9
30-04-04 00:00,6.0
29-04-04 23:00,6.0
29-04-04 22:00,5.8
29-04-04 21:00,6.0
29-04-04 20:00,5.7
29-04-04 19:00,6.5
29-04-04 18:00,7.5
29-04-04 17:00,9.1
29-04-04 16:00,11.0
29-04-04 15:00,10.8
29-04-04 14:00,9.2
29-04-04 13:00,8.7
29-04-04 12:00,7.2
29-04-04 11:00,7.3
29-04-04 10:00,7.1
29-04-04 09:00,7.2
29-04-04 08:00,7.7
29-04-04 07:00,7.9
29-04-04 06:00,8.2
29-04-04 05:00,8.0
29-04-04 04:00,8.5
29-04-04 03:00,7.6
29-04-04 02:00,6.9
29-04-04 01:00,6.0
29-04-04 00:00,5.3
28-04-04 23:00,5.2
28-04-04 22:00,4.7
28-04-04 21:00,3.8
28-04-04 20:00,2.3
28-04-04 19:00,1.5
28-04-04 18:00,1.2
28-04-04 17:00,1.6
28-04-04 16:00,2.1
28-04-04 15:00,2.7
28-04-04 14:00,3.1
28-04-04 13:00,3.9
28-04-04 12:00,7.8
28-04-04 11:00,5.1
28-04-04 10:00,7.5
28-04-04 09:00,5.3
28-04-04 08:00,7.5
28-04-04 07:00,6.0
28-04-04 06:00,4.8
28-04-04 05:00,4.8
28-04-04 04:00,4.0
28-04-04 03:00,4.1
28-04-04 02:00,3.8
28-04-04 01:00,3.6
28-04-04 00:00,3.2
27-04-04 23:00,3.2
27-04-04 22:00,4.0
27-04-04 21:00,4.3
27-04-04 20:00,5.6
27-04-04 19:00,5.1
27-04-04 18:00,4.2
27-04-04 17:00,3.0
27-04-04 16:00,4.1
27-04-04 15:00,4.7
27-04-04 14:00,4.4
27-04-04 13:00,4.4
27-04-04 12:00,5.2
27-04-04 11:00,5.2
27-04-04 10:00,6.9
27-04-04 09:00,5.1
27-04-04 08:00,2.6
27-04-04 07:00,1.8
27-04-04 06:00,1.2
27-04-04 05:00,1.0
27-04-04 04:00,1.0
27-04-04 03:00,1.2
27-04-04 02:00,1.2
27-04-04 01:00,1.0
27-04-04 00:00,1.0
26-04-04 23:00,1.0
26-04-04 22:00,1.0
26-04-04 21:00,1.0
26-04-04 20:00,1.0
26-04-04 19:00,1.0
26-04-04 18:00,1.0
26-04-04 17:00,1.0
26-04-04 16:00,1.0
26-04-04 15:00,1.0
26-04-04 14:00,1.0
26-04-04 13:00,1.0
26-04-04 12:00,1.0
26-04-04 11:00,1.0
26-04-04 10:00,1.0
26-04-04 09:00,1.1
26-04-04 08:00,1.2
26-04-04 07:00,1.3
26-04-04 06:00,1.2
26-04-04 05:00,1.8
26-04-04 04:00,3.3
26-04-04 03:00,2.6
26-04-04 02:00,2.7
26-04-04 01:00,1.3
26-04-04 00:00,1.0
25-04-04 23:00,1.0
25-04-04 22:00,1.0
25-04-04 21:00,1.0
25-04-04 20:00,1.0
25-04-04 19:00,1.0
25-04-04 18:00,1.0
25-04-04 17:00,1.0
25-04-04 16:00,1.0
25-04-04 15:00,1.0
25-04-04 14:00,1.0
25-04-04 13:00,1.0
25-04-04 12:00,1.0
25-04-04 11:00,1.0
25-04-04 10:00,1.0
25-04-04 09:00,1.0
25-04-04 08:00,1.0
25-04-04 07:00,1.0
25-04-04 06:00,1.0
25-04-04 05:00,1.0
25-04-04 04:00,1.0
25-04-04 03:00,1.0
25-04-04 02:00,1.0
25-04-04 01:00,1.0
25-04-04 00:00,1.0
24-04-04 23:00,1.0
24-04-04 22:00,1.0
24-04-04 21:00,1.0
24-04-04 20:00,1.0
24-04-04 19:00,1.0
24-04-04 18:00,1.0
24-04-04 17:00,1.0
24-04-04 16:00,1.0
24-04-04 15:00,1.0
24-04-04 14:00,1.0
24-04-04 13:00,1.0
24-04-04 12:00,1.0
24-04-04 11:00,1.0
24-04-04 10:00,1.0
24-04-04 09:00,1.0
24-04-04 08:00,1.0
24-04-04 07:00,1.0
24-04-04 06:00,1.0
24-04-04 05:00,1.0
24-04-04 04:00,1.0
24-04-04 03:00,1.0
24-04-04 02:00,1.0
24-04-04 01:00,1.0
24-04-04 00:00,1.0
23-04-04 23:00,1.0
23-04-04 22:00,1.0
23-04-04 21:00,1.0
23-04-04 20:00,1.0
23-04-04 19:00,1.0
23-04-04 18:00,1.0
23-04-04 17:00,1.0
23-04-04 16:00,1.0
23-04-04 15:00,1.0
23-04-04 14:00,1.4
23-04-04 13:00,1.8
23-04-04 12:00,2.0
23-04-04 11:00,2.2
23-04-04 10:00,2.6
23-04-04 09:00,2.8
23-04-04 08:00,2.2
23-04-04 07:00,1.6
23-04-04 06:00,2.1
23-04-04 05:00,7.1
23-04-04 04:00,4.9
23-04-04 03:00,4.6
23-04-04 02:00,2.3
23-04-04 01:00,1.7
23-04-04 00:00,1.2
22-04-04 23:00,1.0
22-04-04 22:00,1.0
22-04-04 21:00,1.0
22-04-04 20:00,1.0
22-04-04 19:00,1.0
22-04-04 18:00,1.5
22-04-04 17:00,1.6
22-04-04 16:00,1.7
22-04-04 15:00,1.0
22-04-04 14:00,1.0
22-04-04 13:00,
22-04-04 12:00,
22-04-04 11:00,
22-04-04 10:00,2.5
22-04-04 09:00,2.3
22-04-04 08:00,2.2
22-04-04 07:00,1.9
22-04-04 06:00,1.9
22-04-04 05:00,2.1
22-04-04 04:00,3.1
22-04-04 03:00,2.9
22-04-04 02:00,2.5
22-04-04 01:00,1.5
22-04-04 00:00,1.2
21-04-04 23:00,1.0
21-04-04 22:00,1.0
21-04-04 21:00,1.0
21-04-04 20:00,1.0
21-04-04 19:00,1.0
21-04-04 18:00,1.0
21-04-04 17:00,1.0
21-04-04 16:00,1.0
21-04-04 15:00,1.0
21-04-04 14:00,1.0
21-04-04 13:00,1.7
21-04-04 12:00,2.5
21-04-04 11:00,2.5
21-04-04 10:00,3.9
21-04-04 09:00,4.3
21-04-04 08:00,4.3
21-04-04 07:00,2.4
21-04-04 06:00,1.2
21-04-04 05:00,1.1
21-04-04 04:00,1.4
21-04-04 03:00,3.7
21-04-04 02:00,1.6
21-04-04 01:00,2.0
21-04-04 00:00,6.4
20-04-04 23:00,6.7
20-04-04 22:00,2.4
20-04-04 21:00,1.5
20-04-04 20:00,1.2
20-04-04 19:00,1.2
20-04-04 18:00,1.0
20-04-04 17:00,1.0
20-04-04 16:00,1.0
20-04-04 15:00,1.0
20-04-04 14:00,1.1
20-04-04 13:00,1.3
20-04-04 12:00,3.0
20-04-04 11:00,8.1
20-04-04 10:00,3.0
20-04-04 09:00,1.6
20-04-04 08:00,1.7
20-04-04 07:00,1.3
20-04-04 06:00,1.4
20-04-04 05:00,1.5
20-04-04 04:00,1.3
20-04-04 03:00,1.4
20-04-04 02:00,1.9
20-04-04 01:00,1.4
20-04-04 00:00,1.2
19-04-04 23:00,1.8
19-04-04 22:00,2.6
19-04-04 21:00,4.5
19-04-04 20:00,2.5
19-04-04 19:00,1.5
19-04-04 18:00,1.3
19-04-04 17:00,1.1
19-04-04 16:00,2.2
19-04-04 15:00,3.4
19-04-04 14:00,2.6
19-04-04 13:00,3.1
19-04-04 12:00,3.3
19-04-04 11:00,1.0
19-04-04 10:00,1.3
19-04-04 09:00,2.7
19-04-04 08:00,3.3
19-04-04 07:00,2.4
19-04-04 06:00,1.6
19-04-04 05:00,3.2
19-04-04 04:00,4.3
19-04-04 03:00,5.4
19-04-04 02:00,3.4
19-04-04 01:00,2.8
19-04-04 00:00,2.7
18-04-04 23:00,2.2
18-04-04 22:00,5.5
18-04-04 21:00,8.8
18-04-04 20:00,6.1
18-04-04 19:00,5.1
18-04-04 18:00,10.1
18-04-04 17:00,5.0
18-04-04 16:00,6.1
18-04-04 15:00,4.0
18-04-04 14:00,1.9
18-04-04 13:00,1.8
18-04-04 12:00,2.0
18-04-04 11:00,2.2
18-04-04 10:00,2.4
18-04-04 09:00,4.2
18-04-04 08:00,7.2
18-04-04 07:00,7.0
18-04-04 06:00,7.8
