Datum Zeit,Plauen-Sued BEN
,µg/m³
01-05-04 00:00,
30-04-04 23:00,
30-04-04 22:00,
30-04-04 21:00,3.7
30-04-04 20:00,4.7
30-04-04 19:00,4.7
30-04-04 18:00,2.3
30-04-04 17:00,1.8
30-04-04 16:00,1.6
30-04-04 15:00,2.0
30-04-04 14:00,1.8
30-04-04 13:00,1.7
30-04-04 12:00,2.2
30-04-04 11:00,2.7
30-04-04 10:00,3.0
30-04-04 09:00,3.3
30-04-04 08:00,5.7
30-04-04 07:00,6.8
30-04-04 06:00,5.5
30-04-04 05:00,2.6
30-04-04 04:00,1.7
30-04-04 03:00,1.6
30-04-04 02:00,1.8
30-04-04 01:00,1.4
30-04-04 00:00,1.6
29-04-04 23:00,1.9
29-04-04 22:00,2.2
29-04-04 21:00,2.6
29-04-04 20:00,2.8
29-04-04 19:00,2.5
29-04-04 18:00,2.2
29-04-04 17:00,2.2
29-04-04 16:00,1.9
29-04-04 15:00,2.3
29-04-04 14:00,2.4
29-04-04 13:00,2.5
29-04-04 12:00,2.2
29-04-04 11:00,2.3
29-04-04 10:00,3.3
29-04-04 09:00,3.4
29-04-04 08:00,3.8
29-04-04 07:00,3.7
29-04-04 06:00,4.5
29-04-04 05:00,2.9
29-04-04 04:00,1.4
29-04-04 03:00,0.7
29-04-04 02:00,0.9
29-04-04 01:00,0.9
29-04-04 00:00,1.1
28-04-04 23:00,1.5
28-04-04 22:00,2.1
28-04-04 21:00,2.4
28-04-04 20:00,2.6
28-04-04 19:00,1.7
28-04-04 18:00,2.7
28-04-04 17:00,2.5
28-04-04 16:00,2.5
28-04-04 15:00,2.0
28-04-04 14:00,1.8
28-04-04 13:00,1.5
28-04-04 12:00,1.7
28-04-04 11:00,1.9
28-04-04 10:00,3.6
28-04-04 09:00,4.1
28-04-04 08:00,4.4
28-04-04 07:00,13.4
28-04-04 06:00,5.7
28-04-04 05:00,3.7
28-04-04 04:00,1.4
28-04-04 03:00,3.3
28-04-04 02:00,1.0
28-04-04 01:00,0.9
28-04-04 00:00,1.1
27-04-04 23:00,1.1
27-04-04 22:00,1.6
