Datum Zeit,Zittau-Ost PM10
,µg/m³
30-04-04,40
29-04-04,42
28-04-04,35
27-04-04,31
26-04-04,22
25-04-04,18
24-04-04,21
23-04-04,31
22-04-04,22
21-04-04,24
20-04-04,20
19-04-04,24
18-04-04,24
17-04-04,28
16-04-04,26
15-04-04,26
14-04-04,29
13-04-04,23
12-04-04,24
11-04-04,14
10-04-04,32
09-04-04,20
08-04-04,18
07-04-04,24
06-04-04,17
05-04-04,12
04-04-04,19
03-04-04,39
02-04-04,49
01-04-04,55

