Datum Zeit,Freiberg PM10
,µg/m³
30-04-04,36
29-04-04,41
28-04-04,33
27-04-04,29
26-04-04,21
25-04-04,15
24-04-04,22
23-04-04,26
22-04-04,24
21-04-04,19
20-04-04,23
19-04-04,14
18-04-04,31
17-04-04,46
16-04-04,38
15-04-04,32
14-04-04,29
13-04-04,30
12-04-04,29
11-04-04,24
10-04-04,34
09-04-04,29
08-04-04,19
07-04-04,26
06-04-04,16
05-04-04,24
04-04-04,19
03-04-04,40
02-04-04,56
01-04-04,61

