Datum Zeit,Klingenthal O3
,µg/m³
01-05-04 00:00,104
30-04-04 23:00,102
30-04-04 22:00,57
30-04-04 21:00,45
30-04-04 20:00,65
30-04-04 19:00,101
30-04-04 18:00,120
30-04-04 17:00,121
30-04-04 16:00,122
30-04-04 15:00,121
30-04-04 14:00,121
30-04-04 13:00,120
30-04-04 12:00,113
30-04-04 11:00,109
30-04-04 10:00,100
30-04-04 09:00,92
30-04-04 08:00,81
30-04-04 07:00,73
30-04-04 06:00,45
30-04-04 05:00,54
30-04-04 04:00,67
30-04-04 03:00,85
30-04-04 02:00,103
30-04-04 01:00,116
30-04-04 00:00,101
29-04-04 23:00,108
29-04-04 22:00,111
29-04-04 21:00,109
29-04-04 20:00,115
29-04-04 19:00,124
29-04-04 18:00,125
29-04-04 17:00,133
29-04-04 16:00,133
29-04-04 15:00,128
29-04-04 14:00,123
29-04-04 13:00,119
29-04-04 12:00,112
29-04-04 11:00,100
29-04-04 10:00,94
29-04-04 09:00,61
29-04-04 08:00,29
29-04-04 07:00,8
29-04-04 06:00,6
29-04-04 05:00,14
29-04-04 04:00,25
29-04-04 03:00,29
29-04-04 02:00,33
29-04-04 01:00,41
29-04-04 00:00,45
28-04-04 23:00,44
28-04-04 22:00,51
28-04-04 21:00,59
28-04-04 20:00,77
28-04-04 19:00,128
28-04-04 18:00,133
28-04-04 17:00,125
28-04-04 16:00,127
28-04-04 15:00,128
28-04-04 14:00,127
28-04-04 13:00,119
28-04-04 12:00,112
28-04-04 11:00,111
28-04-04 10:00,109
28-04-04 09:00,80
28-04-04 08:00,31
28-04-04 07:00,6
28-04-04 06:00,3
28-04-04 05:00,3
28-04-04 04:00,10
28-04-04 03:00,14
28-04-04 02:00,19
28-04-04 01:00,22
28-04-04 00:00,25
27-04-04 23:00,28
27-04-04 22:00,27
27-04-04 21:00,36
27-04-04 20:00,49
27-04-04 19:00,94
27-04-04 18:00,107
27-04-04 17:00,108
27-04-04 16:00,108
27-04-04 15:00,106
27-04-04 14:00,104
27-04-04 13:00,97
27-04-04 12:00,95
27-04-04 11:00,94
27-04-04 10:00,100
27-04-04 09:00,82
27-04-04 08:00,37
27-04-04 07:00,6
27-04-04 06:00,2
27-04-04 05:00,4
27-04-04 04:00,7
27-04-04 03:00,10
27-04-04 02:00,11
27-04-04 01:00,9
27-04-04 00:00,11
26-04-04 23:00,12
26-04-04 22:00,15
26-04-04 21:00,17
26-04-04 20:00,39
26-04-04 19:00,67
26-04-04 18:00,75
26-04-04 17:00,77
26-04-04 16:00,76
26-04-04 15:00,95
26-04-04 14:00,81
26-04-04 13:00,87
26-04-04 12:00,90
26-04-04 11:00,94
26-04-04 10:00,85
26-04-04 09:00,38
26-04-04 08:00,16
26-04-04 07:00,4
26-04-04 06:00,2
26-04-04 05:00,2
26-04-04 04:00,2
26-04-04 03:00,3
26-04-04 02:00,4
26-04-04 01:00,9
26-04-04 00:00,10
25-04-04 23:00,12
25-04-04 22:00,19
25-04-04 21:00,27
25-04-04 20:00,40
25-04-04 19:00,90
25-04-04 18:00,95
25-04-04 17:00,94
25-04-04 16:00,95
25-04-04 15:00,94
25-04-04 14:00,89
25-04-04 13:00,83
25-04-04 12:00,90
25-04-04 11:00,84
25-04-04 10:00,75
25-04-04 09:00,77
25-04-04 08:00,77
25-04-04 07:00,79
25-04-04 06:00,84
25-04-04 05:00,93
25-04-04 04:00,91
25-04-04 03:00,83
25-04-04 02:00,80
25-04-04 01:00,81
25-04-04 00:00,79
24-04-04 23:00,80
24-04-04 22:00,73
24-04-04 21:00,70
24-04-04 20:00,72
24-04-04 19:00,72
24-04-04 18:00,77
24-04-04 17:00,77
24-04-04 16:00,80
24-04-04 15:00,78
24-04-04 14:00,82
24-04-04 13:00,78
24-04-04 12:00,76
24-04-04 11:00,78
24-04-04 10:00,68
24-04-04 09:00,61
24-04-04 08:00,62
24-04-04 07:00,64
24-04-04 06:00,63
24-04-04 05:00,67
24-04-04 04:00,67
24-04-04 03:00,67
24-04-04 02:00,67
24-04-04 01:00,69
24-04-04 00:00,66
23-04-04 23:00,60
23-04-04 22:00,57
23-04-04 21:00,58
23-04-04 20:00,55
23-04-04 19:00,50
23-04-04 18:00,45
23-04-04 17:00,39
23-04-04 16:00,36
23-04-04 15:00,55
23-04-04 14:00,62
23-04-04 13:00,67
23-04-04 12:00,66
23-04-04 11:00,71
23-04-04 10:00,85
23-04-04 09:00,51
23-04-04 08:00,19
23-04-04 07:00,4
23-04-04 06:00,3
23-04-04 05:00,4
23-04-04 04:00,12
23-04-04 03:00,17
23-04-04 02:00,21
23-04-04 01:00,25
23-04-04 00:00,32
22-04-04 23:00,36
22-04-04 22:00,39
22-04-04 21:00,41
22-04-04 20:00,77
22-04-04 19:00,107
22-04-04 18:00,113
22-04-04 17:00,110
22-04-04 16:00,112
22-04-04 15:00,112
22-04-04 14:00,108
22-04-04 13:00,108
22-04-04 12:00,111
22-04-04 11:00,107
22-04-04 10:00,85
22-04-04 09:00,50
22-04-04 08:00,15
22-04-04 07:00,4
22-04-04 06:00,2
22-04-04 05:00,1
22-04-04 04:00,4
22-04-04 03:00,7
22-04-04 02:00,8
22-04-04 01:00,11
22-04-04 00:00,13
21-04-04 23:00,16
21-04-04 22:00,17
21-04-04 21:00,26
21-04-04 20:00,41
21-04-04 19:00,62
21-04-04 18:00,97
21-04-04 17:00,94
21-04-04 16:00,98
21-04-04 15:00,97
21-04-04 14:00,97
21-04-04 13:00,94
21-04-04 12:00,98
21-04-04 11:00,90
21-04-04 10:00,69
21-04-04 09:00,47
21-04-04 08:00,15
21-04-04 07:00,4
21-04-04 06:00,2
21-04-04 05:00,3
21-04-04 04:00,5
21-04-04 03:00,8
21-04-04 02:00,9
21-04-04 01:00,11
21-04-04 00:00,12
20-04-04 23:00,13
20-04-04 22:00,15
20-04-04 21:00,22
20-04-04 20:00,33
20-04-04 19:00,45
20-04-04 18:00,76
20-04-04 17:00,97
20-04-04 16:00,103
20-04-04 15:00,96
20-04-04 14:00,84
20-04-04 13:00,82
20-04-04 12:00,67
20-04-04 11:00,83
20-04-04 10:00,53
20-04-04 09:00,30
20-04-04 08:00,11
20-04-04 07:00,6
20-04-04 06:00,2
20-04-04 05:00,3
20-04-04 04:00,3
20-04-04 03:00,5
20-04-04 02:00,7
20-04-04 01:00,8
20-04-04 00:00,8
19-04-04 23:00,12
19-04-04 22:00,17
19-04-04 21:00,21
19-04-04 20:00,36
19-04-04 19:00,57
19-04-04 18:00,65
19-04-04 17:00,66
19-04-04 16:00,71
19-04-04 15:00,65
19-04-04 14:00,67
19-04-04 13:00,73
19-04-04 12:00,70
19-04-04 11:00,74
19-04-04 10:00,68
19-04-04 09:00,67
19-04-04 08:00,54
19-04-04 07:00,46
19-04-04 06:00,49
19-04-04 05:00,59
19-04-04 04:00,45
19-04-04 03:00,35
19-04-04 02:00,39
19-04-04 01:00,30
19-04-04 00:00,31
18-04-04 23:00,37
18-04-04 22:00,56
18-04-04 21:00,61
18-04-04 20:00,36
18-04-04 19:00,63
18-04-04 18:00,103
18-04-04 17:00,123
18-04-04 16:00,121
18-04-04 15:00,127
18-04-04 14:00,127
18-04-04 13:00,125
18-04-04 12:00,111
18-04-04 11:00,99
18-04-04 10:00,87
18-04-04 09:00,58
18-04-04 08:00,23
18-04-04 07:00,8
18-04-04 06:00,8
18-04-04 05:00,10
18-04-04 04:00,12
18-04-04 03:00,15
18-04-04 02:00,22
18-04-04 01:00,34
18-04-04 00:00,32
17-04-04 23:00,30
