Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-04,29.51
29-04-04,30.32
28-04-04,23.97
27-04-04,18.49
26-04-04,15.85
25-04-04,12.93
24-04-04,18.08
23-04-04,18.92
22-04-04,16.75
21-04-04,15.89
20-04-04,14.00
19-04-04,18.06
18-04-04,21.71
17-04-04,21.83
16-04-04,23.83
15-04-04,18.51
14-04-04,15.97
13-04-04,12.35
12-04-04,21.39
11-04-04,17.06
10-04-04,23.04
09-04-04,22.93
08-04-04,15.61
07-04-04,17.93
06-04-04,11.18
05-04-04,12.03
04-04-04,10.25
03-04-04,27.65
02-04-04,32.56
01-04-04,39.46

