Datum Zeit,Dresden-Nord PM10
,µg/m³
30-04-04,45
29-04-04,46
28-04-04,36
27-04-04,30
26-04-04,28
25-04-04,19
24-04-04,28
23-04-04,33
22-04-04,34
21-04-04,29
20-04-04,28
19-04-04,29
18-04-04,30
17-04-04,31
16-04-04,37
15-04-04,32
14-04-04,27
13-04-04,19
12-04-04,30
11-04-04,22
10-04-04,33
09-04-04,30
08-04-04,24
07-04-04,31
06-04-04,23
05-04-04,29
04-04-04,15
03-04-04,41
02-04-04,48
01-04-04,54

