Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-04-04,45
29-04-04,47
28-04-04,38
27-04-04,
26-04-04,32
25-04-04,18
24-04-04,35
23-04-04,41
22-04-04,35
21-04-04,27
20-04-04,35
19-04-04,28
18-04-04,45
17-04-04,64
16-04-04,71
15-04-04,45
14-04-04,34
13-04-04,29
12-04-04,39
11-04-04,57
10-04-04,34
09-04-04,34
08-04-04,25
07-04-04,27
06-04-04,21
05-04-04,23
04-04-04,24
03-04-04,47
02-04-04,59
01-04-04,61

