Datum Zeit,Goerlitz PM10
,µg/m³
30-04-04,37
29-04-04,38
28-04-04,34
27-04-04,27
26-04-04,24
25-04-04,16
24-04-04,20
23-04-04,36
22-04-04,29
21-04-04,28
20-04-04,
19-04-04,27
18-04-04,23
17-04-04,32
16-04-04,30
15-04-04,34
14-04-04,27
13-04-04,17
12-04-04,20
11-04-04,15
10-04-04,37
09-04-04,24
08-04-04,25
07-04-04,31
06-04-04,21
05-04-04,25
04-04-04,21
03-04-04,55
02-04-04,47
01-04-04,65

