Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-05-04 00:00,65
30-04-04 23:00,80
30-04-04 22:00,94
30-04-04 21:00,101
30-04-04 20:00,105
30-04-04 19:00,110
30-04-04 18:00,114
30-04-04 17:00,120
30-04-04 16:00,123
30-04-04 15:00,124
30-04-04 14:00,123
30-04-04 13:00,117
30-04-04 12:00,106
30-04-04 11:00,95
30-04-04 10:00,83
30-04-04 09:00,78
30-04-04 08:00,72
30-04-04 07:00,70
30-04-04 06:00,69
30-04-04 05:00,76
30-04-04 04:00,84
30-04-04 03:00,91
30-04-04 02:00,97
30-04-04 01:00,102
30-04-04 00:00,107
29-04-04 23:00,111
29-04-04 22:00,112
29-04-04 21:00,112
29-04-04 20:00,114
29-04-04 19:00,117
29-04-04 18:00,121
29-04-04 17:00,128
29-04-04 16:00,128
29-04-04 15:00,124
29-04-04 14:00,119
29-04-04 13:00,108
29-04-04 12:00,95
29-04-04 11:00,86
29-04-04 10:00,83
29-04-04 09:00,71
29-04-04 08:00,71
29-04-04 07:00,74
29-04-04 06:00,75
29-04-04 05:00,82
29-04-04 04:00,84
29-04-04 03:00,90
29-04-04 02:00,102
29-04-04 01:00,107
29-04-04 00:00,109
28-04-04 23:00,112
28-04-04 22:00,109
28-04-04 21:00,101
28-04-04 20:00,86
28-04-04 19:00,103
28-04-04 18:00,119
28-04-04 17:00,122
28-04-04 16:00,124
28-04-04 15:00,126
28-04-04 14:00,124
28-04-04 13:00,115
28-04-04 12:00,105
28-04-04 11:00,89
28-04-04 10:00,69
28-04-04 09:00,50
28-04-04 08:00,39
28-04-04 07:00,26
28-04-04 06:00,4
28-04-04 05:00,6
28-04-04 04:00,20
28-04-04 03:00,31
28-04-04 02:00,46
28-04-04 01:00,60
28-04-04 00:00,43
27-04-04 23:00,62
27-04-04 22:00,64
27-04-04 21:00,70
27-04-04 20:00,70
27-04-04 19:00,83
27-04-04 18:00,95
27-04-04 17:00,94
27-04-04 16:00,89
27-04-04 15:00,90
27-04-04 14:00,92
27-04-04 13:00,84
27-04-04 12:00,83
27-04-04 11:00,72
27-04-04 10:00,67
27-04-04 09:00,33
27-04-04 08:00,14
27-04-04 07:00,1
27-04-04 06:00,1
27-04-04 05:00,1
27-04-04 04:00,1
27-04-04 03:00,2
27-04-04 02:00,1
27-04-04 01:00,1
27-04-04 00:00,6
26-04-04 23:00,4
26-04-04 22:00,1
26-04-04 21:00,13
26-04-04 20:00,45
26-04-04 19:00,74
26-04-04 18:00,85
26-04-04 17:00,87
26-04-04 16:00,82
26-04-04 15:00,77
26-04-04 14:00,64
26-04-04 13:00,66
26-04-04 12:00,52
26-04-04 11:00,29
26-04-04 10:00,12
26-04-04 09:00,16
26-04-04 08:00,9
26-04-04 07:00,2
26-04-04 06:00,1
26-04-04 05:00,1
26-04-04 04:00,1
26-04-04 03:00,1
26-04-04 02:00,3
26-04-04 01:00,6
26-04-04 00:00,15
25-04-04 23:00,24
25-04-04 22:00,28
25-04-04 21:00,43
25-04-04 20:00,54
25-04-04 19:00,79
25-04-04 18:00,93
25-04-04 17:00,95
25-04-04 16:00,94
