Datum Zeit,Leipzig-Mitte BEN
,µg/m³
01-05-04 00:00,3.6
30-04-04 23:00,2.2
30-04-04 22:00,1.9
30-04-04 21:00,1.7
30-04-04 20:00,1.5
30-04-04 19:00,1.7
30-04-04 18:00,1.7
30-04-04 17:00,1.8
30-04-04 16:00,1.7
30-04-04 15:00,1.6
30-04-04 14:00,1.6
30-04-04 13:00,1.8
30-04-04 12:00,1.6
30-04-04 11:00,1.7
30-04-04 10:00,2.0
30-04-04 09:00,2.2
30-04-04 08:00,2.2
30-04-04 07:00,1.7
30-04-04 06:00,1.5
30-04-04 05:00,1.2
30-04-04 04:00,1.0
30-04-04 03:00,1.0
30-04-04 02:00,1.0
30-04-04 01:00,1.0
30-04-04 00:00,1.0
29-04-04 23:00,1.2
29-04-04 22:00,1.3
29-04-04 21:00,1.4
29-04-04 20:00,2.0
29-04-04 19:00,1.8
29-04-04 18:00,2.2
29-04-04 17:00,2.3
29-04-04 16:00,2.4
29-04-04 15:00,2.3
29-04-04 14:00,2.1
29-04-04 13:00,2.5
29-04-04 12:00,1.9
29-04-04 11:00,2.1
29-04-04 10:00,2.3
29-04-04 09:00,2.5
29-04-04 08:00,2.0
29-04-04 07:00,2.0
29-04-04 06:00,1.7
29-04-04 05:00,1.2
29-04-04 04:00,0.9
29-04-04 03:00,0.8
29-04-04 02:00,0.9
29-04-04 01:00,0.9
29-04-04 00:00,0.9
28-04-04 23:00,1.3
28-04-04 22:00,1.4
28-04-04 21:00,1.9
28-04-04 20:00,1.3
28-04-04 19:00,
28-04-04 18:00,
28-04-04 17:00,
28-04-04 16:00,
28-04-04 15:00,
28-04-04 14:00,
28-04-04 13:00,
28-04-04 12:00,
28-04-04 11:00,
28-04-04 10:00,
28-04-04 09:00,
28-04-04 08:00,
28-04-04 07:00,
28-04-04 06:00,
28-04-04 05:00,
28-04-04 04:00,
28-04-04 03:00,
28-04-04 02:00,
28-04-04 01:00,
28-04-04 00:00,
27-04-04 23:00,
27-04-04 22:00,
27-04-04 21:00,
27-04-04 20:00,
27-04-04 19:00,
27-04-04 18:00,
27-04-04 17:00,
27-04-04 16:00,
27-04-04 15:00,
