Datum Zeit,Glauchau NO2
,µg/m³
01-05-05 00:00,
30-04-05 23:00,
30-04-05 22:00,
30-04-05 21:00,
30-04-05 20:00,
30-04-05 19:00,
30-04-05 18:00,
30-04-05 17:00,
30-04-05 16:00,
30-04-05 15:00,
30-04-05 14:00,
30-04-05 13:00,
30-04-05 12:00,
30-04-05 11:00,
30-04-05 10:00,
30-04-05 09:00,
30-04-05 08:00,
30-04-05 07:00,
30-04-05 06:00,24
30-04-05 05:00,20
30-04-05 04:00,21
30-04-05 03:00,22
30-04-05 02:00,37
30-04-05 01:00,26
30-04-05 00:00,28
29-04-05 23:00,29
29-04-05 22:00,31
29-04-05 21:00,33
29-04-05 20:00,31
29-04-05 19:00,31
29-04-05 18:00,26
29-04-05 17:00,28
29-04-05 16:00,25
29-04-05 15:00,29
29-04-05 14:00,22
29-04-05 13:00,27
29-04-05 12:00,22
29-04-05 11:00,21
29-04-05 10:00,22
29-04-05 09:00,37
29-04-05 08:00,40
29-04-05 07:00,38
29-04-05 06:00,38
29-04-05 05:00,29
29-04-05 04:00,26
29-04-05 03:00,25
29-04-05 02:00,28
29-04-05 01:00,32
29-04-05 00:00,32
28-04-05 23:00,40
28-04-05 22:00,52
28-04-05 21:00,55
28-04-05 20:00,34
28-04-05 19:00,21
28-04-05 18:00,19
28-04-05 17:00,17
28-04-05 16:00,20
28-04-05 15:00,21
28-04-05 14:00,22
28-04-05 13:00,20
28-04-05 12:00,20
28-04-05 11:00,21
28-04-05 10:00,17
28-04-05 09:00,21
28-04-05 08:00,24
28-04-05 07:00,40
28-04-05 06:00,32
28-04-05 05:00,28
28-04-05 04:00,14
28-04-05 03:00,13
28-04-05 02:00,14
28-04-05 01:00,14
28-04-05 00:00,14
27-04-05 23:00,20
27-04-05 22:00,29
27-04-05 21:00,23
27-04-05 20:00,42
27-04-05 19:00,29
27-04-05 18:00,18
27-04-05 17:00,18
27-04-05 16:00,23
27-04-05 15:00,25
27-04-05 14:00,18
27-04-05 13:00,25
27-04-05 12:00,26
27-04-05 11:00,25
27-04-05 10:00,29
27-04-05 09:00,34
27-04-05 08:00,43
27-04-05 07:00,53
27-04-05 06:00,42
27-04-05 05:00,32
27-04-05 04:00,16
27-04-05 03:00,15
27-04-05 02:00,13
27-04-05 01:00,16
27-04-05 00:00,22
26-04-05 23:00,24
26-04-05 22:00,24
26-04-05 21:00,34
26-04-05 20:00,41
26-04-05 19:00,41
26-04-05 18:00,36
26-04-05 17:00,29
26-04-05 16:00,32
26-04-05 15:00,37
26-04-05 14:00,31
26-04-05 13:00,34
26-04-05 12:00,31
26-04-05 11:00,36
26-04-05 10:00,35
26-04-05 09:00,39
26-04-05 08:00,48
26-04-05 07:00,51
26-04-05 06:00,45
26-04-05 05:00,41
26-04-05 04:00,35
26-04-05 03:00,26
26-04-05 02:00,26
26-04-05 01:00,27
26-04-05 00:00,33
25-04-05 23:00,50
25-04-05 22:00,43
25-04-05 21:00,41
25-04-05 20:00,44
25-04-05 19:00,41
25-04-05 18:00,40
25-04-05 17:00,45
25-04-05 16:00,40
25-04-05 15:00,41
25-04-05 14:00,38
25-04-05 13:00,42
25-04-05 12:00,37
25-04-05 11:00,41
25-04-05 10:00,32
25-04-05 09:00,52
25-04-05 08:00,74
25-04-05 07:00,67
25-04-05 06:00,58
25-04-05 05:00,40
25-04-05 04:00,30
25-04-05 03:00,27
25-04-05 02:00,28
25-04-05 01:00,31
25-04-05 00:00,29
24-04-05 23:00,29
24-04-05 22:00,27
24-04-05 21:00,25
24-04-05 20:00,22
24-04-05 19:00,16
24-04-05 18:00,12
24-04-05 17:00,13
24-04-05 16:00,10
24-04-05 15:00,12
24-04-05 14:00,13
24-04-05 13:00,13
24-04-05 12:00,13
24-04-05 11:00,23
24-04-05 10:00,29
24-04-05 09:00,25
24-04-05 08:00,28
24-04-05 07:00,28
24-04-05 06:00,31
24-04-05 05:00,28
24-04-05 04:00,25
24-04-05 03:00,21
24-04-05 02:00,24
24-04-05 01:00,22
24-04-05 00:00,31
23-04-05 23:00,21
23-04-05 22:00,23
23-04-05 21:00,18
23-04-05 20:00,14
23-04-05 19:00,12
23-04-05 18:00,11
23-04-05 17:00,9
23-04-05 16:00,9
23-04-05 15:00,10
23-04-05 14:00,10
23-04-05 13:00,11
23-04-05 12:00,12
23-04-05 11:00,15
23-04-05 10:00,20
23-04-05 09:00,30
23-04-05 08:00,31
23-04-05 07:00,31
23-04-05 06:00,41
23-04-05 05:00,43
23-04-05 04:00,43
23-04-05 03:00,46
23-04-05 02:00,47
23-04-05 01:00,55
23-04-05 00:00,52
22-04-05 23:00,51
22-04-05 22:00,75
22-04-05 21:00,48
22-04-05 20:00,27
22-04-05 19:00,23
22-04-05 18:00,15
22-04-05 17:00,16
22-04-05 16:00,19
22-04-05 15:00,18
22-04-05 14:00,24
22-04-05 13:00,19
22-04-05 12:00,22
22-04-05 11:00,26
22-04-05 10:00,32
22-04-05 09:00,41
22-04-05 08:00,46
22-04-05 07:00,52
22-04-05 06:00,49
22-04-05 05:00,35
22-04-05 04:00,44
22-04-05 03:00,26
22-04-05 02:00,27
22-04-05 01:00,41
22-04-05 00:00,52
21-04-05 23:00,46
21-04-05 22:00,66
21-04-05 21:00,68
21-04-05 20:00,54
21-04-05 19:00,25
21-04-05 18:00,18
21-04-05 17:00,11
21-04-05 16:00,15
21-04-05 15:00,15
21-04-05 14:00,15
21-04-05 13:00,18
21-04-05 12:00,17
21-04-05 11:00,21
21-04-05 10:00,25
21-04-05 09:00,30
21-04-05 08:00,25
21-04-05 07:00,46
21-04-05 06:00,42
21-04-05 05:00,30
21-04-05 04:00,22
21-04-05 03:00,21
21-04-05 02:00,20
21-04-05 01:00,17
21-04-05 00:00,13
20-04-05 23:00,20
20-04-05 22:00,15
20-04-05 21:00,13
20-04-05 20:00,16
20-04-05 19:00,14
20-04-05 18:00,11
20-04-05 17:00,13
20-04-05 16:00,12
20-04-05 15:00,13
20-04-05 14:00,11
20-04-05 13:00,12
20-04-05 12:00,13
20-04-05 11:00,13
20-04-05 10:00,14
20-04-05 09:00,16
20-04-05 08:00,18
20-04-05 07:00,18
20-04-05 06:00,17
20-04-05 05:00,15
20-04-05 04:00,11
20-04-05 03:00,11
20-04-05 02:00,18
20-04-05 01:00,16
20-04-05 00:00,14
19-04-05 23:00,11
19-04-05 22:00,14
19-04-05 21:00,10
19-04-05 20:00,10
19-04-05 19:00,16
19-04-05 18:00,12
19-04-05 17:00,16
19-04-05 16:00,16
19-04-05 15:00,18
19-04-05 14:00,15
19-04-05 13:00,12
19-04-05 12:00,13
19-04-05 11:00,23
19-04-05 10:00,28
19-04-05 09:00,36
19-04-05 08:00,43
19-04-05 07:00,40
19-04-05 06:00,35
19-04-05 05:00,31
19-04-05 04:00,32
19-04-05 03:00,32
19-04-05 02:00,32
19-04-05 01:00,28
19-04-05 00:00,42
18-04-05 23:00,39
18-04-05 22:00,61
18-04-05 21:00,51
18-04-05 20:00,53
18-04-05 19:00,26
18-04-05 18:00,16
18-04-05 17:00,16
18-04-05 16:00,15
18-04-05 15:00,18
18-04-05 14:00,18
18-04-05 13:00,19
18-04-05 12:00,27
18-04-05 11:00,30
18-04-05 10:00,32
18-04-05 09:00,36
18-04-05 08:00,45
18-04-05 07:00,53
18-04-05 06:00,48
18-04-05 05:00,36
18-04-05 04:00,34
18-04-05 03:00,32
18-04-05 02:00,32
18-04-05 01:00,32
18-04-05 00:00,33
17-04-05 23:00,27
17-04-05 22:00,26
17-04-05 21:00,42
17-04-05 20:00,29
17-04-05 19:00,26
17-04-05 18:00,28
17-04-05 17:00,13
17-04-05 16:00,11
17-04-05 15:00,10
17-04-05 14:00,10
17-04-05 13:00,10
17-04-05 12:00,11
17-04-05 11:00,14
17-04-05 10:00,15
17-04-05 09:00,16
17-04-05 08:00,14
17-04-05 07:00,13
17-04-05 06:00,11
17-04-05 05:00,13
17-04-05 04:00,12
17-04-05 03:00,11
17-04-05 02:00,11
17-04-05 01:00,12
17-04-05 00:00,12
16-04-05 23:00,13
16-04-05 22:00,12
16-04-05 21:00,12
16-04-05 20:00,10
16-04-05 19:00,10
16-04-05 18:00,8
16-04-05 17:00,9
16-04-05 16:00,7
16-04-05 15:00,8
16-04-05 14:00,9
16-04-05 13:00,10
16-04-05 12:00,10
16-04-05 11:00,15
16-04-05 10:00,20
16-04-05 09:00,24
16-04-05 08:00,48
16-04-05 07:00,45
16-04-05 06:00,40
16-04-05 05:00,45
16-04-05 04:00,37
16-04-05 03:00,38
16-04-05 02:00,44
16-04-05 01:00,52
16-04-05 00:00,63
15-04-05 23:00,47
15-04-05 22:00,40
15-04-05 21:00,27
15-04-05 20:00,26
15-04-05 19:00,20
15-04-05 18:00,25
15-04-05 17:00,32
15-04-05 16:00,20
15-04-05 15:00,21
15-04-05 14:00,16
15-04-05 13:00,15
15-04-05 12:00,18
15-04-05 11:00,23
15-04-05 10:00,40
15-04-05 09:00,60
15-04-05 08:00,51
15-04-05 07:00,42
15-04-05 06:00,33
15-04-05 05:00,30
15-04-05 04:00,26
15-04-05 03:00,29
15-04-05 02:00,32
15-04-05 01:00,41
15-04-05 00:00,43
14-04-05 23:00,46
14-04-05 22:00,53
14-04-05 21:00,56
14-04-05 20:00,46
14-04-05 19:00,45
14-04-05 18:00,18
14-04-05 17:00,18
14-04-05 16:00,17
14-04-05 15:00,16
14-04-05 14:00,24
14-04-05 13:00,20
14-04-05 12:00,26
14-04-05 11:00,23
14-04-05 10:00,34
14-04-05 09:00,45
14-04-05 08:00,41
14-04-05 07:00,42
14-04-05 06:00,30
14-04-05 05:00,24
14-04-05 04:00,23
14-04-05 03:00,23
14-04-05 02:00,24
14-04-05 01:00,30
14-04-05 00:00,38
13-04-05 23:00,55
13-04-05 22:00,43
13-04-05 21:00,41
13-04-05 20:00,37
13-04-05 19:00,21
13-04-05 18:00,21
13-04-05 17:00,26
13-04-05 16:00,21
13-04-05 15:00,27
13-04-05 14:00,23
13-04-05 13:00,20
13-04-05 12:00,20
13-04-05 11:00,36
13-04-05 10:00,43
13-04-05 09:00,34
13-04-05 08:00,39
13-04-05 07:00,38
13-04-05 06:00,32
13-04-05 05:00,29
13-04-05 04:00,28
13-04-05 03:00,27
13-04-05 02:00,26
13-04-05 01:00,27
13-04-05 00:00,32
12-04-05 23:00,39
12-04-05 22:00,48
12-04-05 21:00,55
12-04-05 20:00,50
12-04-05 19:00,41
12-04-05 18:00,19
12-04-05 17:00,20
12-04-05 16:00,18
12-04-05 15:00,24
12-04-05 14:00,24
12-04-05 13:00,27
12-04-05 12:00,41
12-04-05 11:00,47
12-04-05 10:00,45
12-04-05 09:00,47
12-04-05 08:00,42
12-04-05 07:00,42
12-04-05 06:00,34
12-04-05 05:00,30
12-04-05 04:00,27
12-04-05 03:00,25
12-04-05 02:00,23
12-04-05 01:00,29
12-04-05 00:00,39
11-04-05 23:00,34
11-04-05 22:00,54
11-04-05 21:00,59
11-04-05 20:00,54
11-04-05 19:00,26
11-04-05 18:00,16
11-04-05 17:00,12
11-04-05 16:00,15
11-04-05 15:00,17
11-04-05 14:00,14
11-04-05 13:00,12
11-04-05 12:00,15
11-04-05 11:00,20
11-04-05 10:00,21
11-04-05 09:00,28
11-04-05 08:00,45
11-04-05 07:00,54
11-04-05 06:00,43
11-04-05 05:00,36
11-04-05 04:00,33
11-04-05 03:00,39
11-04-05 02:00,23
11-04-05 01:00,20
11-04-05 00:00,18
10-04-05 23:00,18
10-04-05 22:00,18
10-04-05 21:00,19
10-04-05 20:00,24
10-04-05 19:00,18
10-04-05 18:00,16
10-04-05 17:00,16
10-04-05 16:00,12
10-04-05 15:00,11
10-04-05 14:00,9
10-04-05 13:00,9
10-04-05 12:00,10
10-04-05 11:00,10
10-04-05 10:00,10
10-04-05 09:00,11
10-04-05 08:00,11
10-04-05 07:00,13
10-04-05 06:00,12
10-04-05 05:00,11
10-04-05 04:00,11
10-04-05 03:00,9
10-04-05 02:00,10
10-04-05 01:00,10
10-04-05 00:00,8
09-04-05 23:00,10
09-04-05 22:00,12
09-04-05 21:00,13
09-04-05 20:00,24
09-04-05 19:00,20
09-04-05 18:00,17
09-04-05 17:00,15
09-04-05 16:00,16
09-04-05 15:00,13
09-04-05 14:00,18
09-04-05 13:00,16
09-04-05 12:00,19
09-04-05 11:00,21
09-04-05 10:00,26
09-04-05 09:00,28
09-04-05 08:00,24
09-04-05 07:00,29
09-04-05 06:00,29
09-04-05 05:00,27
09-04-05 04:00,23
09-04-05 03:00,21
09-04-05 02:00,18
09-04-05 01:00,19
09-04-05 00:00,21
08-04-05 23:00,27
08-04-05 22:00,26
08-04-05 21:00,34
08-04-05 20:00,31
