Datum Zeit,Zinnwald SO2
,µg/m³
01-05-05 00:00,8.2
30-04-05 23:00,7.0
30-04-05 22:00,7.0
30-04-05 21:00,5.4
30-04-05 20:00,5.4
30-04-05 19:00,6.2
30-04-05 18:00,15.8
30-04-05 17:00,15.3
30-04-05 16:00,8.2
30-04-05 15:00,5.0
30-04-05 14:00,3.3
30-04-05 13:00,1.0
30-04-05 12:00,3.2
30-04-05 11:00,7.2
30-04-05 10:00,1.4
30-04-05 09:00,1.0
30-04-05 08:00,1.0
30-04-05 07:00,1.0
30-04-05 06:00,1.0
30-04-05 05:00,1.0
30-04-05 04:00,1.0
30-04-05 03:00,1.0
30-04-05 02:00,1.0
30-04-05 01:00,1.0
30-04-05 00:00,1.1
29-04-05 23:00,1.1
29-04-05 22:00,1.1
29-04-05 21:00,6.9
29-04-05 20:00,5.1
29-04-05 19:00,9.0
29-04-05 18:00,11.7
29-04-05 17:00,12.1
29-04-05 16:00,17.7
29-04-05 15:00,17.8
29-04-05 14:00,16.4
29-04-05 13:00,20.1
29-04-05 12:00,26.4
29-04-05 11:00,23.5
29-04-05 10:00,36.0
29-04-05 09:00,47.2
29-04-05 08:00,32.2
29-04-05 07:00,9.8
29-04-05 06:00,6.5
29-04-05 05:00,37.0
29-04-05 04:00,1.6
29-04-05 03:00,10.9
29-04-05 02:00,4.4
29-04-05 01:00,1.0
29-04-05 00:00,1.5
28-04-05 23:00,1.9
28-04-05 22:00,4.4
28-04-05 21:00,6.7
28-04-05 20:00,4.7
28-04-05 19:00,1.8
28-04-05 18:00,1.0
28-04-05 17:00,1.2
28-04-05 16:00,1.0
28-04-05 15:00,1.0
28-04-05 14:00,1.1
28-04-05 13:00,1.5
28-04-05 12:00,1.6
28-04-05 11:00,1.4
28-04-05 10:00,2.0
28-04-05 09:00,4.6
28-04-05 08:00,3.0
28-04-05 07:00,1.6
28-04-05 06:00,1.3
28-04-05 05:00,1.4
28-04-05 04:00,1.7
28-04-05 03:00,1.8
28-04-05 02:00,2.2
28-04-05 01:00,1.8
28-04-05 00:00,2.0
27-04-05 23:00,2.0
27-04-05 22:00,2.0
27-04-05 21:00,1.7
27-04-05 20:00,2.1
27-04-05 19:00,1.6
27-04-05 18:00,1.7
27-04-05 17:00,1.9
27-04-05 16:00,2.1
27-04-05 15:00,2.3
27-04-05 14:00,8.0
27-04-05 13:00,14.5
27-04-05 12:00,15.5
27-04-05 11:00,17.3
27-04-05 10:00,29.3
27-04-05 09:00,25.7
27-04-05 08:00,21.5
27-04-05 07:00,20.2
27-04-05 06:00,2.2
27-04-05 05:00,2.2
27-04-05 04:00,5.0
27-04-05 03:00,49.3
27-04-05 02:00,12.7
27-04-05 01:00,10.6
27-04-05 00:00,16.5
26-04-05 23:00,16.7
26-04-05 22:00,18.6
26-04-05 21:00,15.8
26-04-05 20:00,20.9
26-04-05 19:00,10.5
26-04-05 18:00,11.6
26-04-05 17:00,9.7
26-04-05 16:00,10.2
26-04-05 15:00,9.9
26-04-05 14:00,6.3
26-04-05 13:00,4.1
26-04-05 12:00,3.7
26-04-05 11:00,3.3
26-04-05 10:00,3.9
26-04-05 09:00,4.7
26-04-05 08:00,6.0
26-04-05 07:00,5.3
26-04-05 06:00,5.4
26-04-05 05:00,5.1
26-04-05 04:00,4.8
26-04-05 03:00,4.0
26-04-05 02:00,4.6
26-04-05 01:00,4.7
26-04-05 00:00,4.0
25-04-05 23:00,4.7
25-04-05 22:00,5.1
25-04-05 21:00,5.0
25-04-05 20:00,4.5
25-04-05 19:00,3.5
25-04-05 18:00,3.4
25-04-05 17:00,5.2
25-04-05 16:00,5.7
25-04-05 15:00,3.7
25-04-05 14:00,3.1
25-04-05 13:00,2.7
25-04-05 12:00,2.8
25-04-05 11:00,9.7
25-04-05 10:00,21.5
25-04-05 09:00,23.4
25-04-05 08:00,9.1
25-04-05 07:00,10.8
25-04-05 06:00,11.0
25-04-05 05:00,22.2
25-04-05 04:00,47.0
25-04-05 03:00,54.4
25-04-05 02:00,31.0
25-04-05 01:00,15.8
25-04-05 00:00,6.5
24-04-05 23:00,5.4
24-04-05 22:00,5.1
24-04-05 21:00,5.8
24-04-05 20:00,6.5
24-04-05 19:00,4.3
24-04-05 18:00,4.9
24-04-05 17:00,5.0
24-04-05 16:00,4.7
24-04-05 15:00,4.6
24-04-05 14:00,19.0
24-04-05 13:00,59.5
24-04-05 12:00,5.2
24-04-05 11:00,1.8
24-04-05 10:00,1.6
24-04-05 09:00,6.8
24-04-05 08:00,19.0
24-04-05 07:00,19.5
24-04-05 06:00,19.2
24-04-05 05:00,26.4
24-04-05 04:00,28.8
24-04-05 03:00,15.2
24-04-05 02:00,13.5
24-04-05 01:00,15.6
24-04-05 00:00,18.3
23-04-05 23:00,9.3
23-04-05 22:00,9.4
23-04-05 21:00,6.8
23-04-05 20:00,5.1
23-04-05 19:00,10.7
23-04-05 18:00,17.2
23-04-05 17:00,20.0
23-04-05 16:00,21.7
23-04-05 15:00,22.3
23-04-05 14:00,18.6
23-04-05 13:00,13.5
23-04-05 12:00,15.3
23-04-05 11:00,19.1
23-04-05 10:00,11.2
23-04-05 09:00,10.0
23-04-05 08:00,30.3
23-04-05 07:00,20.1
23-04-05 06:00,27.6
23-04-05 05:00,37.9
23-04-05 04:00,31.5
23-04-05 03:00,23.1
23-04-05 02:00,18.2
23-04-05 01:00,4.8
23-04-05 00:00,1.0
22-04-05 23:00,1.0
22-04-05 22:00,1.0
22-04-05 21:00,1.0
22-04-05 20:00,1.0
22-04-05 19:00,1.0
22-04-05 18:00,1.0
22-04-05 17:00,1.0
22-04-05 16:00,1.0
22-04-05 15:00,1.0
22-04-05 14:00,1.2
22-04-05 13:00,1.0
22-04-05 12:00,1.0
22-04-05 11:00,1.7
22-04-05 10:00,3.5
22-04-05 09:00,3.8
22-04-05 08:00,2.8
22-04-05 07:00,4.7
22-04-05 06:00,5.8
22-04-05 05:00,2.3
22-04-05 04:00,2.0
22-04-05 03:00,2.5
22-04-05 02:00,1.4
22-04-05 01:00,1.2
22-04-05 00:00,1.7
21-04-05 23:00,2.4
21-04-05 22:00,4.2
21-04-05 21:00,5.6
21-04-05 20:00,3.8
21-04-05 19:00,2.3
21-04-05 18:00,2.4
21-04-05 17:00,1.7
21-04-05 16:00,1.6
21-04-05 15:00,2.4
21-04-05 14:00,2.2
21-04-05 13:00,1.5
21-04-05 12:00,1.8
21-04-05 11:00,2.2
21-04-05 10:00,3.0
21-04-05 09:00,4.1
21-04-05 08:00,3.9
21-04-05 07:00,6.8
21-04-05 06:00,9.8
21-04-05 05:00,8.0
21-04-05 04:00,4.1
21-04-05 03:00,2.7
21-04-05 02:00,1.5
21-04-05 01:00,1.3
21-04-05 00:00,1.0
20-04-05 23:00,1.0
20-04-05 22:00,1.0
20-04-05 21:00,1.0
20-04-05 20:00,1.0
20-04-05 19:00,1.1
20-04-05 18:00,1.4
20-04-05 17:00,1.0
20-04-05 16:00,1.0
20-04-05 15:00,1.0
20-04-05 14:00,1.0
20-04-05 13:00,1.0
20-04-05 12:00,1.1
20-04-05 11:00,1.4
20-04-05 10:00,1.1
20-04-05 09:00,1.0
20-04-05 08:00,1.0
20-04-05 07:00,1.0
20-04-05 06:00,1.1
20-04-05 05:00,1.0
20-04-05 04:00,1.0
20-04-05 03:00,4.5
20-04-05 02:00,10.2
20-04-05 01:00,3.8
20-04-05 00:00,4.0
19-04-05 23:00,1.6
19-04-05 22:00,1.3
19-04-05 21:00,1.6
19-04-05 20:00,1.3
19-04-05 19:00,1.4
19-04-05 18:00,1.9
19-04-05 17:00,1.7
19-04-05 16:00,1.8
19-04-05 15:00,2.1
19-04-05 14:00,1.6
19-04-05 13:00,1.7
19-04-05 12:00,1.8
19-04-05 11:00,1.4
19-04-05 10:00,2.0
19-04-05 09:00,6.3
19-04-05 08:00,26.8
19-04-05 07:00,14.4
19-04-05 06:00,4.5
19-04-05 05:00,12.6
19-04-05 04:00,18.3
19-04-05 03:00,3.6
19-04-05 02:00,2.0
19-04-05 01:00,1.0
19-04-05 00:00,1.4
18-04-05 23:00,1.6
18-04-05 22:00,2.0
18-04-05 21:00,1.9
18-04-05 20:00,3.1
18-04-05 19:00,4.2
18-04-05 18:00,3.9
18-04-05 17:00,4.0
18-04-05 16:00,3.6
18-04-05 15:00,3.3
18-04-05 14:00,5.7
18-04-05 13:00,5.7
18-04-05 12:00,5.9
18-04-05 11:00,6.2
18-04-05 10:00,5.0
18-04-05 09:00,5.0
18-04-05 08:00,6.0
18-04-05 07:00,6.4
18-04-05 06:00,6.3
18-04-05 05:00,6.6
18-04-05 04:00,5.7
18-04-05 03:00,5.8
18-04-05 02:00,5.7
18-04-05 01:00,4.6
18-04-05 00:00,5.0
17-04-05 23:00,4.9
17-04-05 22:00,5.5
17-04-05 21:00,4.9
17-04-05 20:00,5.4
17-04-05 19:00,7.9
17-04-05 18:00,7.7
17-04-05 17:00,5.7
17-04-05 16:00,7.1
17-04-05 15:00,11.0
17-04-05 14:00,4.6
17-04-05 13:00,4.9
17-04-05 12:00,4.9
17-04-05 11:00,4.8
17-04-05 10:00,3.8
17-04-05 09:00,3.5
17-04-05 08:00,3.6
17-04-05 07:00,3.6
17-04-05 06:00,3.4
17-04-05 05:00,4.6
17-04-05 04:00,5.4
17-04-05 03:00,5.3
17-04-05 02:00,6.1
17-04-05 01:00,7.0
17-04-05 00:00,6.5
16-04-05 23:00,6.1
16-04-05 22:00,5.8
16-04-05 21:00,7.8
16-04-05 20:00,7.5
16-04-05 19:00,5.1
16-04-05 18:00,5.2
16-04-05 17:00,4.3
16-04-05 16:00,4.7
16-04-05 15:00,5.7
16-04-05 14:00,6.5
16-04-05 13:00,7.4
16-04-05 12:00,14.7
16-04-05 11:00,14.4
16-04-05 10:00,7.7
16-04-05 09:00,11.1
16-04-05 08:00,19.6
16-04-05 07:00,39.8
16-04-05 06:00,31.3
16-04-05 05:00,32.4
16-04-05 04:00,30.0
16-04-05 03:00,27.9
16-04-05 02:00,32.1
16-04-05 01:00,51.6
16-04-05 00:00,25.8
15-04-05 23:00,11.2
15-04-05 22:00,11.0
15-04-05 21:00,11.2
15-04-05 20:00,11.2
15-04-05 19:00,10.7
15-04-05 18:00,6.3
15-04-05 17:00,6.3
15-04-05 16:00,7.7
15-04-05 15:00,6.4
15-04-05 14:00,6.7
15-04-05 13:00,14.5
15-04-05 12:00,18.8
15-04-05 11:00,15.3
15-04-05 10:00,41.5
15-04-05 09:00,51.2
15-04-05 08:00,81.5
15-04-05 07:00,111.2
15-04-05 06:00,35.5
15-04-05 05:00,25.1
15-04-05 04:00,22.9
15-04-05 03:00,18.8
15-04-05 02:00,15.7
15-04-05 01:00,22.1
15-04-05 00:00,15.6
14-04-05 23:00,5.4
14-04-05 22:00,5.2
14-04-05 21:00,4.5
14-04-05 20:00,5.4
14-04-05 19:00,4.1
14-04-05 18:00,5.9
14-04-05 17:00,7.5
14-04-05 16:00,7.8
14-04-05 15:00,11.5
14-04-05 14:00,7.4
14-04-05 13:00,2.9
14-04-05 12:00,6.3
14-04-05 11:00,5.2
14-04-05 10:00,1.0
14-04-05 09:00,1.0
14-04-05 08:00,1.1
14-04-05 07:00,4.0
14-04-05 06:00,20.8
14-04-05 05:00,30.6
14-04-05 04:00,38.7
14-04-05 03:00,25.5
14-04-05 02:00,11.7
14-04-05 01:00,26.5
14-04-05 00:00,21.1
13-04-05 23:00,10.3
13-04-05 22:00,2.8
13-04-05 21:00,4.0
13-04-05 20:00,5.0
13-04-05 19:00,6.1
13-04-05 18:00,8.3
13-04-05 17:00,50.7
13-04-05 16:00,50.1
13-04-05 15:00,37.6
13-04-05 14:00,58.3
13-04-05 13:00,20.8
13-04-05 12:00,24.0
13-04-05 11:00,4.3
13-04-05 10:00,6.4
13-04-05 09:00,3.3
13-04-05 08:00,2.6
13-04-05 07:00,2.8
13-04-05 06:00,4.2
13-04-05 05:00,3.6
13-04-05 04:00,3.2
13-04-05 03:00,3.6
13-04-05 02:00,3.7
13-04-05 01:00,3.6
13-04-05 00:00,1.3
12-04-05 23:00,2.4
12-04-05 22:00,2.9
12-04-05 21:00,1.0
12-04-05 20:00,1.0
12-04-05 19:00,2.0
12-04-05 18:00,1.0
12-04-05 17:00,2.1
12-04-05 16:00,2.4
12-04-05 15:00,2.4
12-04-05 14:00,4.7
12-04-05 13:00,7.3
12-04-05 12:00,4.5
12-04-05 11:00,2.3
12-04-05 10:00,1.1
12-04-05 09:00,1.0
12-04-05 08:00,7.2
12-04-05 07:00,4.6
12-04-05 06:00,1.0
12-04-05 05:00,1.0
12-04-05 04:00,1.0
12-04-05 03:00,1.0
12-04-05 02:00,1.0
12-04-05 01:00,1.0
12-04-05 00:00,1.0
11-04-05 23:00,1.0
11-04-05 22:00,1.0
11-04-05 21:00,1.0
11-04-05 20:00,1.0
11-04-05 19:00,1.0
11-04-05 18:00,1.0
11-04-05 17:00,1.0
11-04-05 16:00,1.0
11-04-05 15:00,1.0
11-04-05 14:00,1.0
11-04-05 13:00,1.0
11-04-05 12:00,1.0
11-04-05 11:00,1.0
11-04-05 10:00,1.0
11-04-05 09:00,1.0
11-04-05 08:00,1.0
11-04-05 07:00,1.0
11-04-05 06:00,1.0
11-04-05 05:00,1.2
11-04-05 04:00,1.0
11-04-05 03:00,1.0
11-04-05 02:00,1.0
11-04-05 01:00,1.0
11-04-05 00:00,1.0
10-04-05 23:00,1.0
10-04-05 22:00,1.0
10-04-05 21:00,1.0
10-04-05 20:00,1.0
10-04-05 19:00,1.0
10-04-05 18:00,1.0
10-04-05 17:00,1.0
10-04-05 16:00,1.0
10-04-05 15:00,1.0
10-04-05 14:00,1.0
10-04-05 13:00,1.0
10-04-05 12:00,1.1
10-04-05 11:00,1.0
10-04-05 10:00,1.7
10-04-05 09:00,1.2
10-04-05 08:00,1.0
10-04-05 07:00,1.1
10-04-05 06:00,1.3
10-04-05 05:00,1.5
10-04-05 04:00,1.0
10-04-05 03:00,1.0
10-04-05 02:00,1.0
10-04-05 01:00,1.0
10-04-05 00:00,1.0
09-04-05 23:00,1.0
09-04-05 22:00,1.0
09-04-05 21:00,1.0
09-04-05 20:00,1.0
09-04-05 19:00,1.0
09-04-05 18:00,1.0
09-04-05 17:00,1.0
09-04-05 16:00,1.0
09-04-05 15:00,1.0
09-04-05 14:00,1.0
