Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-05-05 00:00,45
30-04-05 23:00,19
30-04-05 22:00,29
30-04-05 21:00,8
30-04-05 20:00,7
30-04-05 19:00,37
30-04-05 18:00,42
30-04-05 17:00,67
30-04-05 16:00,42
30-04-05 15:00,36
30-04-05 14:00,40
30-04-05 13:00,54
30-04-05 12:00,48
30-04-05 11:00,57
30-04-05 10:00,60
30-04-05 09:00,68
30-04-05 08:00,45
30-04-05 07:00,65
30-04-05 06:00,52
30-04-05 05:00,33
30-04-05 04:00,36
30-04-05 03:00,26
30-04-05 02:00,17
30-04-05 01:00,28
30-04-05 00:00,34
29-04-05 23:00,32
29-04-05 22:00,38
29-04-05 21:00,29
29-04-05 20:00,73
29-04-05 19:00,130
29-04-05 18:00,108
29-04-05 17:00,35
29-04-05 16:00,28
29-04-05 15:00,63
29-04-05 14:00,77
29-04-05 13:00,60
29-04-05 12:00,49
29-04-05 11:00,70
29-04-05 10:00,87
29-04-05 09:00,75
29-04-05 08:00,118
29-04-05 07:00,134
29-04-05 06:00,154
29-04-05 05:00,70
29-04-05 04:00,33
29-04-05 03:00,11
29-04-05 02:00,104
29-04-05 01:00,59
29-04-05 00:00,178
28-04-05 23:00,290
28-04-05 22:00,334
28-04-05 21:00,173
28-04-05 20:00,74
28-04-05 19:00,80
28-04-05 18:00,81
28-04-05 17:00,84
28-04-05 16:00,89
28-04-05 15:00,75
28-04-05 14:00,76
28-04-05 13:00,65
28-04-05 12:00,72
28-04-05 11:00,60
28-04-05 10:00,69
28-04-05 09:00,67
28-04-05 08:00,64
28-04-05 07:00,32
28-04-05 06:00,18
28-04-05 05:00,22
28-04-05 04:00,7
28-04-05 03:00,9
28-04-05 02:00,5
28-04-05 01:00,27
28-04-05 00:00,58
27-04-05 23:00,33
27-04-05 22:00,59
27-04-05 21:00,24
27-04-05 20:00,74
27-04-05 19:00,69
27-04-05 18:00,62
27-04-05 17:00,78
27-04-05 16:00,36
27-04-05 15:00,74
27-04-05 14:00,72
27-04-05 13:00,95
27-04-05 12:00,64
27-04-05 11:00,65
27-04-05 10:00,91
27-04-05 09:00,99
27-04-05 08:00,96
27-04-05 07:00,71
27-04-05 06:00,32
27-04-05 05:00,29
27-04-05 04:00,28
27-04-05 03:00,11
27-04-05 02:00,11
27-04-05 01:00,5
27-04-05 00:00,4
26-04-05 23:00,15
26-04-05 22:00,16
26-04-05 21:00,18
26-04-05 20:00,42
26-04-05 19:00,28
26-04-05 18:00,27
26-04-05 17:00,32
26-04-05 16:00,41
26-04-05 15:00,40
26-04-05 14:00,47
26-04-05 13:00,65
26-04-05 12:00,59
26-04-05 11:00,77
26-04-05 10:00,70
26-04-05 09:00,89
26-04-05 08:00,95
26-04-05 07:00,114
26-04-05 06:00,82
26-04-05 05:00,62
26-04-05 04:00,36
26-04-05 03:00,23
26-04-05 02:00,19
26-04-05 01:00,15
26-04-05 00:00,27
25-04-05 23:00,34
25-04-05 22:00,96
25-04-05 21:00,109
25-04-05 20:00,72
25-04-05 19:00,122
25-04-05 18:00,165
25-04-05 17:00,107
25-04-05 16:00,59
25-04-05 15:00,39
25-04-05 14:00,67
25-04-05 13:00,78
25-04-05 12:00,66
25-04-05 11:00,64
25-04-05 10:00,62
25-04-05 09:00,59
25-04-05 08:00,61
25-04-05 07:00,70
25-04-05 06:00,33
25-04-05 05:00,6
25-04-05 04:00,5
25-04-05 03:00,5
25-04-05 02:00,1
25-04-05 01:00,1
25-04-05 00:00,5
24-04-05 23:00,5
24-04-05 22:00,10
24-04-05 21:00,11
24-04-05 20:00,10
24-04-05 19:00,17
24-04-05 18:00,18
24-04-05 17:00,21
24-04-05 16:00,19
24-04-05 15:00,19
