Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-08-08,21
30-08-08,20
29-08-08,30
28-08-08,39
27-08-08,36
26-08-08,30
25-08-08,24
24-08-08,13
23-08-08,16
22-08-08,28
21-08-08,23
20-08-08,17
19-08-08,25
18-08-08,22
17-08-08,22
16-08-08,28
15-08-08,26
14-08-08,23
13-08-08,18
12-08-08,18
11-08-08,20
10-08-08,20
09-08-08,18
08-08-08,17
07-08-08,
06-08-08,38
05-08-08,29
04-08-08,22
03-08-08,18
02-08-08,33
01-08-08,40

