Datum Zeit,Schwartenberg PM10
,µg/m³
31-08-08,13
30-08-08,6
29-08-08,20
28-08-08,22
27-08-08,15
26-08-08,16
25-08-08,9
24-08-08,6
23-08-08,6
22-08-08,13
21-08-08,7
20-08-08,6
19-08-08,12
18-08-08,9
17-08-08,10
16-08-08,9
15-08-08,6
14-08-08,10
13-08-08,6
12-08-08,6
11-08-08,7
10-08-08,9
09-08-08,7
08-08-08,6
07-08-08,20
06-08-08,16
05-08-08,13
04-08-08,7
03-08-08,8
02-08-08,12
01-08-08,22

