Datum Zeit,Goerlitz SO2
,µg/m³
01-09-08 00:00,
31-08-08 23:00,1.6
31-08-08 22:00,1.5
31-08-08 21:00,1.0
31-08-08 20:00,1.0
31-08-08 19:00,1.0
31-08-08 18:00,1.0
31-08-08 17:00,1.0
31-08-08 16:00,1.0
31-08-08 15:00,1.1
31-08-08 14:00,1.6
31-08-08 13:00,
31-08-08 12:00,
31-08-08 11:00,
31-08-08 10:00,
31-08-08 09:00,
31-08-08 08:00,
31-08-08 07:00,1.2
31-08-08 06:00,1.0
31-08-08 05:00,1.0
31-08-08 04:00,1.0
31-08-08 03:00,1.0
31-08-08 02:00,1.3
31-08-08 01:00,1.6
31-08-08 00:00,1.9
30-08-08 23:00,1.2
30-08-08 22:00,1.3
30-08-08 21:00,1.0
30-08-08 20:00,1.0
30-08-08 19:00,1.0
30-08-08 18:00,1.0
30-08-08 17:00,1.0
30-08-08 16:00,1.0
30-08-08 15:00,1.0
30-08-08 14:00,1.0
30-08-08 13:00,1.1
30-08-08 12:00,1.0
30-08-08 11:00,1.6
30-08-08 10:00,3.2
30-08-08 09:00,3.8
30-08-08 08:00,2.3
30-08-08 07:00,1.0
30-08-08 06:00,1.0
30-08-08 05:00,1.2
30-08-08 04:00,1.0
30-08-08 03:00,1.0
30-08-08 02:00,1.6
30-08-08 01:00,1.6
30-08-08 00:00,1.8
29-08-08 23:00,2.3
29-08-08 22:00,2.0
29-08-08 21:00,2.4
29-08-08 20:00,2.8
29-08-08 19:00,1.3
29-08-08 18:00,1.6
29-08-08 17:00,1.4
29-08-08 16:00,1.5
29-08-08 15:00,1.6
29-08-08 14:00,2.0
29-08-08 13:00,1.5
29-08-08 12:00,1.6
29-08-08 11:00,1.7
29-08-08 10:00,1.7
29-08-08 09:00,2.2
29-08-08 08:00,2.2
29-08-08 07:00,2.4
29-08-08 06:00,1.7
29-08-08 05:00,1.3
29-08-08 04:00,1.1
29-08-08 03:00,1.5
29-08-08 02:00,1.6
29-08-08 01:00,1.5
29-08-08 00:00,
28-08-08 23:00,1.0
28-08-08 22:00,1.0
28-08-08 21:00,1.0
28-08-08 20:00,1.0
28-08-08 19:00,1.0
28-08-08 18:00,1.0
28-08-08 17:00,1.0
28-08-08 16:00,1.0
28-08-08 15:00,1.0
28-08-08 14:00,1.0
28-08-08 13:00,1.0
28-08-08 12:00,1.0
28-08-08 11:00,1.0
28-08-08 10:00,1.0
28-08-08 09:00,1.0
28-08-08 08:00,1.0
28-08-08 07:00,1.0
28-08-08 06:00,1.0
28-08-08 05:00,1.0
28-08-08 04:00,1.0
28-08-08 03:00,1.0
28-08-08 02:00,1.0
28-08-08 01:00,1.0
28-08-08 00:00,
27-08-08 23:00,1.0
27-08-08 22:00,1.0
