Datum Zeit,Niesky O3
,µg/m³
01-09-08 00:00,53
31-08-08 23:00,64
31-08-08 22:00,66
31-08-08 21:00,73
31-08-08 20:00,78
31-08-08 19:00,82
31-08-08 18:00,85
31-08-08 17:00,89
31-08-08 16:00,91
31-08-08 15:00,90
31-08-08 14:00,89
31-08-08 13:00,90
31-08-08 12:00,80
31-08-08 11:00,74
31-08-08 10:00,67
31-08-08 09:00,57
31-08-08 08:00,46
31-08-08 07:00,36
31-08-08 06:00,31
31-08-08 05:00,28
31-08-08 04:00,22
31-08-08 03:00,24
31-08-08 02:00,28
31-08-08 01:00,25
31-08-08 00:00,29
30-08-08 23:00,41
30-08-08 22:00,50
30-08-08 21:00,51
30-08-08 20:00,56
30-08-08 19:00,65
30-08-08 18:00,70
30-08-08 17:00,71
30-08-08 16:00,75
30-08-08 15:00,76
30-08-08 14:00,79
30-08-08 13:00,79
30-08-08 12:00,77
30-08-08 11:00,76
30-08-08 10:00,68
30-08-08 09:00,52
30-08-08 08:00,28
30-08-08 07:00,8
30-08-08 06:00,3
30-08-08 05:00,7
30-08-08 04:00,15
30-08-08 03:00,22
30-08-08 02:00,29
30-08-08 01:00,35
30-08-08 00:00,39
29-08-08 23:00,41
29-08-08 22:00,32
29-08-08 21:00,30
29-08-08 20:00,33
29-08-08 19:00,42
29-08-08 18:00,56
29-08-08 17:00,62
29-08-08 16:00,61
29-08-08 15:00,54
29-08-08 14:00,42
29-08-08 13:00,33
29-08-08 12:00,32
29-08-08 11:00,31
29-08-08 10:00,31
29-08-08 09:00,30
29-08-08 08:00,29
29-08-08 07:00,27
29-08-08 06:00,28
29-08-08 05:00,29
29-08-08 04:00,30
29-08-08 03:00,32
29-08-08 02:00,31
29-08-08 01:00,30
29-08-08 00:00,32
28-08-08 23:00,39
28-08-08 22:00,37
28-08-08 21:00,41
28-08-08 20:00,47
28-08-08 19:00,51
28-08-08 18:00,57
28-08-08 17:00,55
28-08-08 16:00,53
28-08-08 15:00,47
28-08-08 14:00,43
28-08-08 13:00,42
28-08-08 12:00,41
28-08-08 11:00,35
28-08-08 10:00,32
28-08-08 09:00,
28-08-08 08:00,24
28-08-08 07:00,25
28-08-08 06:00,29
28-08-08 05:00,32
28-08-08 04:00,35
28-08-08 03:00,40
28-08-08 02:00,41
28-08-08 01:00,43
28-08-08 00:00,64
27-08-08 23:00,60
27-08-08 22:00,57
27-08-08 21:00,55
27-08-08 20:00,61
27-08-08 19:00,74
27-08-08 18:00,99
27-08-08 17:00,100
27-08-08 16:00,99
27-08-08 15:00,92
27-08-08 14:00,87
27-08-08 13:00,81
27-08-08 12:00,72
27-08-08 11:00,59
27-08-08 10:00,51
27-08-08 09:00,40
27-08-08 08:00,33
27-08-08 07:00,25
27-08-08 06:00,27
27-08-08 05:00,29
27-08-08 04:00,32
27-08-08 03:00,32
27-08-08 02:00,34
27-08-08 01:00,38
27-08-08 00:00,35
26-08-08 23:00,36
26-08-08 22:00,59
26-08-08 21:00,50
26-08-08 20:00,50
26-08-08 19:00,66
26-08-08 18:00,89
26-08-08 17:00,95
26-08-08 16:00,92
26-08-08 15:00,93
26-08-08 14:00,86
26-08-08 13:00,81
26-08-08 12:00,73
26-08-08 11:00,62
26-08-08 10:00,39
26-08-08 09:00,32
26-08-08 08:00,29
26-08-08 07:00,32
26-08-08 06:00,30
26-08-08 05:00,31
26-08-08 04:00,43
26-08-08 03:00,48
26-08-08 02:00,36
26-08-08 01:00,45
26-08-08 00:00,32
25-08-08 23:00,28
25-08-08 22:00,34
25-08-08 21:00,35
25-08-08 20:00,41
25-08-08 19:00,44
25-08-08 18:00,62
25-08-08 17:00,71
25-08-08 16:00,76
25-08-08 15:00,75
25-08-08 14:00,77
25-08-08 13:00,78
25-08-08 12:00,79
25-08-08 11:00,73
25-08-08 10:00,72
25-08-08 09:00,72
25-08-08 08:00,54
25-08-08 07:00,46
25-08-08 06:00,41
25-08-08 05:00,44
25-08-08 04:00,55
25-08-08 03:00,52
25-08-08 02:00,56
25-08-08 01:00,61
25-08-08 00:00,60
24-08-08 23:00,61
24-08-08 22:00,61
