Datum Zeit,Leipzig-West O3
,µg/m³
01-09-08 00:00,64
31-08-08 23:00,66
31-08-08 22:00,73
31-08-08 21:00,86
31-08-08 20:00,91
31-08-08 19:00,95
31-08-08 18:00,102
31-08-08 17:00,110
31-08-08 16:00,105
31-08-08 15:00,104
31-08-08 14:00,103
31-08-08 13:00,93
31-08-08 12:00,83
31-08-08 11:00,69
31-08-08 10:00,56
31-08-08 09:00,40
31-08-08 08:00,32
31-08-08 07:00,33
31-08-08 06:00,38
31-08-08 05:00,39
31-08-08 04:00,40
31-08-08 03:00,42
31-08-08 02:00,44
31-08-08 01:00,50
31-08-08 00:00,56
30-08-08 23:00,64
30-08-08 22:00,67
30-08-08 21:00,62
30-08-08 20:00,73
30-08-08 19:00,81
30-08-08 18:00,85
30-08-08 17:00,87
30-08-08 16:00,86
30-08-08 15:00,79
30-08-08 14:00,77
30-08-08 13:00,61
30-08-08 12:00,56
30-08-08 11:00,46
30-08-08 10:00,36
30-08-08 09:00,31
30-08-08 08:00,27
30-08-08 07:00,13
30-08-08 06:00,12
30-08-08 05:00,14
30-08-08 04:00,21
30-08-08 03:00,23
30-08-08 02:00,25
30-08-08 01:00,25
30-08-08 00:00,22
29-08-08 23:00,26
29-08-08 22:00,29
29-08-08 21:00,39
29-08-08 20:00,45
29-08-08 19:00,51
29-08-08 18:00,53
29-08-08 17:00,52
29-08-08 16:00,58
29-08-08 15:00,61
29-08-08 14:00,51
29-08-08 13:00,39
29-08-08 12:00,33
29-08-08 11:00,34
29-08-08 10:00,31
29-08-08 09:00,29
29-08-08 08:00,20
29-08-08 07:00,13
29-08-08 06:00,17
29-08-08 05:00,17
29-08-08 04:00,27
29-08-08 03:00,29
29-08-08 02:00,29
29-08-08 01:00,28
29-08-08 00:00,27
28-08-08 23:00,28
28-08-08 22:00,35
28-08-08 21:00,37
28-08-08 20:00,39
28-08-08 19:00,48
28-08-08 18:00,51
28-08-08 17:00,46
28-08-08 16:00,39
28-08-08 15:00,41
28-08-08 14:00,42
28-08-08 13:00,42
28-08-08 12:00,38
28-08-08 11:00,23
28-08-08 10:00,20
28-08-08 09:00,15
28-08-08 08:00,9
28-08-08 07:00,8
28-08-08 06:00,13
28-08-08 05:00,10
28-08-08 04:00,11
28-08-08 03:00,14
28-08-08 02:00,13
28-08-08 01:00,16
28-08-08 00:00,20
27-08-08 23:00,30
27-08-08 22:00,39
27-08-08 21:00,56
27-08-08 20:00,72
27-08-08 19:00,87
27-08-08 18:00,95
27-08-08 17:00,102
27-08-08 16:00,99
27-08-08 15:00,94
27-08-08 14:00,89
27-08-08 13:00,79
27-08-08 12:00,73
27-08-08 11:00,60
27-08-08 10:00,47
27-08-08 09:00,21
27-08-08 08:00,11
27-08-08 07:00,8
27-08-08 06:00,6
27-08-08 05:00,7
27-08-08 04:00,9
27-08-08 03:00,12
27-08-08 02:00,10
27-08-08 01:00,11
27-08-08 00:00,9
26-08-08 23:00,7
26-08-08 22:00,6
26-08-08 21:00,26
26-08-08 20:00,35
26-08-08 19:00,41
26-08-08 18:00,46
26-08-08 17:00,51
26-08-08 16:00,56
26-08-08 15:00,67
26-08-08 14:00,76
26-08-08 13:00,76
26-08-08 12:00,72
26-08-08 11:00,51
26-08-08 10:00,32
26-08-08 09:00,22
26-08-08 08:00,14
26-08-08 07:00,9
26-08-08 06:00,5
26-08-08 05:00,10
26-08-08 04:00,14
26-08-08 03:00,16
26-08-08 02:00,23
26-08-08 01:00,29
26-08-08 00:00,40
25-08-08 23:00,43
25-08-08 22:00,43
25-08-08 21:00,56
25-08-08 20:00,26
25-08-08 19:00,48
25-08-08 18:00,60
25-08-08 17:00,51
25-08-08 16:00,58
25-08-08 15:00,60
25-08-08 14:00,59
25-08-08 13:00,53
25-08-08 12:00,58
25-08-08 11:00,45
25-08-08 10:00,30
25-08-08 09:00,17
25-08-08 08:00,11
25-08-08 07:00,7
25-08-08 06:00,6
25-08-08 05:00,11
25-08-08 04:00,14
25-08-08 03:00,18
25-08-08 02:00,20
25-08-08 01:00,22
25-08-08 00:00,23
24-08-08 23:00,29
24-08-08 22:00,51
24-08-08 21:00,55
24-08-08 20:00,64
24-08-08 19:00,68
24-08-08 18:00,72
24-08-08 17:00,75
24-08-08 16:00,78
24-08-08 15:00,80
24-08-08 14:00,80
24-08-08 13:00,79
24-08-08 12:00,76
24-08-08 11:00,74
24-08-08 10:00,68
24-08-08 09:00,60
24-08-08 08:00,59
24-08-08 07:00,55
24-08-08 06:00,49
24-08-08 05:00,47
24-08-08 04:00,44
24-08-08 03:00,56
24-08-08 02:00,61
24-08-08 01:00,65
24-08-08 00:00,62
23-08-08 23:00,58
23-08-08 22:00,64
