Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-04-01,,,,,,26,18.11,
2017-04-01,01:00,,1,30,45,,,
2017-04-01,02:00,,2,28,42,,,
2017-04-01,03:00,,1,26,40,,,
2017-04-01,04:00,,1,25,38,,,
2017-04-01,05:00,,3,33,25,,,
2017-04-01,06:00,,3,32,22,,,
2017-04-01,07:00,,9,38,14,,,
2017-04-01,08:00,,9,35,22,,,
2017-04-01,09:00,,11,31,35,,,
2017-04-01,10:00,,6,26,52,,,
2017-04-01,11:00,,8,29,58,,,
2017-04-01,12:00,,7,27,58,,,
2017-04-01,13:00,,4,21,71,,,
2017-04-01,14:00,,3,17,88,,,
2017-04-01,15:00,,1,10,106,,,
2017-04-01,16:00,,1,8,115,,,
2017-04-01,17:00,,1,9,119,,,
2017-04-01,18:00,,1,10,114,,,
2017-04-01,19:00,,1,16,100,,,
2017-04-01,20:00,,1,9,108,,,
2017-04-01,21:00,,1,8,101,,,
2017-04-01,22:00,,1,7,88,,,
2017-04-01,23:00,,1,7,76,,,
2017-04-02,,,,,,22,17.87,
2017-04-02,00:00,,1,10,74,,,
2017-04-02,01:00,,1,9,69,,,
2017-04-02,02:00,,1,8,77,,,
2017-04-02,03:00,,1,6,71,,,
2017-04-02,04:00,,1,6,68,,,
2017-04-02,05:00,,1,9,61,,,
2017-04-02,06:00,,1,8,67,,,
2017-04-02,07:00,,1,9,68,,,
2017-04-02,08:00,,1,8,64,,,
2017-04-02,09:00,,1,10,61,,,
2017-04-02,10:00,,1,9,63,,,
2017-04-02,11:00,,1,6,74,,,
2017-04-02,12:00,,1,6,76,,,
2017-04-02,13:00,,1,6,75,,,
2017-04-02,14:00,,1,5,79,,,
2017-04-02,15:00,,1,6,80,,,
2017-04-02,16:00,,1,5,87,,,
2017-04-02,17:00,,1,5,88,,,
2017-04-02,18:00,,1,7,77,,,
2017-04-02,19:00,,1,10,70,,,
2017-04-02,20:00,,1,13,65,,,
2017-04-02,21:00,,1,15,59,,,
2017-04-02,22:00,,1,19,46,,,
2017-04-02,23:00,,1,19,50,,,
2017-04-03,00:00,,1,19,48,,,
2017-04-03,01:00,,1,17,40,,,
2017-04-03,02:00,,1,21,35,,,
2017-04-03,03:00,,1,19,27,,,
2017-04-03,04:00,,1,24,26,,,
2017-04-03,05:00,,1,26,27,,,
2017-04-03,06:00,,1,29,24,,,
2017-04-03,07:00,,5,37,17,,,
2017-04-03,08:00,,5,28,31,,,
2017-04-03,09:00,,4,17,44,,,
2017-04-03,10:00,,2,14,41,,,
2017-04-03,11:00,,2,11,48,,,
2017-04-03,12:00,,2,10,56,,,
2017-04-03,13:00,,2,10,58,,,
2017-04-03,14:00,,1,8,64,,,
2017-04-03,15:00,,1,7,71,,,
2017-04-03,16:00,,1,8,70,,,
2017-04-03,17:00,,1,7,73,,,
2017-04-03,18:00,,1,8,67,,,
2017-04-03,19:00,,1,8,63,,,
2017-04-03,20:00,,1,8,64,,,
2017-04-03,21:00,,1,7,61,,,
2017-04-03,22:00,,1,6,64,,,
2017-04-03,23:00,,1,6,66,,,
2017-04-04,00:00,,1,6,63,,,
2017-04-04,01:00,,1,9,58,,,
2017-04-04,02:00,,1,11,50,,,
2017-04-04,03:00,,1,14,44,,,
2017-04-04,04:00,,1,18,34,,,
2017-04-04,05:00,,1,22,29,,,
2017-04-04,06:00,,1,21,31,,,
2017-04-04,07:00,,2,31,26,,,
2017-04-04,08:00,,2,24,41,,,
2017-04-04,09:00,,5,27,44,,,
2017-04-04,10:00,,2,11,73,,,
2017-04-04,11:00,,1,9,67,,,
2017-04-04,12:00,,1,8,69,,,
2017-04-04,13:00,,1,10,73,,,
2017-04-04,14:00,,1,10,73,,,
2017-04-04,15:00,,1,14,67,,,
2017-04-04,16:00,,3,19,59,,,
2017-04-04,17:00,,3,19,58,,,
2017-04-04,18:00,,3,20,55,,,
2017-04-04,19:00,,2,19,56,,,
2017-04-04,20:00,,1,20,49,,,
2017-04-04,21:00,,1,17,49,,,
2017-04-04,22:00,,1,22,36,,,
2017-04-04,23:00,,1,17,44,,,
2017-04-05,00:00,,1,15,42,,,
2017-04-05,01:00,,1,16,46,,,
2017-04-05,02:00,,1,11,49,,,
2017-04-05,03:00,,1,11,48,,,
2017-04-05,04:00,,1,16,44,,,
2017-04-05,05:00,,4,25,27,,,
2017-04-05,06:00,,6,30,15,,,
2017-04-05,07:00,,17,35,9,,,
2017-04-05,08:00,,17,30,14,,,
2017-04-05,09:00,,8,21,35,,,
2017-04-05,10:00,,4,17,52,,,
2017-04-05,11:00,,2,11,69,,,
2017-04-05,12:00,,2,10,75,,,
2017-04-05,13:00,,2,12,71,,,
2017-04-05,14:00,,2,12,70,,,
2017-04-05,15:00,,2,12,73,,,
2017-04-05,16:00,,1,12,79,,,
2017-04-05,17:00,,1,13,74,,,
2017-04-05,18:00,,1,13,67,,,
2017-04-05,19:00,,1,13,68,,,
2017-04-05,20:00,,1,12,71,,,
2017-04-05,21:00,,1,10,74,,,
2017-04-05,22:00,,1,10,72,,,
2017-04-05,23:00,,1,9,70,,,
2017-04-06,00:00,,1,9,71,,,
2017-04-06,01:00,,1,8,73,,,
2017-04-06,02:00,,1,8,77,,,
2017-04-06,03:00,,1,6,78,,,
2017-04-06,04:00,,1,6,77,,,
2017-04-06,05:00,,1,9,70,,,
2017-04-06,06:00,,1,9,70,,,
2017-04-06,07:00,,1,12,66,,,
2017-04-06,08:00,,2,12,66,,,
2017-04-06,09:00,,2,9,73,,,
2017-04-06,10:00,,2,8,75,,,
2017-04-06,11:00,,2,8,79,,,
2017-04-06,12:00,,2,7,82,,,
2017-04-06,13:00,,2,6,87,,,
2017-04-06,14:00,,2,6,89,,,
2017-04-06,15:00,,2,7,88,,,
2017-04-06,16:00,,2,7,89,,,
2017-04-06,17:00,,1,9,86,,,
2017-04-06,18:00,,1,11,82,,,
2017-04-06,19:00,,1,10,83,,,
2017-04-06,20:00,,1,9,85,,,
2017-04-06,21:00,,1,8,84,,,
2017-04-06,22:00,,1,7,85,,,
2017-04-06,23:00,,1,7,76,,,
2017-04-07,00:00,,1,8,69,,,
2017-04-07,01:00,,1,5,72,,,
2017-04-07,02:00,,1,5,72,,,
2017-04-07,03:00,,1,5,72,,,
2017-04-07,04:00,,1,5,73,,,
2017-04-07,05:00,,1,9,65,,,
2017-04-07,06:00,,4,15,54,,,
2017-04-07,07:00,,2,15,62,,,
2017-04-07,08:00,,3,11,78,,,
2017-04-07,09:00,,3,11,76,,,
2017-04-07,10:00,,2,12,65,,,
2017-04-07,11:00,,2,9,65,,,
2017-04-07,12:00,,2,9,63,,,
2017-04-07,13:00,,2,9,67,,,
2017-04-07,14:00,,2,9,66,,,
2017-04-07,15:00,,2,10,63,,,
2017-04-07,16:00,,2,12,58,,,
2017-04-07,17:00,,1,14,54,,,
2017-04-07,18:00,,1,14,54,,,
2017-04-07,19:00,,1,13,55,,,
2017-04-07,20:00,,1,14,51,,,
2017-04-07,21:00,,1,13,50,,,
2017-04-07,22:00,,1,12,50,,,
2017-04-07,23:00,,1,10,50,,,
2017-04-08,00:00,,1,10,49,,,
2017-04-08,01:00,,1,7,54,,,
2017-04-08,02:00,,1,5,53,,,
2017-04-08,03:00,,1,5,46,,,
2017-04-08,04:00,,1,9,39,,,
2017-04-08,05:00,,1,12,32,,,
2017-04-08,06:00,,1,15,32,,,
2017-04-08,07:00,,3,18,27,,,
2017-04-08,08:00,,3,16,33,,,
2017-04-08,09:00,,3,13,37,,,
2017-04-08,10:00,,3,9,46,,,
2017-04-08,11:00,,4,9,50,,,
2017-04-08,12:00,,3,8,55,,,
2017-04-08,13:00,,2,8,58,,,
2017-04-08,14:00,,1,7,53,,,
2017-04-08,15:00,,1,5,56,,,
2017-04-08,16:00,,1,6,57,,,
2017-04-08,17:00,,1,7,55,,,
2017-04-08,18:00,,1,10,53,,,
2017-04-08,19:00,,1,13,43,,,
2017-04-08,20:00,,1,19,39,,,
2017-04-08,21:00,,1,22,30,,,
2017-04-08,22:00,,1,24,14,,,
2017-04-08,23:00,,1,28,9,,,
2017-04-09,00:00,,4,35,5,,,
2017-04-09,01:00,,17,35,2,,,
2017-04-09,02:00,,16,28,2,,,
2017-04-09,03:00,,19,27,1,,,
2017-04-09,04:00,,21,19,1,,,
2017-04-09,05:00,,24,17,2,,,
2017-04-09,06:00,,23,21,2,,,
2017-04-09,07:00,,29,21,3,,,
2017-04-09,08:00,,25,22,7,,,
2017-04-09,09:00,,8,17,30,,,
2017-04-09,10:00,,5,14,42,,,
2017-04-09,11:00,,3,10,55,,,
2017-04-09,12:00,,2,6,71,,,
2017-04-09,13:00,,1,4,82,,,
2017-04-09,14:00,,1,4,86,,,
2017-04-09,15:00,,1,4,91,,,
2017-04-09,16:00,,1,4,95,,,
2017-04-09,17:00,,1,5,98,,,
2017-04-09,18:00,,1,7,96,,,
2017-04-09,19:00,,1,8,88,,,
2017-04-09,20:00,,1,13,73,,,
2017-04-09,21:00,,1,28,55,,,
2017-04-09,22:00,,1,24,52,,,
2017-04-09,23:00,,2,34,31,,,
2017-04-10,00:00,,2,33,24,,,
2017-04-10,01:00,,2,38,17,,,
2017-04-10,02:00,,2,32,18,,,
2017-04-10,03:00,,2,26,20,,,
2017-04-10,04:00,,2,24,21,,,
2017-04-10,05:00,,6,27,19,,,
2017-04-10,06:00,,7,33,18,,,
2017-04-10,07:00,,13,40,19,,,
2017-04-10,08:00,,14,33,29,,,
2017-04-10,09:00,,9,24,43,,,
2017-04-10,10:00,,5,17,72,,,
2017-04-10,11:00,,4,15,86,,,
2017-04-10,12:00,,4,18,98,,,
2017-04-10,13:00,,3,13,105,,,
2017-04-10,14:00,,2,10,95,,,
2017-04-10,15:00,,2,10,84,,,
2017-04-10,16:00,,1,8,80,,,
2017-04-10,17:00,,1,8,76,,,
2017-04-10,18:00,,1,8,76,,,
2017-04-10,19:00,,1,8,78,,,
2017-04-10,20:00,,1,8,82,,,
2017-04-10,21:00,,1,8,76,,,
2017-04-10,22:00,,1,9,69,,,
2017-04-10,23:00,,1,9,67,,,
2017-04-11,00:00,,1,8,65,,,
2017-04-11,01:00,,1,8,65,,,
2017-04-11,02:00,,1,9,63,,,
2017-04-11,03:00,,1,7,63,,,
2017-04-11,04:00,,1,7,62,,,
2017-04-11,05:00,,1,10,62,,,
2017-04-11,06:00,,2,12,60,,,
2017-04-11,07:00,,4,17,59,,,
2017-04-11,08:00,,3,12,66,,,
2017-04-11,09:00,,3,10,69,,,
2017-04-11,10:00,,2,9,69,,,
2017-04-11,11:00,,2,6,71,,,
2017-04-11,12:00,,1,6,72,,,
