Datum Zeit,Plauen-Sued SO2
,µg/m³
01-01-01 00:00,
31-12-00 23:00,2.1
31-12-00 22:00,2.7
31-12-00 21:00,3.1
31-12-00 20:00,5.0
31-12-00 19:00,6.0
31-12-00 18:00,4.3
31-12-00 17:00,4.4
31-12-00 16:00,5.7
31-12-00 15:00,4.9
31-12-00 14:00,3.8
31-12-00 13:00,4.4
31-12-00 12:00,4.3
31-12-00 11:00,4.2
31-12-00 10:00,4.0
31-12-00 09:00,3.1
31-12-00 08:00,2.4
31-12-00 07:00,2.7
31-12-00 06:00,
31-12-00 05:00,2.7
31-12-00 04:00,3.3
31-12-00 03:00,3.0
31-12-00 02:00,3.6
31-12-00 01:00,4.0
31-12-00 00:00,
30-12-00 23:00,2.3
30-12-00 22:00,2.7
30-12-00 21:00,1.8
30-12-00 20:00,1.1
30-12-00 19:00,1.0
30-12-00 18:00,1.0
30-12-00 17:00,1.2
30-12-00 16:00,1.4
30-12-00 15:00,3.3
30-12-00 14:00,2.9
30-12-00 13:00,3.4
30-12-00 12:00,2.3
30-12-00 11:00,2.7
30-12-00 10:00,1.4
30-12-00 09:00,1.2
30-12-00 08:00,1.3
30-12-00 07:00,1.9
30-12-00 06:00,
30-12-00 05:00,1.1
30-12-00 04:00,1.0
30-12-00 03:00,1.5
30-12-00 02:00,2.1
30-12-00 01:00,2.3
30-12-00 00:00,
29-12-00 23:00,1.0
29-12-00 22:00,1.0
29-12-00 21:00,1.0
29-12-00 20:00,1.8
29-12-00 19:00,1.0
29-12-00 18:00,1.8
29-12-00 17:00,1.7
29-12-00 16:00,3.0
29-12-00 15:00,2.0
29-12-00 14:00,3.2
29-12-00 13:00,4.1
29-12-00 12:00,1.7
29-12-00 11:00,1.6
29-12-00 10:00,1.3
29-12-00 09:00,1.5
29-12-00 08:00,1.0
29-12-00 07:00,
29-12-00 06:00,1.0
29-12-00 05:00,1.0
29-12-00 04:00,1.0
29-12-00 03:00,1.0
29-12-00 02:00,1.0
29-12-00 01:00,1.0
29-12-00 00:00,
28-12-00 23:00,1.5
28-12-00 22:00,1.3
28-12-00 21:00,1.1
28-12-00 20:00,1.4
28-12-00 19:00,3.2
28-12-00 18:00,1.7
28-12-00 17:00,2.3
28-12-00 16:00,2.1
28-12-00 15:00,2.1
28-12-00 14:00,4.9
28-12-00 13:00,7.9
28-12-00 12:00,7.1
28-12-00 11:00,9.6
28-12-00 10:00,11.8
28-12-00 09:00,13.0
28-12-00 08:00,11.5
28-12-00 07:00,
28-12-00 06:00,15.1
28-12-00 05:00,12.4
28-12-00 04:00,19.3
28-12-00 03:00,24.2
28-12-00 02:00,15.0
28-12-00 01:00,19.3
28-12-00 00:00,
27-12-00 23:00,18.8
27-12-00 22:00,21.4
27-12-00 21:00,19.0
27-12-00 20:00,14.6
27-12-00 19:00,10.7
27-12-00 18:00,12.5
27-12-00 17:00,9.1
27-12-00 16:00,5.3
27-12-00 15:00,9.0
27-12-00 14:00,8.8
27-12-00 13:00,8.1
27-12-00 12:00,9.1
27-12-00 11:00,10.2
27-12-00 10:00,8.3
27-12-00 09:00,9.5
27-12-00 08:00,
27-12-00 07:00,7.8
27-12-00 06:00,9.3
27-12-00 05:00,8.5
27-12-00 04:00,7.4
27-12-00 03:00,8.1
27-12-00 02:00,6.2
27-12-00 01:00,7.3
27-12-00 00:00,
26-12-00 23:00,8.2
26-12-00 22:00,9.4
26-12-00 21:00,9.4
26-12-00 20:00,5.3
26-12-00 19:00,8.1
26-12-00 18:00,9.0
26-12-00 17:00,9.7
26-12-00 16:00,12.9
26-12-00 15:00,13.8
26-12-00 14:00,12.0
26-12-00 13:00,6.9
26-12-00 12:00,5.4
26-12-00 11:00,4.5
26-12-00 10:00,4.8
26-12-00 09:00,4.4
26-12-00 08:00,
26-12-00 07:00,5.3
26-12-00 06:00,6.6
26-12-00 05:00,5.7
26-12-00 04:00,6.7
26-12-00 03:00,6.0
26-12-00 02:00,5.3
26-12-00 01:00,6.4
26-12-00 00:00,
25-12-00 23:00,8.8
25-12-00 22:00,7.8
25-12-00 21:00,8.5
25-12-00 20:00,6.4
25-12-00 19:00,7.2
25-12-00 18:00,7.1
25-12-00 17:00,8.5
25-12-00 16:00,8.1
25-12-00 15:00,12.8
25-12-00 14:00,37.1
25-12-00 13:00,40.2
25-12-00 12:00,56.6
25-12-00 11:00,41.5
25-12-00 10:00,71.6
25-12-00 09:00,
25-12-00 08:00,46.2
25-12-00 07:00,30.8
25-12-00 06:00,13.5
25-12-00 05:00,8.5
25-12-00 04:00,6.8
25-12-00 03:00,7.0
25-12-00 02:00,7.4
25-12-00 01:00,9.4
25-12-00 00:00,
24-12-00 23:00,13.3
24-12-00 22:00,8.9
24-12-00 21:00,7.3
24-12-00 20:00,8.0
24-12-00 19:00,8.4
24-12-00 18:00,8.6
24-12-00 17:00,8.3
24-12-00 16:00,8.2
24-12-00 15:00,9.2
24-12-00 14:00,8.7
24-12-00 13:00,8.5
24-12-00 12:00,9.5
24-12-00 11:00,7.9
24-12-00 10:00,7.5
24-12-00 09:00,
24-12-00 08:00,6.7
24-12-00 07:00,7.3
24-12-00 06:00,6.7
24-12-00 05:00,6.4
24-12-00 04:00,5.8
24-12-00 03:00,6.0
24-12-00 02:00,6.1
24-12-00 01:00,6.2
24-12-00 00:00,
23-12-00 23:00,2.0
23-12-00 22:00,3.7
23-12-00 21:00,3.8
23-12-00 20:00,4.0
23-12-00 19:00,3.9
23-12-00 18:00,6.5
23-12-00 17:00,8.0
23-12-00 16:00,10.3
23-12-00 15:00,11.1
23-12-00 14:00,13.0
23-12-00 13:00,17.6
23-12-00 12:00,10.2
23-12-00 11:00,12.8
23-12-00 10:00,
23-12-00 09:00,12.6
23-12-00 08:00,10.7
23-12-00 07:00,9.9
23-12-00 06:00,10.4
23-12-00 05:00,10.4
23-12-00 04:00,10.1
23-12-00 03:00,10.2
23-12-00 02:00,11.0
23-12-00 01:00,13.4
23-12-00 00:00,
22-12-00 23:00,21.0
22-12-00 22:00,21.1
22-12-00 21:00,19.0
22-12-00 20:00,20.0
22-12-00 19:00,11.7
22-12-00 18:00,6.5
22-12-00 17:00,6.4
22-12-00 16:00,7.7
22-12-00 15:00,10.4
22-12-00 14:00,8.9
22-12-00 13:00,11.9
22-12-00 12:00,23.0
22-12-00 11:00,23.4
22-12-00 10:00,
22-12-00 09:00,16.0
22-12-00 08:00,9.5
22-12-00 07:00,8.4
22-12-00 06:00,13.4
22-12-00 05:00,26.4
22-12-00 04:00,31.6
22-12-00 03:00,25.4
22-12-00 02:00,20.6
22-12-00 01:00,31.9
22-12-00 00:00,
21-12-00 23:00,30.1
21-12-00 22:00,20.3
21-12-00 21:00,26.4
21-12-00 20:00,27.7
21-12-00 19:00,35.5
21-12-00 18:00,24.0
21-12-00 17:00,22.9
21-12-00 16:00,12.6
21-12-00 15:00,15.3
21-12-00 14:00,19.0
21-12-00 13:00,19.9
21-12-00 12:00,19.4
21-12-00 11:00,
21-12-00 10:00,3.6
21-12-00 09:00,1.5
21-12-00 08:00,3.4
21-12-00 07:00,3.0
21-12-00 06:00,1.1
21-12-00 05:00,1.0
21-12-00 04:00,1.0
21-12-00 03:00,1.0
21-12-00 02:00,1.0
21-12-00 01:00,2.2
21-12-00 00:00,
20-12-00 23:00,10.8
20-12-00 22:00,11.3
20-12-00 21:00,3.8
20-12-00 20:00,3.3
20-12-00 19:00,4.7
20-12-00 18:00,6.5
20-12-00 17:00,6.2
20-12-00 16:00,6.5
20-12-00 15:00,8.1
20-12-00 14:00,13.5
20-12-00 13:00,8.8
20-12-00 12:00,6.1
20-12-00 11:00,
20-12-00 10:00,5.2
20-12-00 09:00,6.2
20-12-00 08:00,4.2
20-12-00 07:00,5.2
20-12-00 06:00,5.1
20-12-00 05:00,5.5
20-12-00 04:00,6.0
20-12-00 03:00,6.8
20-12-00 02:00,8.8
20-12-00 01:00,10.4
20-12-00 00:00,
19-12-00 23:00,10.2
19-12-00 22:00,11.6
19-12-00 21:00,10.2
19-12-00 20:00,10.0
19-12-00 19:00,8.5
19-12-00 18:00,8.5
19-12-00 17:00,6.6
19-12-00 16:00,7.9
19-12-00 15:00,10.6
19-12-00 14:00,
19-12-00 13:00,
19-12-00 12:00,7.1
19-12-00 11:00,9.3
19-12-00 10:00,8.5
19-12-00 09:00,7.6
19-12-00 08:00,6.0
19-12-00 07:00,5.7
19-12-00 06:00,5.6
19-12-00 05:00,4.4
19-12-00 04:00,1.7
19-12-00 03:00,2.5
19-12-00 02:00,1.7
19-12-00 01:00,
19-12-00 00:00,
18-12-00 23:00,2.1
18-12-00 22:00,2.1
18-12-00 21:00,1.9
18-12-00 20:00,2.1
18-12-00 19:00,2.4
18-12-00 18:00,2.4
18-12-00 17:00,3.3
18-12-00 16:00,4.0
18-12-00 15:00,4.4
18-12-00 14:00,5.8
18-12-00 13:00,4.6
18-12-00 12:00,6.5
18-12-00 11:00,4.1
18-12-00 10:00,2.7
18-12-00 09:00,3.7
18-12-00 08:00,4.3
18-12-00 07:00,3.4
18-12-00 06:00,2.8
18-12-00 05:00,1.3
18-12-00 04:00,1.8
18-12-00 03:00,1.0
18-12-00 02:00,1.5
18-12-00 01:00,
18-12-00 00:00,
17-12-00 23:00,3.3
17-12-00 22:00,1.8
17-12-00 21:00,1.9
17-12-00 20:00,2.6
17-12-00 19:00,3.2
17-12-00 18:00,2.9
17-12-00 17:00,3.0
17-12-00 16:00,3.9
17-12-00 15:00,4.4
17-12-00 14:00,4.4
17-12-00 13:00,4.1
17-12-00 12:00,4.4
17-12-00 11:00,4.9
17-12-00 10:00,5.1
17-12-00 09:00,2.7
17-12-00 08:00,2.0
17-12-00 07:00,1.7
17-12-00 06:00,2.2
17-12-00 05:00,2.8
17-12-00 04:00,2.9
17-12-00 03:00,2.6
17-12-00 02:00,3.1
17-12-00 01:00,
17-12-00 00:00,
16-12-00 23:00,2.9
16-12-00 22:00,3.4
16-12-00 21:00,2.5
16-12-00 20:00,3.5
16-12-00 19:00,3.1
16-12-00 18:00,3.4
16-12-00 17:00,3.1
16-12-00 16:00,4.4
16-12-00 15:00,4.1
16-12-00 14:00,4.6
16-12-00 13:00,4.9
16-12-00 12:00,3.9
16-12-00 11:00,3.9
16-12-00 10:00,2.9
16-12-00 09:00,7.2
16-12-00 08:00,2.8
16-12-00 07:00,1.7
16-12-00 06:00,1.2
16-12-00 05:00,1.3
16-12-00 04:00,1.2
16-12-00 03:00,1.0
16-12-00 02:00,1.6
16-12-00 01:00,
16-12-00 00:00,
15-12-00 23:00,1.0
15-12-00 22:00,1.0
15-12-00 21:00,1.0
15-12-00 20:00,1.1
15-12-00 19:00,1.0
15-12-00 18:00,1.2
15-12-00 17:00,3.5
15-12-00 16:00,3.8
15-12-00 15:00,1.0
15-12-00 14:00,1.0
15-12-00 13:00,1.9
15-12-00 12:00,2.7
15-12-00 11:00,1.1
15-12-00 10:00,1.7
15-12-00 09:00,2.5
15-12-00 08:00,2.1
15-12-00 07:00,2.1
15-12-00 06:00,1.0
15-12-00 05:00,1.0
15-12-00 04:00,1.4
15-12-00 03:00,1.0
15-12-00 02:00,1.0
15-12-00 01:00,
15-12-00 00:00,
14-12-00 23:00,2.3
