Datum Zeit,Freiberg NO2
,µg/m³
01-01-01 00:00,36
31-12-00 23:00,34
31-12-00 22:00,25
31-12-00 21:00,30
31-12-00 20:00,38
31-12-00 19:00,43
31-12-00 18:00,29
31-12-00 17:00,27
31-12-00 16:00,19
31-12-00 15:00,16
31-12-00 14:00,16
31-12-00 13:00,15
31-12-00 12:00,12
31-12-00 11:00,12
31-12-00 10:00,13
31-12-00 09:00,13
31-12-00 08:00,15
31-12-00 07:00,
31-12-00 06:00,14
31-12-00 05:00,16
31-12-00 04:00,16
31-12-00 03:00,20
31-12-00 02:00,22
31-12-00 01:00,24
31-12-00 00:00,26
30-12-00 23:00,25
30-12-00 22:00,23
30-12-00 21:00,23
30-12-00 20:00,27
30-12-00 19:00,30
30-12-00 18:00,36
30-12-00 17:00,53
30-12-00 16:00,45
30-12-00 15:00,32
30-12-00 14:00,39
30-12-00 13:00,39
30-12-00 12:00,44
30-12-00 11:00,49
30-12-00 10:00,46
30-12-00 09:00,37
30-12-00 08:00,35
30-12-00 07:00,
30-12-00 06:00,32
30-12-00 05:00,31
30-12-00 04:00,29
30-12-00 03:00,31
30-12-00 02:00,29
30-12-00 01:00,30
30-12-00 00:00,27
29-12-00 23:00,35
29-12-00 22:00,28
29-12-00 21:00,32
29-12-00 20:00,36
29-12-00 19:00,49
29-12-00 18:00,52
29-12-00 17:00,66
29-12-00 16:00,62
29-12-00 15:00,49
29-12-00 14:00,43
29-12-00 13:00,47
29-12-00 12:00,52
29-12-00 11:00,49
29-12-00 10:00,38
29-12-00 09:00,32
29-12-00 08:00,
29-12-00 07:00,29
29-12-00 06:00,26
29-12-00 05:00,15
29-12-00 04:00,15
29-12-00 03:00,18
29-12-00 02:00,20
29-12-00 01:00,19
29-12-00 00:00,18
28-12-00 23:00,24
28-12-00 22:00,35
28-12-00 21:00,42
28-12-00 20:00,35
28-12-00 19:00,47
28-12-00 18:00,49
28-12-00 17:00,48
28-12-00 16:00,48
28-12-00 15:00,51
28-12-00 14:00,53
28-12-00 13:00,53
28-12-00 12:00,65
28-12-00 11:00,74
28-12-00 10:00,78
28-12-00 09:00,76
28-12-00 08:00,
28-12-00 07:00,78
28-12-00 06:00,73
28-12-00 05:00,53
28-12-00 04:00,52
28-12-00 03:00,37
28-12-00 02:00,35
28-12-00 01:00,42
28-12-00 00:00,38
27-12-00 23:00,39
27-12-00 22:00,38
27-12-00 21:00,45
27-12-00 20:00,54
27-12-00 19:00,61
27-12-00 18:00,62
27-12-00 17:00,57
27-12-00 16:00,52
27-12-00 15:00,51
27-12-00 14:00,43
27-12-00 13:00,41
27-12-00 12:00,46
27-12-00 11:00,54
27-12-00 10:00,60
27-12-00 09:00,
27-12-00 08:00,53
27-12-00 07:00,51
27-12-00 06:00,58
27-12-00 05:00,61
27-12-00 04:00,53
27-12-00 03:00,48
27-12-00 02:00,50
27-12-00 01:00,57
27-12-00 00:00,45
26-12-00 23:00,39
26-12-00 22:00,43
26-12-00 21:00,37
26-12-00 20:00,32
26-12-00 19:00,35
26-12-00 18:00,35
26-12-00 17:00,38
26-12-00 16:00,46
26-12-00 15:00,48
26-12-00 14:00,42
26-12-00 13:00,30
26-12-00 12:00,25
26-12-00 11:00,24
26-12-00 10:00,28
26-12-00 09:00,
26-12-00 08:00,29
26-12-00 07:00,25
26-12-00 06:00,23
26-12-00 05:00,22
26-12-00 04:00,21
26-12-00 03:00,26
26-12-00 02:00,24
26-12-00 01:00,24
26-12-00 00:00,23
25-12-00 23:00,26
25-12-00 22:00,29
25-12-00 21:00,34
25-12-00 20:00,36
25-12-00 19:00,41
25-12-00 18:00,40
25-12-00 17:00,35
25-12-00 16:00,35
25-12-00 15:00,31
25-12-00 14:00,30
25-12-00 13:00,41
25-12-00 12:00,41
25-12-00 11:00,45
25-12-00 10:00,
25-12-00 09:00,44
25-12-00 08:00,25
25-12-00 07:00,24
25-12-00 06:00,30
25-12-00 05:00,23
25-12-00 04:00,22
25-12-00 03:00,16
25-12-00 02:00,22
25-12-00 01:00,38
25-12-00 00:00,51
24-12-00 23:00,55
24-12-00 22:00,51
24-12-00 21:00,53
24-12-00 20:00,39
24-12-00 19:00,47
24-12-00 18:00,54
24-12-00 17:00,50
24-12-00 16:00,44
24-12-00 15:00,43
24-12-00 14:00,21
24-12-00 13:00,25
24-12-00 12:00,35
24-12-00 11:00,45
24-12-00 10:00,
24-12-00 09:00,33
24-12-00 08:00,18
24-12-00 07:00,19
24-12-00 06:00,12
24-12-00 05:00,12
24-12-00 04:00,14
24-12-00 03:00,17
24-12-00 02:00,17
24-12-00 01:00,17
24-12-00 00:00,23
23-12-00 23:00,22
23-12-00 22:00,31
23-12-00 21:00,43
23-12-00 20:00,46
23-12-00 19:00,50
23-12-00 18:00,52
23-12-00 17:00,58
23-12-00 16:00,55
23-12-00 15:00,50
23-12-00 14:00,44
23-12-00 13:00,48
23-12-00 12:00,53
23-12-00 11:00,
23-12-00 10:00,50
23-12-00 09:00,52
23-12-00 08:00,66
23-12-00 07:00,73
23-12-00 06:00,41
23-12-00 05:00,26
23-12-00 04:00,28
23-12-00 03:00,28
23-12-00 02:00,26
23-12-00 01:00,31
23-12-00 00:00,28
22-12-00 23:00,28
22-12-00 22:00,30
22-12-00 21:00,36
22-12-00 20:00,37
22-12-00 19:00,46
22-12-00 18:00,42
22-12-00 17:00,43
22-12-00 16:00,46
22-12-00 15:00,41
22-12-00 14:00,44
22-12-00 13:00,39
22-12-00 12:00,43
22-12-00 11:00,
22-12-00 10:00,44
22-12-00 09:00,45
22-12-00 08:00,48
22-12-00 07:00,50
22-12-00 06:00,49
22-12-00 05:00,35
22-12-00 04:00,40
22-12-00 03:00,39
22-12-00 02:00,40
22-12-00 01:00,39
22-12-00 00:00,42
21-12-00 23:00,48
21-12-00 22:00,49
21-12-00 21:00,53
21-12-00 20:00,50
21-12-00 19:00,54
21-12-00 18:00,53
21-12-00 17:00,48
21-12-00 16:00,45
21-12-00 15:00,
21-12-00 14:00,
21-12-00 13:00,
21-12-00 12:00,
21-12-00 11:00,
21-12-00 10:00,53
21-12-00 09:00,64
21-12-00 08:00,61
21-12-00 07:00,50
21-12-00 06:00,37
21-12-00 05:00,30
21-12-00 04:00,30
21-12-00 03:00,31
21-12-00 02:00,31
21-12-00 01:00,29
21-12-00 00:00,33
20-12-00 23:00,44
20-12-00 22:00,41
20-12-00 21:00,49
20-12-00 20:00,52
20-12-00 19:00,58
20-12-00 18:00,60
20-12-00 17:00,58
20-12-00 16:00,47
20-12-00 15:00,44
20-12-00 14:00,37
20-12-00 13:00,38
20-12-00 12:00,
20-12-00 11:00,48
20-12-00 10:00,51
20-12-00 09:00,51
20-12-00 08:00,46
20-12-00 07:00,37
20-12-00 06:00,31
20-12-00 05:00,28
20-12-00 04:00,28
20-12-00 03:00,37
20-12-00 02:00,
20-12-00 01:00,30
20-12-00 00:00,31
19-12-00 23:00,36
19-12-00 22:00,45
19-12-00 21:00,44
19-12-00 20:00,47
19-12-00 19:00,53
19-12-00 18:00,60
19-12-00 17:00,74
19-12-00 16:00,66
19-12-00 15:00,54
19-12-00 14:00,48
19-12-00 13:00,47
19-12-00 12:00,61
19-12-00 11:00,
19-12-00 10:00,72
19-12-00 09:00,69
19-12-00 08:00,67
19-12-00 07:00,54
19-12-00 06:00,44
19-12-00 05:00,34
19-12-00 04:00,32
19-12-00 03:00,36
19-12-00 02:00,35
19-12-00 01:00,42
19-12-00 00:00,42
18-12-00 23:00,41
18-12-00 22:00,39
18-12-00 21:00,54
18-12-00 20:00,58
18-12-00 19:00,70
18-12-00 18:00,74
18-12-00 17:00,80
18-12-00 16:00,65
18-12-00 15:00,57
18-12-00 14:00,48
18-12-00 13:00,51
18-12-00 12:00,53
18-12-00 11:00,
18-12-00 10:00,55
18-12-00 09:00,52
18-12-00 08:00,56
18-12-00 07:00,54
18-12-00 06:00,41
18-12-00 05:00,24
18-12-00 04:00,21
18-12-00 03:00,21
18-12-00 02:00,20
18-12-00 01:00,18
18-12-00 00:00,19
17-12-00 23:00,16
17-12-00 22:00,27
17-12-00 21:00,28
17-12-00 20:00,26
17-12-00 19:00,27
17-12-00 18:00,28
17-12-00 17:00,34
17-12-00 16:00,35
17-12-00 15:00,36
17-12-00 14:00,30
17-12-00 13:00,31
17-12-00 12:00,
17-12-00 11:00,29
17-12-00 10:00,28
17-12-00 09:00,21
17-12-00 08:00,18
17-12-00 07:00,18
17-12-00 06:00,23
17-12-00 05:00,21
17-12-00 04:00,19
17-12-00 03:00,16
17-12-00 02:00,16
17-12-00 01:00,16
17-12-00 00:00,26
16-12-00 23:00,28
16-12-00 22:00,28
16-12-00 21:00,26
16-12-00 20:00,27
16-12-00 19:00,24
16-12-00 18:00,24
16-12-00 17:00,22
16-12-00 16:00,22
16-12-00 15:00,27
16-12-00 14:00,23
16-12-00 13:00,28
16-12-00 12:00,
16-12-00 11:00,
16-12-00 10:00,
16-12-00 09:00,25
16-12-00 08:00,21
16-12-00 07:00,20
16-12-00 06:00,19
16-12-00 05:00,17
16-12-00 04:00,15
16-12-00 03:00,14
16-12-00 02:00,14
16-12-00 01:00,19
16-12-00 00:00,20
15-12-00 23:00,22
15-12-00 22:00,28
15-12-00 21:00,28
15-12-00 20:00,30
15-12-00 19:00,34
15-12-00 18:00,40
15-12-00 17:00,42
15-12-00 16:00,43
15-12-00 15:00,41
15-12-00 14:00,44
15-12-00 13:00,
15-12-00 12:00,41
15-12-00 11:00,40
15-12-00 10:00,42
15-12-00 09:00,49
15-12-00 08:00,56
15-12-00 07:00,34
15-12-00 06:00,19
15-12-00 05:00,14
15-12-00 04:00,12
15-12-00 03:00,10
15-12-00 02:00,9
15-12-00 01:00,10
15-12-00 00:00,12
14-12-00 23:00,17
14-12-00 22:00,25
14-12-00 21:00,29
14-12-00 20:00,38
14-12-00 19:00,51
14-12-00 18:00,52
14-12-00 17:00,51
14-12-00 16:00,50
14-12-00 15:00,51
14-12-00 14:00,42
14-12-00 13:00,
14-12-00 12:00,40
14-12-00 11:00,38
14-12-00 10:00,42
14-12-00 09:00,44
14-12-00 08:00,42
14-12-00 07:00,33
14-12-00 06:00,15
14-12-00 05:00,9
14-12-00 04:00,9
14-12-00 03:00,9
14-12-00 02:00,11
14-12-00 01:00,10
14-12-00 00:00,10
13-12-00 23:00,14
13-12-00 22:00,17
13-12-00 21:00,19
13-12-00 20:00,30
13-12-00 19:00,40
13-12-00 18:00,46
13-12-00 17:00,55
13-12-00 16:00,48
13-12-00 15:00,38
13-12-00 14:00,37
13-12-00 13:00,
13-12-00 12:00,34
13-12-00 11:00,40
13-12-00 10:00,39
13-12-00 09:00,34
13-12-00 08:00,45
13-12-00 07:00,41
13-12-00 06:00,36
13-12-00 05:00,15
13-12-00 04:00,11
13-12-00 03:00,13
13-12-00 02:00,13
13-12-00 01:00,
13-12-00 00:00,13
12-12-00 23:00,17
12-12-00 22:00,21
12-12-00 21:00,25
12-12-00 20:00,35
12-12-00 19:00,47
12-12-00 18:00,48
12-12-00 17:00,54
12-12-00 16:00,55
12-12-00 15:00,49
12-12-00 14:00,45
12-12-00 13:00,36
12-12-00 12:00,41
12-12-00 11:00,37
12-12-00 10:00,39
12-12-00 09:00,37
12-12-00 08:00,39
12-12-00 07:00,31
12-12-00 06:00,19
12-12-00 05:00,12
12-12-00 04:00,12
12-12-00 03:00,11
12-12-00 02:00,11
12-12-00 01:00,
12-12-00 00:00,14
11-12-00 23:00,15
11-12-00 22:00,20
11-12-00 21:00,27
11-12-00 20:00,35
11-12-00 19:00,44
11-12-00 18:00,49
11-12-00 17:00,55
11-12-00 16:00,49
11-12-00 15:00,48
11-12-00 14:00,44
11-12-00 13:00,42
11-12-00 12:00,43
11-12-00 11:00,55
11-12-00 10:00,49
11-12-00 09:00,51
11-12-00 08:00,45
11-12-00 07:00,43
11-12-00 06:00,25
11-12-00 05:00,16
11-12-00 04:00,12
11-12-00 03:00,11
11-12-00 02:00,
11-12-00 01:00,9
11-12-00 00:00,12
10-12-00 23:00,12
10-12-00 22:00,14
10-12-00 21:00,15
10-12-00 20:00,18
10-12-00 19:00,24
10-12-00 18:00,28
10-12-00 17:00,30
10-12-00 16:00,34
10-12-00 15:00,35
10-12-00 14:00,26
10-12-00 13:00,25
10-12-00 12:00,29
10-12-00 11:00,27
10-12-00 10:00,19
10-12-00 09:00,15
10-12-00 08:00,14
10-12-00 07:00,16
10-12-00 06:00,20
10-12-00 05:00,20
10-12-00 04:00,18
10-12-00 03:00,14
10-12-00 02:00,
10-12-00 01:00,18
10-12-00 00:00,27
09-12-00 23:00,28
09-12-00 22:00,38
09-12-00 21:00,33
09-12-00 20:00,41
09-12-00 19:00,51
09-12-00 18:00,43
09-12-00 17:00,47
09-12-00 16:00,48
09-12-00 15:00,46
09-12-00 14:00,42
09-12-00 13:00,46
09-12-00 12:00,44
09-12-00 11:00,45
09-12-00 10:00,41
09-12-00 09:00,35
09-12-00 08:00,27
09-12-00 07:00,29
09-12-00 06:00,24
09-12-00 05:00,33
09-12-00 04:00,30
09-12-00 03:00,
09-12-00 02:00,41
09-12-00 01:00,42
09-12-00 00:00,48
08-12-00 23:00,49
08-12-00 22:00,34
08-12-00 21:00,37
08-12-00 20:00,37
08-12-00 19:00,44
08-12-00 18:00,46
08-12-00 17:00,49
08-12-00 16:00,41
08-12-00 15:00,48
08-12-00 14:00,61
08-12-00 13:00,50
08-12-00 12:00,44
08-12-00 11:00,48
08-12-00 10:00,52
08-12-00 09:00,50
08-12-00 08:00,54
08-12-00 07:00,36
08-12-00 06:00,31
08-12-00 05:00,33
08-12-00 04:00,27
08-12-00 03:00,
08-12-00 02:00,
08-12-00 01:00,33
08-12-00 00:00,24
07-12-00 23:00,25
07-12-00 22:00,30
07-12-00 21:00,31
07-12-00 20:00,33
07-12-00 19:00,
07-12-00 18:00,43
07-12-00 17:00,57
07-12-00 16:00,52
07-12-00 15:00,45
07-12-00 14:00,31
07-12-00 13:00,30
07-12-00 12:00,
07-12-00 11:00,37
07-12-00 10:00,
07-12-00 09:00,
07-12-00 08:00,42
07-12-00 07:00,38
07-12-00 06:00,29
07-12-00 05:00,29
07-12-00 04:00,26
07-12-00 03:00,19
07-12-00 02:00,16
07-12-00 01:00,17
07-12-00 00:00,23
06-12-00 23:00,28
06-12-00 22:00,35
06-12-00 21:00,39
06-12-00 20:00,44
06-12-00 19:00,45
06-12-00 18:00,49
06-12-00 17:00,51
06-12-00 16:00,
06-12-00 15:00,
06-12-00 14:00,
06-12-00 13:00,
06-12-00 12:00,
06-12-00 11:00,31
06-12-00 10:00,35
06-12-00 09:00,35
06-12-00 08:00,
06-12-00 07:00,
06-12-00 06:00,
06-12-00 05:00,
06-12-00 04:00,
06-12-00 03:00,
06-12-00 02:00,
06-12-00 01:00,22
06-12-00 00:00,21
05-12-00 23:00,22
05-12-00 22:00,23
05-12-00 21:00,30
05-12-00 20:00,36
05-12-00 19:00,39
05-12-00 18:00,42
05-12-00 17:00,50
05-12-00 16:00,55
05-12-00 15:00,44
05-12-00 14:00,40
05-12-00 13:00,36
05-12-00 12:00,41
05-12-00 11:00,54
05-12-00 10:00,44
05-12-00 09:00,51
05-12-00 08:00,56
05-12-00 07:00,
05-12-00 06:00,36
05-12-00 05:00,25
05-12-00 04:00,17
05-12-00 03:00,13
05-12-00 02:00,15
05-12-00 01:00,17
05-12-00 00:00,20
04-12-00 23:00,24
04-12-00 22:00,29
04-12-00 21:00,39
04-12-00 20:00,38
04-12-00 19:00,36
04-12-00 18:00,35
04-12-00 17:00,41
04-12-00 16:00,37
04-12-00 15:00,34
04-12-00 14:00,33
04-12-00 13:00,35
04-12-00 12:00,41
04-12-00 11:00,44
04-12-00 10:00,47
04-12-00 09:00,52
04-12-00 08:00,
04-12-00 07:00,46
04-12-00 06:00,43
04-12-00 05:00,30
04-12-00 04:00,20
04-12-00 03:00,22
04-12-00 02:00,21
04-12-00 01:00,21
04-12-00 00:00,25
03-12-00 23:00,33
