Datum Zeit,Bautzen BEN
,µg/m³
01-01-01 00:00,1.6
31-12-00 23:00,1.8
31-12-00 22:00,2.1
31-12-00 21:00,2.0
31-12-00 20:00,2.5
31-12-00 19:00,2.3
31-12-00 18:00,2.0
31-12-00 17:00,1.7
31-12-00 16:00,1.9
31-12-00 15:00,1.6
31-12-00 14:00,1.6
31-12-00 13:00,2.0
31-12-00 12:00,1.7
31-12-00 11:00,1.6
31-12-00 10:00,1.5
31-12-00 09:00,1.4
31-12-00 08:00,1.5
31-12-00 07:00,1.5
31-12-00 06:00,1.6
31-12-00 05:00,1.4
31-12-00 04:00,1.5
31-12-00 03:00,
31-12-00 02:00,
31-12-00 01:00,
31-12-00 00:00,
30-12-00 23:00,1.8
30-12-00 22:00,2.1
30-12-00 21:00,3.3
30-12-00 20:00,5.1
30-12-00 19:00,3.9
30-12-00 18:00,3.7
30-12-00 17:00,3.4
30-12-00 16:00,3.6
30-12-00 15:00,3.7
30-12-00 14:00,3.5
30-12-00 13:00,4.6
30-12-00 12:00,7.9
30-12-00 11:00,9.4
30-12-00 10:00,14.9
30-12-00 09:00,4.5
30-12-00 08:00,4.3
30-12-00 07:00,3.3
30-12-00 06:00,3.1
30-12-00 05:00,3.1
30-12-00 04:00,2.7
30-12-00 03:00,2.5
30-12-00 02:00,2.5
30-12-00 01:00,2.3
30-12-00 00:00,2.4
29-12-00 23:00,2.6
29-12-00 22:00,2.6
29-12-00 21:00,2.6
29-12-00 20:00,2.6
29-12-00 19:00,3.7
29-12-00 18:00,2.5
29-12-00 17:00,2.6
29-12-00 16:00,2.0
29-12-00 15:00,2.5
29-12-00 14:00,3.1
29-12-00 13:00,2.6
29-12-00 12:00,2.3
29-12-00 11:00,2.3
29-12-00 10:00,2.7
29-12-00 09:00,1.9
29-12-00 08:00,1.8
29-12-00 07:00,1.5
29-12-00 06:00,1.2
29-12-00 05:00,1.1
29-12-00 04:00,1.2
29-12-00 03:00,1.2
29-12-00 02:00,1.3
29-12-00 01:00,2.0
29-12-00 00:00,2.2
28-12-00 23:00,2.6
28-12-00 22:00,2.8
28-12-00 21:00,3.5
28-12-00 20:00,3.6
28-12-00 19:00,3.7
28-12-00 18:00,4.2
28-12-00 17:00,4.5
28-12-00 16:00,3.9
28-12-00 15:00,4.1
28-12-00 14:00,4.9
28-12-00 13:00,9.0
28-12-00 12:00,10.5
28-12-00 11:00,12.6
28-12-00 10:00,7.6
28-12-00 09:00,6.6
28-12-00 08:00,3.6
28-12-00 07:00,3.5
28-12-00 06:00,3.1
28-12-00 05:00,2.5
28-12-00 04:00,2.6
28-12-00 03:00,2.8
28-12-00 02:00,2.9
28-12-00 01:00,2.8
28-12-00 00:00,2.8
27-12-00 23:00,2.9
27-12-00 22:00,2.8
27-12-00 21:00,2.7
27-12-00 20:00,2.9
27-12-00 19:00,2.8
27-12-00 18:00,3.6
27-12-00 17:00,3.5
27-12-00 16:00,3.6
27-12-00 15:00,3.2
27-12-00 14:00,3.1
27-12-00 13:00,3.3
27-12-00 12:00,3.3
27-12-00 11:00,4.5
27-12-00 10:00,5.0
27-12-00 09:00,4.9
27-12-00 08:00,
27-12-00 07:00,
27-12-00 06:00,
27-12-00 05:00,
27-12-00 04:00,3.8
27-12-00 03:00,3.2
27-12-00 02:00,3.0
27-12-00 01:00,3.2
27-12-00 00:00,3.8
26-12-00 23:00,4.4
26-12-00 22:00,4.3
26-12-00 21:00,6.9
26-12-00 20:00,6.7
26-12-00 19:00,6.6
26-12-00 18:00,6.6
26-12-00 17:00,6.3
26-12-00 16:00,6.1
26-12-00 15:00,6.1
26-12-00 14:00,5.4
26-12-00 13:00,5.5
26-12-00 12:00,5.3
26-12-00 11:00,5.5
26-12-00 10:00,5.2
26-12-00 09:00,4.5
26-12-00 08:00,3.9
26-12-00 07:00,3.8
26-12-00 06:00,3.9
26-12-00 05:00,4.0
26-12-00 04:00,4.1
26-12-00 03:00,4.3
26-12-00 02:00,4.2
26-12-00 01:00,4.3
26-12-00 00:00,4.3
25-12-00 23:00,4.5
25-12-00 22:00,4.6
25-12-00 21:00,4.6
25-12-00 20:00,5.3
25-12-00 19:00,4.4
25-12-00 18:00,4.5
25-12-00 17:00,4.1
25-12-00 16:00,3.8
25-12-00 15:00,3.7
25-12-00 14:00,3.8
25-12-00 13:00,3.7
25-12-00 12:00,4.1
25-12-00 11:00,3.6
25-12-00 10:00,4.4
25-12-00 09:00,3.1
25-12-00 08:00,3.0
25-12-00 07:00,2.9
25-12-00 06:00,3.0
25-12-00 05:00,3.1
25-12-00 04:00,3.3
25-12-00 03:00,3.3
25-12-00 02:00,3.2
25-12-00 01:00,3.1
25-12-00 00:00,2.7
24-12-00 23:00,3.0
24-12-00 22:00,2.8
24-12-00 21:00,2.7
24-12-00 20:00,2.6
24-12-00 19:00,2.8
24-12-00 18:00,3.0
24-12-00 17:00,3.1
24-12-00 16:00,3.6
24-12-00 15:00,3.8
24-12-00 14:00,3.1
24-12-00 13:00,3.4
24-12-00 12:00,3.4
24-12-00 11:00,3.5
24-12-00 10:00,3.5
24-12-00 09:00,3.2
24-12-00 08:00,2.9
24-12-00 07:00,2.9
24-12-00 06:00,3.0
24-12-00 05:00,3.0
24-12-00 04:00,3.1
24-12-00 03:00,3.1
24-12-00 02:00,3.1
24-12-00 01:00,3.0
24-12-00 00:00,2.8
23-12-00 23:00,2.7
23-12-00 22:00,3.0
23-12-00 21:00,3.6
23-12-00 20:00,3.8
23-12-00 19:00,3.8
23-12-00 18:00,4.4
23-12-00 17:00,4.5
23-12-00 16:00,2.9
23-12-00 15:00,2.6
23-12-00 14:00,2.2
23-12-00 13:00,
23-12-00 12:00,
23-12-00 11:00,
23-12-00 10:00,
23-12-00 09:00,1.7
23-12-00 08:00,1.6
23-12-00 07:00,1.5
23-12-00 06:00,1.5
23-12-00 05:00,1.5
23-12-00 04:00,1.6
23-12-00 03:00,1.6
23-12-00 02:00,1.7
23-12-00 01:00,1.8
23-12-00 00:00,1.8
22-12-00 23:00,2.1
