Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-00,8.85
30-12-00,
29-12-00,14.47
28-12-00,
27-12-00,18.36
26-12-00,
25-12-00,49.58
24-12-00,
23-12-00,18.54
22-12-00,
21-12-00,22.74
20-12-00,
19-12-00,11.57
18-12-00,
17-12-00,7.63
16-12-00,
15-12-00,1.90
14-12-00,
13-12-00,2.88
12-12-00,
11-12-00,2.71
10-12-00,
09-12-00,
08-12-00,
07-12-00,
06-12-00,
05-12-00,3.18
04-12-00,
03-12-00,3.99
02-12-00,
01-12-00,4.69

