Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-01-01 00:00,17
31-12-00 23:00,21
31-12-00 22:00,31
31-12-00 21:00,32
31-12-00 20:00,29
31-12-00 19:00,21
31-12-00 18:00,13
31-12-00 17:00,22
31-12-00 16:00,23
31-12-00 15:00,21
31-12-00 14:00,28
31-12-00 13:00,35
31-12-00 12:00,28
31-12-00 11:00,27
31-12-00 10:00,31
31-12-00 09:00,33
31-12-00 08:00,
31-12-00 07:00,34
31-12-00 06:00,33
31-12-00 05:00,31
31-12-00 04:00,29
31-12-00 03:00,19
31-12-00 02:00,16
31-12-00 01:00,14
31-12-00 00:00,17
30-12-00 23:00,21
30-12-00 22:00,27
30-12-00 21:00,32
30-12-00 20:00,32
30-12-00 19:00,29
30-12-00 18:00,27
30-12-00 17:00,22
30-12-00 16:00,38
30-12-00 15:00,42
30-12-00 14:00,43
30-12-00 13:00,44
30-12-00 12:00,33
30-12-00 11:00,19
30-12-00 10:00,15
30-12-00 09:00,13
30-12-00 08:00,
30-12-00 07:00,16
30-12-00 06:00,14
30-12-00 05:00,11
30-12-00 04:00,8
30-12-00 03:00,6
30-12-00 02:00,9
30-12-00 01:00,9
30-12-00 00:00,5
29-12-00 23:00,4
29-12-00 22:00,3
29-12-00 21:00,2
29-12-00 20:00,3
29-12-00 19:00,4
29-12-00 18:00,12
29-12-00 17:00,15
29-12-00 16:00,11
29-12-00 15:00,14
29-12-00 14:00,15
29-12-00 13:00,21
29-12-00 12:00,18
29-12-00 11:00,10
29-12-00 10:00,10
29-12-00 09:00,
29-12-00 08:00,10
29-12-00 07:00,20
29-12-00 06:00,13
29-12-00 05:00,13
29-12-00 04:00,24
29-12-00 03:00,34
29-12-00 02:00,35
29-12-00 01:00,29
29-12-00 00:00,26
28-12-00 23:00,15
28-12-00 22:00,13
28-12-00 21:00,8
28-12-00 20:00,5
28-12-00 19:00,1
28-12-00 18:00,1
28-12-00 17:00,1
28-12-00 16:00,1
28-12-00 15:00,6
28-12-00 14:00,8
28-12-00 13:00,7
28-12-00 12:00,5
28-12-00 11:00,4
28-12-00 10:00,4
28-12-00 09:00,
28-12-00 08:00,3
28-12-00 07:00,4
28-12-00 06:00,6
28-12-00 05:00,6
28-12-00 04:00,9
28-12-00 03:00,10
28-12-00 02:00,9
28-12-00 01:00,2
28-12-00 00:00,4
27-12-00 23:00,6
27-12-00 22:00,5
27-12-00 21:00,1
27-12-00 20:00,2
27-12-00 19:00,2
27-12-00 18:00,3
27-12-00 17:00,3
27-12-00 16:00,11
27-12-00 15:00,7
27-12-00 14:00,13
27-12-00 13:00,21
27-12-00 12:00,15
27-12-00 11:00,7
27-12-00 10:00,
27-12-00 09:00,1
27-12-00 08:00,1
27-12-00 07:00,1
27-12-00 06:00,5
27-12-00 05:00,14
27-12-00 04:00,5
27-12-00 03:00,2
27-12-00 02:00,1
27-12-00 01:00,2
27-12-00 00:00,2
26-12-00 23:00,2
26-12-00 22:00,2
26-12-00 21:00,2
26-12-00 20:00,3
26-12-00 19:00,4
26-12-00 18:00,7
26-12-00 17:00,9
26-12-00 16:00,12
26-12-00 15:00,11
26-12-00 14:00,9
26-12-00 13:00,7
26-12-00 12:00,6
26-12-00 11:00,5
26-12-00 10:00,
26-12-00 09:00,4
