Datum Zeit,Borna SO2
,µg/m³
01-01-01 00:00,7.2
31-12-00 23:00,8.7
31-12-00 22:00,9.2
31-12-00 21:00,11.2
31-12-00 20:00,7.4
31-12-00 19:00,8.7
31-12-00 18:00,8.2
31-12-00 17:00,6.9
31-12-00 16:00,5.5
31-12-00 15:00,6.1
31-12-00 14:00,5.8
31-12-00 13:00,5.6
31-12-00 12:00,6.4
31-12-00 11:00,6.8
31-12-00 10:00,6.6
31-12-00 09:00,6.1
31-12-00 08:00,5.0
31-12-00 07:00,5.6
31-12-00 06:00,
31-12-00 05:00,4.5
31-12-00 04:00,4.6
31-12-00 03:00,5.4
31-12-00 02:00,5.0
31-12-00 01:00,5.0
31-12-00 00:00,3.8
30-12-00 23:00,4.1
30-12-00 22:00,5.2
30-12-00 21:00,6.2
30-12-00 20:00,6.9
30-12-00 19:00,7.1
30-12-00 18:00,7.7
30-12-00 17:00,7.7
30-12-00 16:00,8.0
30-12-00 15:00,8.1
30-12-00 14:00,6.8
30-12-00 13:00,7.9
30-12-00 12:00,9.1
30-12-00 11:00,6.1
30-12-00 10:00,4.9
30-12-00 09:00,4.1
30-12-00 08:00,3.3
30-12-00 07:00,
30-12-00 06:00,3.5
30-12-00 05:00,3.6
30-12-00 04:00,3.6
30-12-00 03:00,4.0
30-12-00 02:00,4.4
30-12-00 01:00,4.3
30-12-00 00:00,3.4
29-12-00 23:00,3.3
29-12-00 22:00,4.1
29-12-00 21:00,5.1
29-12-00 20:00,5.6
29-12-00 19:00,6.2
29-12-00 18:00,5.7
29-12-00 17:00,6.0
29-12-00 16:00,6.9
29-12-00 15:00,8.2
29-12-00 14:00,10.3
29-12-00 13:00,6.1
29-12-00 12:00,7.4
29-12-00 11:00,6.6
29-12-00 10:00,4.4
29-12-00 09:00,3.6
29-12-00 08:00,3.1
29-12-00 07:00,
29-12-00 06:00,1.5
29-12-00 05:00,1.6
29-12-00 04:00,1.4
29-12-00 03:00,1.8
29-12-00 02:00,1.4
29-12-00 01:00,2.6
29-12-00 00:00,2.5
28-12-00 23:00,4.1
28-12-00 22:00,6.1
28-12-00 21:00,7.1
28-12-00 20:00,7.6
28-12-00 19:00,6.3
28-12-00 18:00,6.6
28-12-00 17:00,5.5
28-12-00 16:00,7.4
28-12-00 15:00,9.2
28-12-00 14:00,9.0
28-12-00 13:00,8.6
28-12-00 12:00,7.6
28-12-00 11:00,8.0
28-12-00 10:00,8.1
28-12-00 09:00,6.5
28-12-00 08:00,
28-12-00 07:00,6.2
28-12-00 06:00,6.1
28-12-00 05:00,6.0
28-12-00 04:00,6.5
28-12-00 03:00,3.6
28-12-00 02:00,2.0
28-12-00 01:00,2.0
28-12-00 00:00,5.8
27-12-00 23:00,7.3
27-12-00 22:00,9.0
27-12-00 21:00,9.0
27-12-00 20:00,9.5
27-12-00 19:00,8.7
27-12-00 18:00,10.2
27-12-00 17:00,11.6
27-12-00 16:00,16.2
27-12-00 15:00,15.5
27-12-00 14:00,16.6
27-12-00 13:00,17.3
27-12-00 12:00,18.1
27-12-00 11:00,10.5
27-12-00 10:00,9.0
27-12-00 09:00,7.1
27-12-00 08:00,
27-12-00 07:00,6.2
27-12-00 06:00,5.8
27-12-00 05:00,6.5
27-12-00 04:00,5.7
27-12-00 03:00,6.5
27-12-00 02:00,7.6
27-12-00 01:00,8.8
27-12-00 00:00,8.2
26-12-00 23:00,9.1
