Datum Zeit,Radebeul-Wahnsdorf O3
,µg/m³
01-01-01 00:00,51
31-12-00 23:00,51
31-12-00 22:00,
31-12-00 21:00,40
31-12-00 20:00,34
31-12-00 19:00,35
31-12-00 18:00,42
31-12-00 17:00,50
31-12-00 16:00,51
31-12-00 15:00,52
31-12-00 14:00,50
31-12-00 13:00,53
31-12-00 12:00,51
31-12-00 11:00,45
31-12-00 10:00,41
31-12-00 09:00,36
31-12-00 08:00,33
31-12-00 07:00,33
31-12-00 06:00,34
31-12-00 05:00,28
31-12-00 04:00,24
31-12-00 03:00,27
31-12-00 02:00,29
31-12-00 01:00,30
31-12-00 00:00,34
30-12-00 23:00,39
30-12-00 22:00,
30-12-00 21:00,43
30-12-00 20:00,46
30-12-00 19:00,45
30-12-00 18:00,47
30-12-00 17:00,52
30-12-00 16:00,46
30-12-00 15:00,46
30-12-00 14:00,43
30-12-00 13:00,38
30-12-00 12:00,27
30-12-00 11:00,16
30-12-00 10:00,11
30-12-00 09:00,3
30-12-00 08:00,1
30-12-00 07:00,1
30-12-00 06:00,1
30-12-00 05:00,1
30-12-00 04:00,1
30-12-00 03:00,1
30-12-00 02:00,1
30-12-00 01:00,1
30-12-00 00:00,1
29-12-00 23:00,
29-12-00 22:00,2
29-12-00 21:00,2
29-12-00 20:00,2
29-12-00 19:00,5
29-12-00 18:00,1
29-12-00 17:00,2
29-12-00 16:00,5
29-12-00 15:00,13
29-12-00 14:00,16
29-12-00 13:00,17
29-12-00 12:00,19
29-12-00 11:00,14
29-12-00 10:00,20
29-12-00 09:00,14
29-12-00 08:00,2
29-12-00 07:00,6
29-12-00 06:00,34
29-12-00 05:00,35
29-12-00 04:00,31
29-12-00 03:00,34
29-12-00 02:00,39
29-12-00 01:00,40
29-12-00 00:00,33
28-12-00 23:00,
28-12-00 22:00,23
28-12-00 21:00,18
28-12-00 20:00,7
28-12-00 19:00,2
28-12-00 18:00,4
28-12-00 17:00,2
28-12-00 16:00,4
28-12-00 15:00,4
28-12-00 14:00,6
28-12-00 13:00,6
28-12-00 12:00,6
28-12-00 11:00,6
28-12-00 10:00,5
28-12-00 09:00,3
28-12-00 08:00,1
28-12-00 07:00,2
28-12-00 06:00,4
28-12-00 05:00,8
28-12-00 04:00,11
28-12-00 03:00,15
28-12-00 02:00,17
28-12-00 01:00,17
28-12-00 00:00,
27-12-00 23:00,16
27-12-00 22:00,15
27-12-00 21:00,13
27-12-00 20:00,5
27-12-00 19:00,4
27-12-00 18:00,6
27-12-00 17:00,9
27-12-00 16:00,15
27-12-00 15:00,22
27-12-00 14:00,24
27-12-00 13:00,30
27-12-00 12:00,27
27-12-00 11:00,24
27-12-00 10:00,15
27-12-00 09:00,5
27-12-00 08:00,2
27-12-00 07:00,1
27-12-00 06:00,1
27-12-00 05:00,1
27-12-00 04:00,2
27-12-00 03:00,2
27-12-00 02:00,1
27-12-00 01:00,5
27-12-00 00:00,
26-12-00 23:00,13
26-12-00 22:00,12
26-12-00 21:00,12
26-12-00 20:00,17
26-12-00 19:00,19
26-12-00 18:00,23
26-12-00 17:00,24
26-12-00 16:00,24
26-12-00 15:00,24
26-12-00 14:00,25
26-12-00 13:00,26
26-12-00 12:00,25
26-12-00 11:00,17
26-12-00 10:00,12
26-12-00 09:00,6
26-12-00 08:00,3
26-12-00 07:00,2
26-12-00 06:00,1
26-12-00 05:00,8
26-12-00 04:00,6
26-12-00 03:00,8
26-12-00 02:00,12
26-12-00 01:00,
26-12-00 00:00,14
25-12-00 23:00,22
25-12-00 22:00,21
25-12-00 21:00,19
25-12-00 20:00,15
25-12-00 19:00,20
25-12-00 18:00,22
25-12-00 17:00,19
25-12-00 16:00,23
25-12-00 15:00,27
25-12-00 14:00,27
25-12-00 13:00,23
25-12-00 12:00,24
25-12-00 11:00,27
25-12-00 10:00,28
25-12-00 09:00,27
25-12-00 08:00,24
25-12-00 07:00,20
25-12-00 06:00,18
25-12-00 05:00,20
25-12-00 04:00,17
25-12-00 03:00,13
25-12-00 02:00,13
25-12-00 01:00,
25-12-00 00:00,14
