Datum Zeit,Freiberg SO2
,µg/m³
01-01-01 00:00,10.7
31-12-00 23:00,4.1
31-12-00 22:00,4.3
31-12-00 21:00,4.4
31-12-00 20:00,4.3
31-12-00 19:00,4.1
31-12-00 18:00,5.3
31-12-00 17:00,5.7
31-12-00 16:00,4.6
31-12-00 15:00,4.1
31-12-00 14:00,4.3
31-12-00 13:00,5.8
31-12-00 12:00,6.4
31-12-00 11:00,6.1
31-12-00 10:00,4.0
31-12-00 09:00,3.9
31-12-00 08:00,
31-12-00 07:00,1.6
31-12-00 06:00,1.1
31-12-00 05:00,1.6
31-12-00 04:00,1.4
31-12-00 03:00,1.3
31-12-00 02:00,1.8
31-12-00 01:00,2.1
31-12-00 00:00,2.2
30-12-00 23:00,1.9
30-12-00 22:00,1.6
30-12-00 21:00,2.2
30-12-00 20:00,1.5
30-12-00 19:00,1.7
30-12-00 18:00,2.6
30-12-00 17:00,3.2
30-12-00 16:00,3.0
30-12-00 15:00,4.1
30-12-00 14:00,3.5
30-12-00 13:00,4.3
30-12-00 12:00,4.5
30-12-00 11:00,4.0
30-12-00 10:00,3.2
30-12-00 09:00,2.4
30-12-00 08:00,
30-12-00 07:00,2.2
30-12-00 06:00,2.7
30-12-00 05:00,3.0
30-12-00 04:00,3.4
30-12-00 03:00,4.8
30-12-00 02:00,3.7
30-12-00 01:00,3.2
30-12-00 00:00,1.5
29-12-00 23:00,1.7
29-12-00 22:00,1.3
29-12-00 21:00,1.3
29-12-00 20:00,1.5
29-12-00 19:00,2.3
29-12-00 18:00,5.3
29-12-00 17:00,6.4
29-12-00 16:00,4.8
29-12-00 15:00,4.4
29-12-00 14:00,5.2
29-12-00 13:00,6.2
29-12-00 12:00,6.7
29-12-00 11:00,9.2
29-12-00 10:00,5.2
29-12-00 09:00,
29-12-00 08:00,1.0
29-12-00 07:00,1.0
29-12-00 06:00,1.0
29-12-00 05:00,1.1
29-12-00 04:00,1.0
29-12-00 03:00,1.0
29-12-00 02:00,1.4
29-12-00 01:00,1.8
29-12-00 00:00,1.6
28-12-00 23:00,2.0
28-12-00 22:00,2.9
28-12-00 21:00,4.6
28-12-00 20:00,5.0
