Datum Zeit,Bautzen SO2
,µg/m³
01-01-01 00:00,5.1
31-12-00 23:00,5.1
31-12-00 22:00,5.8
31-12-00 21:00,5.4
31-12-00 20:00,5.6
31-12-00 19:00,5.0
31-12-00 18:00,4.6
31-12-00 17:00,2.4
31-12-00 16:00,3.8
31-12-00 15:00,3.4
31-12-00 14:00,
31-12-00 13:00,4.1
31-12-00 12:00,3.3
31-12-00 11:00,4.2
31-12-00 10:00,3.2
31-12-00 09:00,1.2
31-12-00 08:00,1.1
31-12-00 07:00,1.3
31-12-00 06:00,1.3
31-12-00 05:00,1.5
31-12-00 04:00,2.2
31-12-00 03:00,2.0
31-12-00 02:00,2.3
31-12-00 01:00,2.2
31-12-00 00:00,
30-12-00 23:00,
30-12-00 22:00,
30-12-00 21:00,
30-12-00 20:00,
30-12-00 19:00,
30-12-00 18:00,
30-12-00 17:00,
30-12-00 16:00,
30-12-00 15:00,
30-12-00 14:00,
30-12-00 13:00,
30-12-00 12:00,
30-12-00 11:00,
30-12-00 10:00,
30-12-00 09:00,
30-12-00 08:00,
30-12-00 07:00,
30-12-00 06:00,
30-12-00 05:00,
30-12-00 04:00,
30-12-00 03:00,
30-12-00 02:00,
30-12-00 01:00,
30-12-00 00:00,
29-12-00 23:00,
29-12-00 22:00,
29-12-00 21:00,
29-12-00 20:00,
29-12-00 19:00,
29-12-00 18:00,
29-12-00 17:00,
29-12-00 16:00,
29-12-00 15:00,
29-12-00 14:00,
29-12-00 13:00,
29-12-00 12:00,
29-12-00 11:00,
29-12-00 10:00,
29-12-00 09:00,
29-12-00 08:00,
29-12-00 07:00,
29-12-00 06:00,
29-12-00 05:00,
29-12-00 04:00,
29-12-00 03:00,
29-12-00 02:00,
29-12-00 01:00,
29-12-00 00:00,
28-12-00 23:00,
28-12-00 22:00,
28-12-00 21:00,4.3
28-12-00 20:00,4.4
28-12-00 19:00,3.9
28-12-00 18:00,3.6
28-12-00 17:00,4.1
28-12-00 16:00,5.0
28-12-00 15:00,7.0
28-12-00 14:00,9.1
28-12-00 13:00,10.4
28-12-00 12:00,16.5
28-12-00 11:00,14.8
28-12-00 10:00,10.4
28-12-00 09:00,7.6
28-12-00 08:00,4.0
28-12-00 07:00,3.2
28-12-00 06:00,2.3
28-12-00 05:00,1.2
28-12-00 04:00,
28-12-00 03:00,1.0
28-12-00 02:00,3.3
28-12-00 01:00,6.0
28-12-00 00:00,6.7
27-12-00 23:00,6.7
27-12-00 22:00,7.0
27-12-00 21:00,5.1
27-12-00 20:00,5.3
27-12-00 19:00,5.7
27-12-00 18:00,6.4
27-12-00 17:00,6.3
27-12-00 16:00,5.6
27-12-00 15:00,6.2
27-12-00 14:00,6.0
27-12-00 13:00,6.8
27-12-00 12:00,6.5
27-12-00 11:00,9.5
27-12-00 10:00,10.4
27-12-00 09:00,10.8
27-12-00 08:00,9.9
27-12-00 07:00,10.7
27-12-00 06:00,10.9
27-12-00 05:00,
27-12-00 04:00,10.8
27-12-00 03:00,9.8
27-12-00 02:00,8.2
27-12-00 01:00,8.6
27-12-00 00:00,7.6
26-12-00 23:00,10.9
26-12-00 22:00,14.1
26-12-00 21:00,13.9
26-12-00 20:00,14.6
26-12-00 19:00,16.6
26-12-00 18:00,14.8
26-12-00 17:00,17.4
26-12-00 16:00,16.2
26-12-00 15:00,14.2
26-12-00 14:00,18.0
26-12-00 13:00,16.5
26-12-00 12:00,18.3
26-12-00 11:00,20.6
26-12-00 10:00,12.4
26-12-00 09:00,8.7
26-12-00 08:00,8.2
26-12-00 07:00,9.3
26-12-00 06:00,9.9
26-12-00 05:00,
26-12-00 04:00,13.3
26-12-00 03:00,11.6
26-12-00 02:00,12.3
26-12-00 01:00,12.9
26-12-00 00:00,12.0
25-12-00 23:00,14.5
25-12-00 22:00,13.6
25-12-00 21:00,14.4
25-12-00 20:00,16.5
25-12-00 19:00,15.5
25-12-00 18:00,16.7
25-12-00 17:00,17.7
25-12-00 16:00,20.0
25-12-00 15:00,20.4
25-12-00 14:00,22.0
25-12-00 13:00,21.7
25-12-00 12:00,22.4
