Datum Zeit,Carlsfeld SO2
,µg/m³
01-01-01 00:00,
31-12-00 23:00,1.7
31-12-00 22:00,2.3
31-12-00 21:00,3.2
31-12-00 20:00,3.3
31-12-00 19:00,3.4
31-12-00 18:00,5.0
31-12-00 17:00,3.0
31-12-00 16:00,3.4
31-12-00 15:00,2.6
31-12-00 14:00,2.7
31-12-00 13:00,3.0
31-12-00 12:00,2.7
31-12-00 11:00,2.4
31-12-00 10:00,2.5
31-12-00 09:00,1.9
31-12-00 08:00,2.5
31-12-00 07:00,2.3
31-12-00 06:00,1.8
31-12-00 05:00,
31-12-00 04:00,2.7
31-12-00 03:00,3.2
31-12-00 02:00,3.6
31-12-00 01:00,3.5
31-12-00 00:00,
30-12-00 23:00,3.5
30-12-00 22:00,2.8
30-12-00 21:00,2.3
30-12-00 20:00,2.3
30-12-00 19:00,2.4
30-12-00 18:00,1.9
30-12-00 17:00,1.8
30-12-00 16:00,1.6
30-12-00 15:00,2.2
30-12-00 14:00,2.0
30-12-00 13:00,2.3
30-12-00 12:00,2.7
30-12-00 11:00,2.4
30-12-00 10:00,2.2
30-12-00 09:00,2.8
30-12-00 08:00,2.6
30-12-00 07:00,2.4
30-12-00 06:00,2.5
30-12-00 05:00,
30-12-00 04:00,1.8
30-12-00 03:00,1.9
30-12-00 02:00,3.4
30-12-00 01:00,3.6
30-12-00 00:00,
29-12-00 23:00,2.4
29-12-00 22:00,1.7
29-12-00 21:00,1.3
29-12-00 20:00,1.3
29-12-00 19:00,2.1
29-12-00 18:00,1.6
29-12-00 17:00,1.6
29-12-00 16:00,1.9
29-12-00 15:00,2.2
29-12-00 14:00,2.6
29-12-00 13:00,2.2
29-12-00 12:00,2.5
29-12-00 11:00,2.8
29-12-00 10:00,3.5
29-12-00 09:00,1.8
29-12-00 08:00,1.8
29-12-00 07:00,2.0
29-12-00 06:00,
29-12-00 05:00,2.0
29-12-00 04:00,2.2
29-12-00 03:00,2.2
29-12-00 02:00,2.1
29-12-00 01:00,1.9
29-12-00 00:00,
28-12-00 23:00,1.4
28-12-00 22:00,1.0
28-12-00 21:00,1.0
28-12-00 20:00,1.0
28-12-00 19:00,1.0
28-12-00 18:00,1.0
28-12-00 17:00,1.0
28-12-00 16:00,1.0
28-12-00 15:00,1.0
28-12-00 14:00,1.0
28-12-00 13:00,1.0
28-12-00 12:00,1.0
28-12-00 11:00,1.0
28-12-00 10:00,1.0
28-12-00 09:00,1.0
28-12-00 08:00,1.0
28-12-00 07:00,1.0
28-12-00 06:00,
28-12-00 05:00,1.0
28-12-00 04:00,1.4
28-12-00 03:00,3.8
28-12-00 02:00,1.0
28-12-00 01:00,1.0
28-12-00 00:00,
27-12-00 23:00,1.0
27-12-00 22:00,1.0
27-12-00 21:00,1.0
27-12-00 20:00,1.0
27-12-00 19:00,1.5
27-12-00 18:00,15.1
27-12-00 17:00,10.4
27-12-00 16:00,1.9
27-12-00 15:00,5.3
27-12-00 14:00,19.7
27-12-00 13:00,29.2
27-12-00 12:00,19.2
27-12-00 11:00,16.5
27-12-00 10:00,9.2
27-12-00 09:00,7.3
27-12-00 08:00,22.7
27-12-00 07:00,
27-12-00 06:00,1.1
27-12-00 05:00,7.2
27-12-00 04:00,35.6
27-12-00 03:00,28.7
27-12-00 02:00,16.1
27-12-00 01:00,12.7
27-12-00 00:00,
26-12-00 23:00,10.9
26-12-00 22:00,31.3
26-12-00 21:00,39.4
26-12-00 20:00,46.5
26-12-00 19:00,8.7
26-12-00 18:00,15.8
26-12-00 17:00,33.5
26-12-00 16:00,40.5
26-12-00 15:00,39.9
26-12-00 14:00,31.1
26-12-00 13:00,33.7
26-12-00 12:00,43.2
26-12-00 11:00,18.8
26-12-00 10:00,15.1
26-12-00 09:00,17.2
26-12-00 08:00,25.0
26-12-00 07:00,
26-12-00 06:00,29.7
26-12-00 05:00,8.4
26-12-00 04:00,4.8
26-12-00 03:00,2.7
26-12-00 02:00,1.8
26-12-00 01:00,3.0
26-12-00 00:00,
25-12-00 23:00,3.2
25-12-00 22:00,5.1
25-12-00 21:00,4.1
25-12-00 20:00,3.3
25-12-00 19:00,3.9
25-12-00 18:00,4.3
25-12-00 17:00,3.2
25-12-00 16:00,4.2
25-12-00 15:00,4.7
25-12-00 14:00,5.2
25-12-00 13:00,4.3
25-12-00 12:00,2.3
25-12-00 11:00,3.0
25-12-00 10:00,7.5
25-12-00 09:00,11.9
25-12-00 08:00,
25-12-00 07:00,6.6
25-12-00 06:00,27.7
25-12-00 05:00,52.7
25-12-00 04:00,15.2
25-12-00 03:00,3.1
25-12-00 02:00,3.9
25-12-00 01:00,4.0
25-12-00 00:00,
24-12-00 23:00,4.1
24-12-00 22:00,1.9
24-12-00 21:00,1.0
24-12-00 20:00,1.0
24-12-00 19:00,1.0
24-12-00 18:00,1.0
24-12-00 17:00,1.0
24-12-00 16:00,1.0
24-12-00 15:00,1.0
24-12-00 14:00,1.0
24-12-00 13:00,1.0
24-12-00 12:00,1.0
24-12-00 11:00,1.0
24-12-00 10:00,1.0
24-12-00 09:00,1.0
24-12-00 08:00,
24-12-00 07:00,1.0
24-12-00 06:00,1.0
24-12-00 05:00,1.0
24-12-00 04:00,1.0
24-12-00 03:00,1.0
24-12-00 02:00,1.0
24-12-00 01:00,1.0
24-12-00 00:00,
23-12-00 23:00,1.0
23-12-00 22:00,1.4
23-12-00 21:00,1.4
23-12-00 20:00,1.0
23-12-00 19:00,1.0
23-12-00 18:00,1.7
23-12-00 17:00,1.6
23-12-00 16:00,1.0
23-12-00 15:00,1.0
23-12-00 14:00,1.0
23-12-00 13:00,1.3
23-12-00 12:00,1.0
23-12-00 11:00,1.0
23-12-00 10:00,1.0
23-12-00 09:00,
23-12-00 08:00,4.8
23-12-00 07:00,3.5
23-12-00 06:00,1.6
23-12-00 05:00,1.0
23-12-00 04:00,1.0
23-12-00 03:00,1.0
23-12-00 02:00,1.0
23-12-00 01:00,1.0
23-12-00 00:00,
22-12-00 23:00,2.6
22-12-00 22:00,3.4
22-12-00 21:00,3.7
22-12-00 20:00,3.7
22-12-00 19:00,3.2
22-12-00 18:00,3.2
22-12-00 17:00,3.4
22-12-00 16:00,2.3
22-12-00 15:00,2.5
22-12-00 14:00,3.6
22-12-00 13:00,2.7
22-12-00 12:00,2.9
22-12-00 11:00,5.4
22-12-00 10:00,5.9
22-12-00 09:00,
22-12-00 08:00,4.5
22-12-00 07:00,6.0
22-12-00 06:00,8.8
22-12-00 05:00,14.3
22-12-00 04:00,9.4
22-12-00 03:00,10.3
22-12-00 02:00,9.1
22-12-00 01:00,6.5
22-12-00 00:00,
21-12-00 23:00,11.7
21-12-00 22:00,12.6
21-12-00 21:00,13.2
21-12-00 20:00,30.3
21-12-00 19:00,58.8
21-12-00 18:00,63.5
21-12-00 17:00,25.7
21-12-00 16:00,14.6
21-12-00 15:00,10.8
21-12-00 14:00,11.1
21-12-00 13:00,12.9
21-12-00 12:00,9.4
21-12-00 11:00,8.3
21-12-00 10:00,7.8
21-12-00 09:00,
21-12-00 08:00,4.4
21-12-00 07:00,5.0
21-12-00 06:00,4.6
21-12-00 05:00,5.4
21-12-00 04:00,6.0
21-12-00 03:00,9.1
21-12-00 02:00,10.6
21-12-00 01:00,18.9
21-12-00 00:00,
20-12-00 23:00,16.9
20-12-00 22:00,13.8
20-12-00 21:00,10.9
20-12-00 20:00,9.8
20-12-00 19:00,7.7
20-12-00 18:00,5.4
20-12-00 17:00,4.3
20-12-00 16:00,4.2
20-12-00 15:00,3.6
20-12-00 14:00,3.5
20-12-00 13:00,3.9
20-12-00 12:00,
20-12-00 11:00,
20-12-00 10:00,10.0
20-12-00 09:00,8.9
20-12-00 08:00,10.2
20-12-00 07:00,8.8
20-12-00 06:00,6.6
20-12-00 05:00,6.0
20-12-00 04:00,
20-12-00 03:00,8.1
20-12-00 02:00,11.3
20-12-00 01:00,12.2
20-12-00 00:00,
19-12-00 23:00,19.4
19-12-00 22:00,47.5
19-12-00 21:00,14.4
19-12-00 20:00,14.7
19-12-00 19:00,9.0
19-12-00 18:00,6.9
19-12-00 17:00,8.8
19-12-00 16:00,10.2
19-12-00 15:00,10.2
19-12-00 14:00,21.0
19-12-00 13:00,9.4
19-12-00 12:00,2.9
19-12-00 11:00,2.1
19-12-00 10:00,1.2
19-12-00 09:00,1.7
19-12-00 08:00,4.3
19-12-00 07:00,3.1
19-12-00 06:00,2.8
19-12-00 05:00,2.2
19-12-00 04:00,
19-12-00 03:00,1.7
19-12-00 02:00,1.2
19-12-00 01:00,1.0
19-12-00 00:00,
18-12-00 23:00,1.0
18-12-00 22:00,2.0
18-12-00 21:00,1.8
18-12-00 20:00,1.6
18-12-00 19:00,1.6
18-12-00 18:00,1.8
18-12-00 17:00,1.0
18-12-00 16:00,1.2
18-12-00 15:00,1.0
18-12-00 14:00,1.0
18-12-00 13:00,1.0
18-12-00 12:00,1.1
18-12-00 11:00,1.0
18-12-00 10:00,1.0
18-12-00 09:00,1.0
18-12-00 08:00,1.0
18-12-00 07:00,1.0
18-12-00 06:00,1.0
18-12-00 05:00,
18-12-00 04:00,1.0
18-12-00 03:00,1.0
18-12-00 02:00,1.0
18-12-00 01:00,1.0
18-12-00 00:00,
17-12-00 23:00,3.8
17-12-00 22:00,4.1
17-12-00 21:00,3.5
17-12-00 20:00,3.4
17-12-00 19:00,3.3
17-12-00 18:00,3.8
17-12-00 17:00,3.5
17-12-00 16:00,3.5
17-12-00 15:00,2.9
17-12-00 14:00,2.8
17-12-00 13:00,2.9
17-12-00 12:00,3.8
17-12-00 11:00,2.9
17-12-00 10:00,2.8
17-12-00 09:00,2.7
17-12-00 08:00,2.8
17-12-00 07:00,3.4
17-12-00 06:00,2.9
17-12-00 05:00,
17-12-00 04:00,2.9
17-12-00 03:00,3.3
17-12-00 02:00,3.2
17-12-00 01:00,2.5
17-12-00 00:00,
16-12-00 23:00,1.0
16-12-00 22:00,1.2
16-12-00 21:00,1.3
16-12-00 20:00,1.6
16-12-00 19:00,1.6
16-12-00 18:00,1.4
16-12-00 17:00,1.9
16-12-00 16:00,2.3
16-12-00 15:00,2.7
16-12-00 14:00,3.0
16-12-00 13:00,2.6
16-12-00 12:00,2.2
16-12-00 11:00,1.3
16-12-00 10:00,1.1
16-12-00 09:00,1.2
16-12-00 08:00,1.2
16-12-00 07:00,1.0
16-12-00 06:00,
16-12-00 05:00,1.0
16-12-00 04:00,1.0
16-12-00 03:00,1.0
16-12-00 02:00,1.0
16-12-00 01:00,1.0
16-12-00 00:00,
15-12-00 23:00,1.0
15-12-00 22:00,1.0
15-12-00 21:00,1.0
15-12-00 20:00,1.0
15-12-00 19:00,1.0
15-12-00 18:00,1.0
15-12-00 17:00,1.0
15-12-00 16:00,1.1
15-12-00 15:00,1.0
15-12-00 14:00,1.0
15-12-00 13:00,1.0
15-12-00 12:00,1.0
15-12-00 11:00,1.0
15-12-00 10:00,1.0
15-12-00 09:00,1.0
15-12-00 08:00,1.0
15-12-00 07:00,1.0
15-12-00 06:00,
15-12-00 05:00,1.0
15-12-00 04:00,1.0
15-12-00 03:00,1.0
15-12-00 02:00,1.0
15-12-00 01:00,1.0
15-12-00 00:00,
14-12-00 23:00,1.0
