Datum Zeit,Dresden-Nord NO2
,µg/m³
01-01-01 00:00,60
31-12-00 23:00,59
31-12-00 22:00,58
31-12-00 21:00,59
31-12-00 20:00,58
31-12-00 19:00,53
31-12-00 18:00,57
31-12-00 17:00,59
31-12-00 16:00,53
31-12-00 15:00,36
31-12-00 14:00,39
31-12-00 13:00,36
31-12-00 12:00,38
31-12-00 11:00,32
31-12-00 10:00,22
31-12-00 09:00,21
31-12-00 08:00,31
31-12-00 07:00,23
31-12-00 06:00,
31-12-00 05:00,20
31-12-00 04:00,22
31-12-00 03:00,26
31-12-00 02:00,30
31-12-00 01:00,33
31-12-00 00:00,32
30-12-00 23:00,40
30-12-00 22:00,64
30-12-00 21:00,65
30-12-00 20:00,66
30-12-00 19:00,63
30-12-00 18:00,79
30-12-00 17:00,84
30-12-00 16:00,76
30-12-00 15:00,64
30-12-00 14:00,58
30-12-00 13:00,62
30-12-00 12:00,53
30-12-00 11:00,50
30-12-00 10:00,43
30-12-00 09:00,43
30-12-00 08:00,44
30-12-00 07:00,43
30-12-00 06:00,
30-12-00 05:00,44
30-12-00 04:00,43
30-12-00 03:00,44
30-12-00 02:00,46
30-12-00 01:00,51
30-12-00 00:00,49
29-12-00 23:00,47
29-12-00 22:00,48
29-12-00 21:00,50
29-12-00 20:00,54
29-12-00 19:00,57
29-12-00 18:00,54
29-12-00 17:00,53
29-12-00 16:00,52
29-12-00 15:00,56
29-12-00 14:00,51
29-12-00 13:00,45
29-12-00 12:00,47
29-12-00 11:00,47
29-12-00 10:00,58
29-12-00 09:00,62
29-12-00 08:00,56
29-12-00 07:00,
29-12-00 06:00,51
29-12-00 05:00,38
29-12-00 04:00,35
29-12-00 03:00,41
29-12-00 02:00,43
29-12-00 01:00,48
29-12-00 00:00,48
28-12-00 23:00,58
28-12-00 22:00,55
28-12-00 21:00,51
28-12-00 20:00,55
28-12-00 19:00,59
28-12-00 18:00,63
28-12-00 17:00,59
28-12-00 16:00,59
28-12-00 15:00,62
28-12-00 14:00,57
28-12-00 13:00,53
28-12-00 12:00,52
28-12-00 11:00,50
28-12-00 10:00,51
28-12-00 09:00,48
28-12-00 08:00,49
28-12-00 07:00,
28-12-00 06:00,45
28-12-00 05:00,39
28-12-00 04:00,33
28-12-00 03:00,30
28-12-00 02:00,29
28-12-00 01:00,31
28-12-00 00:00,31
27-12-00 23:00,33
27-12-00 22:00,33
27-12-00 21:00,35
27-12-00 20:00,44
27-12-00 19:00,47
27-12-00 18:00,47
27-12-00 17:00,50
27-12-00 16:00,43
27-12-00 15:00,39
27-12-00 14:00,39
27-12-00 13:00,36
27-12-00 12:00,41
27-12-00 11:00,40
27-12-00 10:00,42
27-12-00 09:00,49
27-12-00 08:00,
27-12-00 07:00,49
27-12-00 06:00,46
27-12-00 05:00,46
27-12-00 04:00,45
27-12-00 03:00,45
27-12-00 02:00,49
27-12-00 01:00,51
27-12-00 00:00,45
26-12-00 23:00,40
26-12-00 22:00,41
26-12-00 21:00,40
26-12-00 20:00,44
26-12-00 19:00,48
26-12-00 18:00,44
26-12-00 17:00,38
26-12-00 16:00,36
26-12-00 15:00,39
26-12-00 14:00,36
26-12-00 13:00,30
26-12-00 12:00,30
26-12-00 11:00,37
26-12-00 10:00,37
26-12-00 09:00,36
26-12-00 08:00,
26-12-00 07:00,37
26-12-00 06:00,43
26-12-00 05:00,42
26-12-00 04:00,42
26-12-00 03:00,40
26-12-00 02:00,39
26-12-00 01:00,37
26-12-00 00:00,41
25-12-00 23:00,46
25-12-00 22:00,52
25-12-00 21:00,44
25-12-00 20:00,50
25-12-00 19:00,48
25-12-00 18:00,44
25-12-00 17:00,43
25-12-00 16:00,50
25-12-00 15:00,49
25-12-00 14:00,33
25-12-00 13:00,34
25-12-00 12:00,32
25-12-00 11:00,28
25-12-00 10:00,23
25-12-00 09:00,
25-12-00 08:00,20
25-12-00 07:00,22
25-12-00 06:00,24
25-12-00 05:00,23
25-12-00 04:00,26
25-12-00 03:00,31
25-12-00 02:00,36
25-12-00 01:00,38
25-12-00 00:00,37
24-12-00 23:00,42
24-12-00 22:00,49
24-12-00 21:00,52
24-12-00 20:00,50
24-12-00 19:00,48
24-12-00 18:00,50
24-12-00 17:00,51
24-12-00 16:00,52
24-12-00 15:00,47
24-12-00 14:00,41
24-12-00 13:00,41
24-12-00 12:00,39
24-12-00 11:00,39
24-12-00 10:00,38
24-12-00 09:00,
24-12-00 08:00,45
24-12-00 07:00,46
24-12-00 06:00,47
24-12-00 05:00,47
24-12-00 04:00,46
24-12-00 03:00,46
24-12-00 02:00,47
24-12-00 01:00,49
24-12-00 00:00,49
23-12-00 23:00,51
23-12-00 22:00,51
23-12-00 21:00,52
23-12-00 20:00,54
23-12-00 19:00,55
23-12-00 18:00,52
23-12-00 17:00,54
23-12-00 16:00,54
23-12-00 15:00,43
23-12-00 14:00,35
23-12-00 13:00,32
23-12-00 12:00,35
23-12-00 11:00,31
23-12-00 10:00,
23-12-00 09:00,30
23-12-00 08:00,30
23-12-00 07:00,27
23-12-00 06:00,27
23-12-00 05:00,24
23-12-00 04:00,25
23-12-00 03:00,25
23-12-00 02:00,25
23-12-00 01:00,29
23-12-00 00:00,34
22-12-00 23:00,38
22-12-00 22:00,41
22-12-00 21:00,43
22-12-00 20:00,43
22-12-00 19:00,44
22-12-00 18:00,45
22-12-00 17:00,44
22-12-00 16:00,40
22-12-00 15:00,39
22-12-00 14:00,40
22-12-00 13:00,38
22-12-00 12:00,36
22-12-00 11:00,39
22-12-00 10:00,
22-12-00 09:00,44
22-12-00 08:00,54
22-12-00 07:00,36
22-12-00 06:00,30
22-12-00 05:00,23
22-12-00 04:00,22
22-12-00 03:00,23
22-12-00 02:00,26
22-12-00 01:00,26
22-12-00 00:00,36
21-12-00 23:00,33
21-12-00 22:00,33
21-12-00 21:00,38
21-12-00 20:00,33
21-12-00 19:00,39
21-12-00 18:00,32
21-12-00 17:00,46
21-12-00 16:00,49
21-12-00 15:00,44
21-12-00 14:00,42
21-12-00 13:00,39
21-12-00 12:00,41
21-12-00 11:00,
21-12-00 10:00,50
21-12-00 09:00,55
21-12-00 08:00,60
21-12-00 07:00,44
21-12-00 06:00,37
21-12-00 05:00,25
21-12-00 04:00,26
21-12-00 03:00,26
21-12-00 02:00,27
21-12-00 01:00,35
21-12-00 00:00,47
20-12-00 23:00,53
20-12-00 22:00,50
20-12-00 21:00,56
20-12-00 20:00,61
20-12-00 19:00,56
20-12-00 18:00,61
20-12-00 17:00,71
20-12-00 16:00,61
20-12-00 15:00,53
20-12-00 14:00,41
20-12-00 13:00,42
20-12-00 12:00,40
20-12-00 11:00,
20-12-00 10:00,48
20-12-00 09:00,59
20-12-00 08:00,50
20-12-00 07:00,41
20-12-00 06:00,32
20-12-00 05:00,24
20-12-00 04:00,24
20-12-00 03:00,30
20-12-00 02:00,45
20-12-00 01:00,42
20-12-00 00:00,42
19-12-00 23:00,41
19-12-00 22:00,45
19-12-00 21:00,53
19-12-00 20:00,53
19-12-00 19:00,65
19-12-00 18:00,71
19-12-00 17:00,68
19-12-00 16:00,62
19-12-00 15:00,63
19-12-00 14:00,86
19-12-00 13:00,64
19-12-00 12:00,67
19-12-00 11:00,
19-12-00 10:00,71
19-12-00 09:00,61
19-12-00 08:00,55
19-12-00 07:00,50
19-12-00 06:00,51
19-12-00 05:00,37
19-12-00 04:00,36
19-12-00 03:00,40
19-12-00 02:00,45
19-12-00 01:00,46
19-12-00 00:00,54
18-12-00 23:00,54
18-12-00 22:00,62
18-12-00 21:00,71
18-12-00 20:00,81
18-12-00 19:00,
18-12-00 18:00,80
18-12-00 17:00,85
18-12-00 16:00,88
18-12-00 15:00,88
18-12-00 14:00,84
18-12-00 13:00,67
18-12-00 12:00,71
18-12-00 11:00,69
18-12-00 10:00,71
18-12-00 09:00,84
18-12-00 08:00,70
18-12-00 07:00,78
18-12-00 06:00,56
18-12-00 05:00,34
18-12-00 04:00,30
18-12-00 03:00,23
18-12-00 02:00,28
18-12-00 01:00,31
18-12-00 00:00,37
17-12-00 23:00,47
17-12-00 22:00,45
17-12-00 21:00,57
17-12-00 20:00,51
17-12-00 19:00,
17-12-00 18:00,59
17-12-00 17:00,51
17-12-00 16:00,54
17-12-00 15:00,47
17-12-00 14:00,38
17-12-00 13:00,39
17-12-00 12:00,38
17-12-00 11:00,40
17-12-00 10:00,36
17-12-00 09:00,29
17-12-00 08:00,25
17-12-00 07:00,25
17-12-00 06:00,23
17-12-00 05:00,22
17-12-00 04:00,23
17-12-00 03:00,21
17-12-00 02:00,29
17-12-00 01:00,31
17-12-00 00:00,32
16-12-00 23:00,32
16-12-00 22:00,33
16-12-00 21:00,31
16-12-00 20:00,
16-12-00 19:00,33
16-12-00 18:00,36
16-12-00 17:00,32
16-12-00 16:00,34
16-12-00 15:00,33
16-12-00 14:00,42
16-12-00 13:00,39
16-12-00 12:00,38
16-12-00 11:00,33
16-12-00 10:00,36
16-12-00 09:00,37
16-12-00 08:00,42
16-12-00 07:00,31
16-12-00 06:00,28
16-12-00 05:00,23
16-12-00 04:00,21
16-12-00 03:00,18
16-12-00 02:00,23
16-12-00 01:00,28
16-12-00 00:00,27
15-12-00 23:00,30
15-12-00 22:00,32
15-12-00 21:00,37
15-12-00 20:00,
15-12-00 19:00,42
15-12-00 18:00,45
15-12-00 17:00,56
15-12-00 16:00,58
15-12-00 15:00,57
15-12-00 14:00,63
15-12-00 13:00,67
15-12-00 12:00,72
