Datum Zeit,Leipzig-West SO2
,µg/m³
01-05-00 00:00,
30-04-00 23:00,1.0
30-04-00 22:00,1.0
30-04-00 21:00,1.0
30-04-00 20:00,1.0
30-04-00 19:00,1.0
30-04-00 18:00,1.0
30-04-00 17:00,1.0
30-04-00 16:00,1.1
30-04-00 15:00,1.0
30-04-00 14:00,1.7
30-04-00 13:00,2.8
30-04-00 12:00,5.0
30-04-00 11:00,9.5
30-04-00 10:00,1.0
30-04-00 09:00,1.0
30-04-00 08:00,1.0
30-04-00 07:00,1.0
30-04-00 06:00,1.0
30-04-00 05:00,
30-04-00 04:00,1.0
30-04-00 03:00,1.0
30-04-00 02:00,1.0
30-04-00 01:00,1.0
30-04-00 00:00,
29-04-00 23:00,2.6
29-04-00 22:00,3.1
29-04-00 21:00,4.0
29-04-00 20:00,8.3
29-04-00 19:00,7.7
29-04-00 18:00,7.1
29-04-00 17:00,6.1
29-04-00 16:00,9.0
29-04-00 15:00,20.6
29-04-00 14:00,14.4
29-04-00 13:00,8.4
29-04-00 12:00,8.8
29-04-00 11:00,6.1
29-04-00 10:00,8.6
29-04-00 09:00,10.1
29-04-00 08:00,7.8
29-04-00 07:00,4.4
29-04-00 06:00,5.2
29-04-00 05:00,
29-04-00 04:00,5.5
29-04-00 03:00,5.1
29-04-00 02:00,4.4
29-04-00 01:00,3.1
29-04-00 00:00,
28-04-00 23:00,1.1
28-04-00 22:00,1.0
28-04-00 21:00,1.0
28-04-00 20:00,1.0
28-04-00 19:00,1.0
28-04-00 18:00,1.0
28-04-00 17:00,1.0
28-04-00 16:00,1.0
28-04-00 15:00,1.0
28-04-00 14:00,1.0
28-04-00 13:00,1.5
28-04-00 12:00,1.7
28-04-00 11:00,1.5
28-04-00 10:00,1.0
28-04-00 09:00,1.0
28-04-00 08:00,1.0
28-04-00 07:00,1.0
28-04-00 06:00,
28-04-00 05:00,1.0
28-04-00 04:00,1.0
28-04-00 03:00,1.0
28-04-00 02:00,1.0
28-04-00 01:00,1.0
28-04-00 00:00,
27-04-00 23:00,1.8
27-04-00 22:00,1.7
27-04-00 21:00,1.7
27-04-00 20:00,2.6
27-04-00 19:00,3.5
27-04-00 18:00,5.1
27-04-00 17:00,5.7
27-04-00 16:00,7.9
27-04-00 15:00,7.6
27-04-00 14:00,3.2
27-04-00 13:00,4.0
27-04-00 12:00,7.5
27-04-00 11:00,7.4
27-04-00 10:00,9.0
27-04-00 09:00,6.2
27-04-00 08:00,6.2
27-04-00 07:00,7.6
27-04-00 06:00,
27-04-00 05:00,4.2
27-04-00 04:00,4.6
27-04-00 03:00,7.2
27-04-00 02:00,7.6
27-04-00 01:00,5.2
27-04-00 00:00,
26-04-00 23:00,5.2
26-04-00 22:00,6.6
26-04-00 21:00,7.2
26-04-00 20:00,5.5
26-04-00 19:00,4.5
26-04-00 18:00,6.8
26-04-00 17:00,7.9
26-04-00 16:00,11.6
26-04-00 15:00,16.8
26-04-00 14:00,9.5
26-04-00 13:00,11.3
26-04-00 12:00,8.0
26-04-00 11:00,7.2
26-04-00 10:00,5.7
26-04-00 09:00,3.3
26-04-00 08:00,1.0
26-04-00 07:00,
26-04-00 06:00,1.0
26-04-00 05:00,1.0
26-04-00 04:00,1.0
26-04-00 03:00,1.0
26-04-00 02:00,1.0
26-04-00 01:00,1.0
26-04-00 00:00,
25-04-00 23:00,1.0
25-04-00 22:00,1.0
25-04-00 21:00,1.7
25-04-00 20:00,1.0
25-04-00 19:00,1.0
25-04-00 18:00,1.3
25-04-00 17:00,1.0
25-04-00 16:00,1.5
25-04-00 15:00,1.1
25-04-00 14:00,1.0
25-04-00 13:00,1.3
25-04-00 12:00,1.0
25-04-00 11:00,1.3
25-04-00 10:00,1.2
25-04-00 09:00,1.0
25-04-00 08:00,1.7
25-04-00 07:00,
25-04-00 06:00,1.7
25-04-00 05:00,1.0
25-04-00 04:00,1.0
25-04-00 03:00,1.0
25-04-00 02:00,1.0
25-04-00 01:00,1.4
25-04-00 00:00,
24-04-00 23:00,1.0
24-04-00 22:00,1.0
24-04-00 21:00,1.0
24-04-00 20:00,1.0
24-04-00 19:00,1.0
24-04-00 18:00,1.0
24-04-00 17:00,1.0
24-04-00 16:00,1.0
24-04-00 15:00,1.0
24-04-00 14:00,1.0
24-04-00 13:00,1.0
24-04-00 12:00,1.0
24-04-00 11:00,1.0
24-04-00 10:00,1.0
24-04-00 09:00,1.0
24-04-00 08:00,
24-04-00 07:00,1.0
24-04-00 06:00,1.0
24-04-00 05:00,1.0
24-04-00 04:00,1.0
24-04-00 03:00,1.0
24-04-00 02:00,1.0
24-04-00 01:00,1.0
24-04-00 00:00,
23-04-00 23:00,1.1
23-04-00 22:00,1.0
23-04-00 21:00,1.4
23-04-00 20:00,1.0
23-04-00 19:00,2.7
23-04-00 18:00,2.7
23-04-00 17:00,7.0
23-04-00 16:00,11.8
23-04-00 15:00,12.2
23-04-00 14:00,12.4
23-04-00 13:00,9.4
23-04-00 12:00,8.0
23-04-00 11:00,3.4
23-04-00 10:00,6.4
23-04-00 09:00,10.3
23-04-00 08:00,
23-04-00 07:00,4.7
23-04-00 06:00,2.8
23-04-00 05:00,2.4
23-04-00 04:00,2.9
23-04-00 03:00,4.2
23-04-00 02:00,4.1
23-04-00 01:00,4.6
23-04-00 00:00,
22-04-00 23:00,7.5
22-04-00 22:00,9.2
22-04-00 21:00,10.6
22-04-00 20:00,7.5
22-04-00 19:00,6.0
22-04-00 18:00,6.9
22-04-00 17:00,6.8
22-04-00 16:00,8.5
22-04-00 15:00,7.1
22-04-00 14:00,5.2
22-04-00 13:00,2.9
22-04-00 12:00,3.7
22-04-00 11:00,4.2
22-04-00 10:00,4.8
22-04-00 09:00,
22-04-00 08:00,4.1
22-04-00 07:00,3.1
22-04-00 06:00,3.8
22-04-00 05:00,2.8
22-04-00 04:00,2.6
22-04-00 03:00,2.5
22-04-00 02:00,
22-04-00 01:00,3.4
22-04-00 00:00,
21-04-00 23:00,4.0
21-04-00 22:00,3.9
21-04-00 21:00,2.9
21-04-00 20:00,2.9
21-04-00 19:00,2.3
21-04-00 18:00,2.9
21-04-00 17:00,3.0
21-04-00 16:00,3.3
21-04-00 15:00,3.2
21-04-00 14:00,2.8
21-04-00 13:00,3.1
21-04-00 12:00,4.0
21-04-00 11:00,7.7
21-04-00 10:00,8.6
21-04-00 09:00,6.6
21-04-00 08:00,5.6
21-04-00 07:00,3.8
21-04-00 06:00,3.2
21-04-00 05:00,3.8
21-04-00 04:00,2.8
21-04-00 03:00,3.3
21-04-00 02:00,
21-04-00 01:00,4.1
21-04-00 00:00,
20-04-00 23:00,3.3
20-04-00 22:00,2.8
20-04-00 21:00,2.1
20-04-00 20:00,2.6
20-04-00 19:00,2.5
20-04-00 18:00,3.9
20-04-00 17:00,3.6
20-04-00 16:00,4.9
20-04-00 15:00,4.8
20-04-00 14:00,8.6
20-04-00 13:00,9.8
20-04-00 12:00,7.1
20-04-00 11:00,9.8
20-04-00 10:00,11.3
20-04-00 09:00,8.1
20-04-00 08:00,2.8
20-04-00 07:00,3.0
20-04-00 06:00,2.8
20-04-00 05:00,2.6
20-04-00 04:00,1.5
20-04-00 03:00,
20-04-00 02:00,1.7
20-04-00 01:00,2.7
20-04-00 00:00,
19-04-00 23:00,1.0
19-04-00 22:00,1.1
19-04-00 21:00,1.1
19-04-00 20:00,1.0
19-04-00 19:00,1.2
19-04-00 18:00,2.1
19-04-00 17:00,5.5
19-04-00 16:00,5.1
19-04-00 15:00,7.9
19-04-00 14:00,15.7
19-04-00 13:00,26.6
19-04-00 12:00,5.3
19-04-00 11:00,5.0
19-04-00 10:00,4.2
19-04-00 09:00,3.5
19-04-00 08:00,2.5
19-04-00 07:00,2.9
19-04-00 06:00,1.4
19-04-00 05:00,1.1
19-04-00 04:00,1.3
19-04-00 03:00,
19-04-00 02:00,2.1
19-04-00 01:00,1.1
19-04-00 00:00,
18-04-00 23:00,1.0
18-04-00 22:00,1.0
18-04-00 21:00,2.0
18-04-00 20:00,1.9
18-04-00 19:00,1.7
18-04-00 18:00,3.8
18-04-00 17:00,11.0
18-04-00 16:00,10.1
18-04-00 15:00,4.0
18-04-00 14:00,2.1
18-04-00 13:00,2.8
18-04-00 12:00,5.5
18-04-00 11:00,4.0
18-04-00 10:00,2.7
18-04-00 09:00,2.6
18-04-00 08:00,2.9
18-04-00 07:00,2.8
18-04-00 06:00,1.2
18-04-00 05:00,1.4
18-04-00 04:00,
18-04-00 03:00,2.1
18-04-00 02:00,1.7
18-04-00 01:00,1.8
18-04-00 00:00,1.6
17-04-00 23:00,1.7
17-04-00 22:00,2.1
17-04-00 21:00,2.3
17-04-00 20:00,2.8
17-04-00 19:00,2.8
17-04-00 18:00,11.3
17-04-00 17:00,25.0
17-04-00 16:00,11.6
17-04-00 15:00,15.5
17-04-00 14:00,5.5
17-04-00 13:00,3.0
17-04-00 12:00,12.8
17-04-00 11:00,25.8
17-04-00 10:00,13.1
17-04-00 09:00,12.8
17-04-00 08:00,12.8
17-04-00 07:00,11.5
17-04-00 06:00,8.2
17-04-00 05:00,6.5
17-04-00 04:00,
17-04-00 03:00,3.6
17-04-00 02:00,2.2
17-04-00 01:00,1.1
17-04-00 00:00,
16-04-00 23:00,1.0
16-04-00 22:00,1.0
16-04-00 21:00,1.0
16-04-00 20:00,1.0
16-04-00 19:00,1.0
16-04-00 18:00,1.0
16-04-00 17:00,1.0
16-04-00 16:00,1.0
16-04-00 15:00,1.0
16-04-00 14:00,1.0
16-04-00 13:00,1.0
16-04-00 12:00,1.0
16-04-00 11:00,1.0
16-04-00 10:00,1.0
16-04-00 09:00,1.0
16-04-00 08:00,1.0
16-04-00 07:00,1.0
16-04-00 06:00,1.0
16-04-00 05:00,
16-04-00 04:00,1.0
16-04-00 03:00,1.0
16-04-00 02:00,1.0
16-04-00 01:00,1.0
16-04-00 00:00,1.9
15-04-00 23:00,1.0
15-04-00 22:00,1.0
15-04-00 21:00,1.9
15-04-00 20:00,10.7
15-04-00 19:00,2.0
15-04-00 18:00,1.0
15-04-00 17:00,1.5
15-04-00 16:00,4.8
15-04-00 15:00,4.4
15-04-00 14:00,9.1
15-04-00 13:00,17.1
15-04-00 12:00,14.4
15-04-00 11:00,8.4
15-04-00 10:00,6.8
15-04-00 09:00,3.4
15-04-00 08:00,1.1
15-04-00 07:00,1.2
15-04-00 06:00,1.0
15-04-00 05:00,
15-04-00 04:00,1.0
15-04-00 03:00,1.0
15-04-00 02:00,1.0
15-04-00 01:00,2.1
15-04-00 00:00,
14-04-00 23:00,5.5
14-04-00 22:00,4.5
14-04-00 21:00,5.2
14-04-00 20:00,5.2
14-04-00 19:00,4.5
14-04-00 18:00,5.7
14-04-00 17:00,5.6
14-04-00 16:00,5.2
14-04-00 15:00,5.1
14-04-00 14:00,5.0
14-04-00 13:00,4.8
14-04-00 12:00,5.6
14-04-00 11:00,8.0
14-04-00 10:00,5.8
14-04-00 09:00,6.4
14-04-00 08:00,5.3
14-04-00 07:00,4.3
14-04-00 06:00,
14-04-00 05:00,3.9
14-04-00 04:00,4.9
14-04-00 03:00,4.7
14-04-00 02:00,7.2
14-04-00 01:00,8.3
14-04-00 00:00,
13-04-00 23:00,1.0
13-04-00 22:00,1.0
13-04-00 21:00,1.0
13-04-00 20:00,1.0
13-04-00 19:00,1.0
13-04-00 18:00,1.0
13-04-00 17:00,1.0
13-04-00 16:00,1.0
13-04-00 15:00,1.0
13-04-00 14:00,1.0
13-04-00 13:00,1.0
13-04-00 12:00,1.0
13-04-00 11:00,1.0
13-04-00 10:00,1.3
13-04-00 09:00,1.8
13-04-00 08:00,1.2
13-04-00 07:00,1.4
13-04-00 06:00,
13-04-00 05:00,3.7
13-04-00 04:00,5.3
13-04-00 03:00,4.6
13-04-00 02:00,1.9
13-04-00 01:00,1.0
13-04-00 00:00,1.0
12-04-00 23:00,1.2
12-04-00 22:00,1.0
12-04-00 21:00,1.0
12-04-00 20:00,1.0
12-04-00 19:00,1.0
12-04-00 18:00,1.0
12-04-00 17:00,1.0
12-04-00 16:00,1.8
12-04-00 15:00,1.6
12-04-00 14:00,2.1
12-04-00 13:00,2.1
12-04-00 12:00,4.0
12-04-00 11:00,2.8
12-04-00 10:00,2.8
12-04-00 09:00,2.3
12-04-00 08:00,2.6
12-04-00 07:00,
12-04-00 06:00,1.1
12-04-00 05:00,1.4
12-04-00 04:00,1.4
12-04-00 03:00,1.2
12-04-00 02:00,1.0
12-04-00 01:00,1.2
12-04-00 00:00,1.0
11-04-00 23:00,1.0
11-04-00 22:00,1.5
11-04-00 21:00,3.4
11-04-00 20:00,4.3
11-04-00 19:00,5.1
11-04-00 18:00,4.3
11-04-00 17:00,5.6
11-04-00 16:00,7.2
11-04-00 15:00,7.2
11-04-00 14:00,3.4
11-04-00 13:00,5.6
11-04-00 12:00,4.4
11-04-00 11:00,8.1
11-04-00 10:00,9.0
11-04-00 09:00,6.2
11-04-00 08:00,4.4
11-04-00 07:00,
11-04-00 06:00,5.5
11-04-00 05:00,1.0
11-04-00 04:00,1.1
11-04-00 03:00,1.3
11-04-00 02:00,1.4
11-04-00 01:00,1.6
11-04-00 00:00,3.4
10-04-00 23:00,4.7
10-04-00 22:00,3.8
10-04-00 21:00,4.2
10-04-00 20:00,4.8
10-04-00 19:00,4.1
10-04-00 18:00,3.9
10-04-00 17:00,4.2
10-04-00 16:00,4.5
10-04-00 15:00,4.1
