Datum Zeit,Annaberg-Buchholz SO2
,µg/m³
01-05-00 00:00,
30-04-00 23:00,5.9
30-04-00 22:00,5.4
30-04-00 21:00,5.7
30-04-00 20:00,10.1
30-04-00 19:00,5.3
30-04-00 18:00,3.5
30-04-00 17:00,2.3
30-04-00 16:00,3.7
30-04-00 15:00,4.7
30-04-00 14:00,9.7
30-04-00 13:00,16.3
30-04-00 12:00,18.4
30-04-00 11:00,19.5
30-04-00 10:00,14.1
30-04-00 09:00,11.5
30-04-00 08:00,22.4
30-04-00 07:00,11.3
30-04-00 06:00,
30-04-00 05:00,1.2
30-04-00 04:00,1.0
30-04-00 03:00,1.7
30-04-00 02:00,3.1
30-04-00 01:00,6.5
30-04-00 00:00,
29-04-00 23:00,9.2
29-04-00 22:00,7.4
29-04-00 21:00,7.1
29-04-00 20:00,8.0
29-04-00 19:00,12.2
29-04-00 18:00,14.7
29-04-00 17:00,19.5
29-04-00 16:00,19.8
29-04-00 15:00,27.5
29-04-00 14:00,7.3
29-04-00 13:00,19.2
29-04-00 12:00,22.5
29-04-00 11:00,30.0
29-04-00 10:00,36.8
29-04-00 09:00,67.0
29-04-00 08:00,48.9
29-04-00 07:00,
29-04-00 06:00,15.7
29-04-00 05:00,17.1
29-04-00 04:00,8.0
29-04-00 03:00,9.6
29-04-00 02:00,10.3
29-04-00 01:00,11.0
29-04-00 00:00,
28-04-00 23:00,13.1
28-04-00 22:00,11.4
28-04-00 21:00,12.8
28-04-00 20:00,9.7
28-04-00 19:00,12.3
28-04-00 18:00,16.7
28-04-00 17:00,15.4
28-04-00 16:00,20.3
28-04-00 15:00,15.5
28-04-00 14:00,19.1
28-04-00 13:00,27.8
28-04-00 12:00,16.3
28-04-00 11:00,11.8
28-04-00 10:00,22.9
28-04-00 09:00,30.8
28-04-00 08:00,31.7
28-04-00 07:00,
28-04-00 06:00,6.3
28-04-00 05:00,6.3
28-04-00 04:00,7.8
28-04-00 03:00,7.2
28-04-00 02:00,8.5
28-04-00 01:00,11.4
28-04-00 00:00,
27-04-00 23:00,19.0
27-04-00 22:00,25.1
27-04-00 21:00,18.7
27-04-00 20:00,11.3
27-04-00 19:00,7.0
27-04-00 18:00,8.7
27-04-00 17:00,8.7
27-04-00 16:00,10.9
27-04-00 15:00,9.1
27-04-00 14:00,9.7
27-04-00 13:00,17.6
27-04-00 12:00,28.2
27-04-00 11:00,33.7
27-04-00 10:00,24.0
27-04-00 09:00,18.3
27-04-00 08:00,
27-04-00 07:00,68.6
27-04-00 06:00,23.5
27-04-00 05:00,11.4
27-04-00 04:00,8.3
27-04-00 03:00,7.0
27-04-00 02:00,8.4
27-04-00 01:00,10.6
27-04-00 00:00,
26-04-00 23:00,10.9
26-04-00 22:00,8.8
26-04-00 21:00,16.7
26-04-00 20:00,23.7
26-04-00 19:00,63.1
26-04-00 18:00,73.4
26-04-00 17:00,14.4
26-04-00 16:00,7.2
26-04-00 15:00,10.5
26-04-00 14:00,11.4
26-04-00 13:00,9.5
26-04-00 12:00,9.5
26-04-00 11:00,10.3
26-04-00 10:00,11.3
26-04-00 09:00,11.6
26-04-00 08:00,
26-04-00 07:00,7.2
26-04-00 06:00,6.2
26-04-00 05:00,4.1
26-04-00 04:00,3.5
26-04-00 03:00,4.6
26-04-00 02:00,6.7
26-04-00 01:00,7.6
26-04-00 00:00,
25-04-00 23:00,2.3
25-04-00 22:00,2.0
25-04-00 21:00,1.0
25-04-00 20:00,1.0
25-04-00 19:00,1.1
25-04-00 18:00,2.1
25-04-00 17:00,1.0
25-04-00 16:00,1.0
25-04-00 15:00,1.0
25-04-00 14:00,1.0
25-04-00 13:00,1.0
25-04-00 12:00,1.0
25-04-00 11:00,1.0
25-04-00 10:00,1.0
25-04-00 09:00,
25-04-00 08:00,1.0
25-04-00 07:00,1.2
25-04-00 06:00,1.0
25-04-00 05:00,1.0
25-04-00 04:00,1.0
25-04-00 03:00,1.0
25-04-00 02:00,1.0
25-04-00 01:00,1.0
25-04-00 00:00,
24-04-00 23:00,4.6
24-04-00 22:00,3.9
24-04-00 21:00,4.0
24-04-00 20:00,3.5
24-04-00 19:00,3.3
24-04-00 18:00,3.1
24-04-00 17:00,2.2
24-04-00 16:00,3.2
24-04-00 15:00,3.4
24-04-00 14:00,3.2
24-04-00 13:00,3.2
24-04-00 12:00,2.5
24-04-00 11:00,3.4
24-04-00 10:00,2.3
24-04-00 09:00,
24-04-00 08:00,3.8
24-04-00 07:00,4.3
24-04-00 06:00,7.4
24-04-00 05:00,12.3
24-04-00 04:00,7.8
24-04-00 03:00,9.1
24-04-00 02:00,10.7
24-04-00 01:00,13.1
24-04-00 00:00,
23-04-00 23:00,11.8
23-04-00 22:00,6.0
23-04-00 21:00,7.1
23-04-00 20:00,8.7
23-04-00 19:00,9.2
23-04-00 18:00,8.8
23-04-00 17:00,9.4
23-04-00 16:00,13.9
23-04-00 15:00,14.7
23-04-00 14:00,25.4
23-04-00 13:00,24.8
23-04-00 12:00,19.6
23-04-00 11:00,18.6
23-04-00 10:00,
23-04-00 09:00,25.6
23-04-00 08:00,26.2
23-04-00 07:00,18.3
23-04-00 06:00,4.4
23-04-00 05:00,1.1
23-04-00 04:00,1.0
23-04-00 03:00,1.0
23-04-00 02:00,1.0
23-04-00 01:00,1.5
23-04-00 00:00,
22-04-00 23:00,3.6
22-04-00 22:00,2.1
22-04-00 21:00,3.3
22-04-00 20:00,3.6
22-04-00 19:00,1.6
22-04-00 18:00,1.0
22-04-00 17:00,3.5
22-04-00 16:00,9.5
22-04-00 15:00,8.8
22-04-00 14:00,10.1
22-04-00 13:00,16.8
22-04-00 12:00,12.4
22-04-00 11:00,12.7
22-04-00 10:00,
22-04-00 09:00,17.5
22-04-00 08:00,7.2
22-04-00 07:00,2.1
22-04-00 06:00,1.0
22-04-00 05:00,1.0
22-04-00 04:00,1.0
22-04-00 03:00,1.0
22-04-00 02:00,1.0
22-04-00 01:00,1.0
22-04-00 00:00,
21-04-00 23:00,2.1
21-04-00 22:00,2.9
21-04-00 21:00,4.0
21-04-00 20:00,3.9
21-04-00 19:00,1.7
21-04-00 18:00,1.5
21-04-00 17:00,1.8
21-04-00 16:00,1.0
21-04-00 15:00,1.4
21-04-00 14:00,1.2
21-04-00 13:00,1.0
21-04-00 12:00,2.5
21-04-00 11:00,
21-04-00 10:00,23.7
21-04-00 09:00,9.2
21-04-00 08:00,7.9
21-04-00 07:00,5.1
21-04-00 06:00,3.8
21-04-00 05:00,4.4
21-04-00 04:00,5.9
21-04-00 03:00,11.3
21-04-00 02:00,21.9
21-04-00 01:00,19.5
21-04-00 00:00,
20-04-00 23:00,7.6
20-04-00 22:00,7.0
20-04-00 21:00,6.2
20-04-00 20:00,7.0
20-04-00 19:00,7.2
20-04-00 18:00,7.0
20-04-00 17:00,6.5
20-04-00 16:00,5.3
20-04-00 15:00,3.6
20-04-00 14:00,4.4
20-04-00 13:00,5.0
20-04-00 12:00,6.9
20-04-00 11:00,10.1
20-04-00 10:00,14.9
20-04-00 09:00,
20-04-00 08:00,
20-04-00 07:00,5.9
20-04-00 06:00,6.5
20-04-00 05:00,4.3
20-04-00 04:00,3.8
20-04-00 03:00,1.7
20-04-00 02:00,3.0
20-04-00 01:00,2.6
20-04-00 00:00,
19-04-00 23:00,3.7
19-04-00 22:00,3.0
19-04-00 21:00,4.1
19-04-00 20:00,3.1
19-04-00 19:00,4.3
19-04-00 18:00,4.6
19-04-00 17:00,4.7
19-04-00 16:00,4.0
19-04-00 15:00,5.9
19-04-00 14:00,7.6
19-04-00 13:00,9.2
19-04-00 12:00,15.6
19-04-00 11:00,47.1
19-04-00 10:00,38.0
19-04-00 09:00,26.3
19-04-00 08:00,
19-04-00 07:00,8.8
19-04-00 06:00,5.0
19-04-00 05:00,
19-04-00 04:00,2.1
19-04-00 03:00,1.8
19-04-00 02:00,1.7
19-04-00 01:00,2.3
19-04-00 00:00,
18-04-00 23:00,7.0
18-04-00 22:00,11.8
18-04-00 21:00,15.4
18-04-00 20:00,21.5
18-04-00 19:00,29.5
18-04-00 18:00,14.2
18-04-00 17:00,6.5
18-04-00 16:00,5.7
18-04-00 15:00,5.9
18-04-00 14:00,1.9
18-04-00 13:00,1.4
18-04-00 12:00,1.8
18-04-00 11:00,1.1
18-04-00 10:00,2.7
18-04-00 09:00,4.3
18-04-00 08:00,3.3
18-04-00 07:00,3.3
18-04-00 06:00,3.1
18-04-00 05:00,
18-04-00 04:00,1.2
18-04-00 03:00,1.4
18-04-00 02:00,1.0
18-04-00 01:00,1.0
18-04-00 00:00,
17-04-00 23:00,4.0
17-04-00 22:00,3.7
17-04-00 21:00,4.5
17-04-00 20:00,2.9
17-04-00 19:00,3.2
17-04-00 18:00,2.7
17-04-00 17:00,3.0
17-04-00 16:00,1.3
17-04-00 15:00,2.9
17-04-00 14:00,14.3
17-04-00 13:00,10.9
17-04-00 12:00,10.0
17-04-00 11:00,13.1
17-04-00 10:00,24.0
17-04-00 09:00,56.1
17-04-00 08:00,20.1
17-04-00 07:00,19.1
17-04-00 06:00,
17-04-00 05:00,13.6
17-04-00 04:00,14.0
17-04-00 03:00,8.5
17-04-00 02:00,6.4
17-04-00 01:00,3.8
17-04-00 00:00,
16-04-00 23:00,2.8
16-04-00 22:00,3.7
16-04-00 21:00,4.9
16-04-00 20:00,4.6
16-04-00 19:00,5.3
16-04-00 18:00,5.1
16-04-00 17:00,4.0
16-04-00 16:00,3.5
16-04-00 15:00,1.0
16-04-00 14:00,1.0
16-04-00 13:00,1.0
16-04-00 12:00,1.0
16-04-00 11:00,1.0
16-04-00 10:00,1.0
16-04-00 09:00,1.3
16-04-00 08:00,1.2
16-04-00 07:00,1.0
16-04-00 06:00,
16-04-00 05:00,1.0
16-04-00 04:00,1.0
16-04-00 03:00,1.0
16-04-00 02:00,1.0
16-04-00 01:00,1.0
16-04-00 00:00,
15-04-00 23:00,3.6
15-04-00 22:00,4.6
15-04-00 21:00,2.9
15-04-00 20:00,4.3
15-04-00 19:00,3.8
15-04-00 18:00,3.7
15-04-00 17:00,13.1
15-04-00 16:00,11.4
15-04-00 15:00,23.8
15-04-00 14:00,24.3
15-04-00 13:00,20.0
15-04-00 12:00,11.1
15-04-00 11:00,14.3
15-04-00 10:00,33.0
15-04-00 09:00,32.6
15-04-00 08:00,32.7
15-04-00 07:00,
15-04-00 06:00,2.4
15-04-00 05:00,1.4
15-04-00 04:00,1.1
15-04-00 03:00,2.3
15-04-00 02:00,2.0
15-04-00 01:00,1.9
15-04-00 00:00,
14-04-00 23:00,2.1
14-04-00 22:00,2.0
14-04-00 21:00,1.3
14-04-00 20:00,2.6
14-04-00 19:00,2.3
14-04-00 18:00,2.6
14-04-00 17:00,3.3
14-04-00 16:00,3.9
14-04-00 15:00,3.0
14-04-00 14:00,2.4
14-04-00 13:00,2.9
14-04-00 12:00,2.3
14-04-00 11:00,1.6
14-04-00 10:00,1.2
14-04-00 09:00,2.0
14-04-00 08:00,1.6
14-04-00 07:00,
14-04-00 06:00,1.2
14-04-00 05:00,1.3
14-04-00 04:00,1.0
14-04-00 03:00,9.1
14-04-00 02:00,1.0
14-04-00 01:00,1.0
14-04-00 00:00,
13-04-00 23:00,5.3
13-04-00 22:00,6.5
13-04-00 21:00,5.1
13-04-00 20:00,13.5
13-04-00 19:00,13.8
13-04-00 18:00,16.0
13-04-00 17:00,9.9
13-04-00 16:00,6.1
13-04-00 15:00,3.5
13-04-00 14:00,3.7
13-04-00 13:00,4.1
13-04-00 12:00,4.9
13-04-00 11:00,5.0
13-04-00 10:00,4.8
13-04-00 09:00,5.7
13-04-00 08:00,
13-04-00 07:00,11.7
13-04-00 06:00,4.2
13-04-00 05:00,3.0
13-04-00 04:00,2.7
13-04-00 03:00,6.7
13-04-00 02:00,15.3
13-04-00 01:00,5.1
13-04-00 00:00,
12-04-00 23:00,4.5
12-04-00 22:00,5.8
12-04-00 21:00,5.9
12-04-00 20:00,6.3
12-04-00 19:00,6.2
12-04-00 18:00,6.1
12-04-00 17:00,5.6
12-04-00 16:00,6.5
12-04-00 15:00,6.4
12-04-00 14:00,7.0
12-04-00 13:00,7.9
12-04-00 12:00,10.5
12-04-00 11:00,10.8
12-04-00 10:00,12.8
12-04-00 09:00,11.7
12-04-00 08:00,
12-04-00 07:00,
12-04-00 06:00,
12-04-00 05:00,
12-04-00 04:00,
12-04-00 03:00,
12-04-00 02:00,
12-04-00 01:00,
12-04-00 00:00,
11-04-00 23:00,
11-04-00 22:00,
11-04-00 21:00,
11-04-00 20:00,
11-04-00 19:00,
11-04-00 18:00,
11-04-00 17:00,
11-04-00 16:00,
11-04-00 15:00,
11-04-00 14:00,
11-04-00 13:00,63.0
11-04-00 12:00,115.3
11-04-00 11:00,106.4
11-04-00 10:00,108.2
11-04-00 09:00,54.5
11-04-00 08:00,17.7
11-04-00 07:00,8.9
11-04-00 06:00,7.2
11-04-00 05:00,4.7
11-04-00 04:00,4.3
11-04-00 03:00,4.7
11-04-00 02:00,4.1
11-04-00 01:00,4.1
11-04-00 00:00,
10-04-00 23:00,3.8
10-04-00 22:00,5.1
10-04-00 21:00,7.9
10-04-00 20:00,10.1
10-04-00 19:00,19.6
10-04-00 18:00,18.0
10-04-00 17:00,16.1
10-04-00 16:00,17.6
10-04-00 15:00,20.2
10-04-00 14:00,
10-04-00 13:00,23.6
10-04-00 12:00,13.7
10-04-00 11:00,16.0
10-04-00 10:00,25.3
