Datum Zeit,Zittau-Ost BEN
,µg/m³
01-05-00 00:00,6.2
30-04-00 23:00,6.4
30-04-00 22:00,4.5
30-04-00 21:00,2.8
30-04-00 20:00,2.2
30-04-00 19:00,1.3
30-04-00 18:00,0.9
30-04-00 17:00,0.6
30-04-00 16:00,0.5
30-04-00 15:00,0.5
30-04-00 14:00,0.5
30-04-00 13:00,0.5
30-04-00 12:00,0.6
30-04-00 11:00,0.8
30-04-00 10:00,1.5
30-04-00 09:00,2.0
30-04-00 08:00,2.2
30-04-00 07:00,2.0
30-04-00 06:00,2.0
30-04-00 05:00,2.5
30-04-00 04:00,2.1
30-04-00 03:00,5.1
30-04-00 02:00,2.5
30-04-00 01:00,2.7
30-04-00 00:00,3.8
29-04-00 23:00,4.2
29-04-00 22:00,2.7
29-04-00 21:00,2.4
29-04-00 20:00,1.5
29-04-00 19:00,0.9
29-04-00 18:00,0.8
29-04-00 17:00,0.7
29-04-00 16:00,0.8
29-04-00 15:00,0.7
29-04-00 14:00,0.7
29-04-00 13:00,0.8
29-04-00 12:00,1.0
29-04-00 11:00,1.1
29-04-00 10:00,1.2
29-04-00 09:00,1.2
29-04-00 08:00,0.8
29-04-00 07:00,0.6
29-04-00 06:00,0.6
29-04-00 05:00,0.6
29-04-00 04:00,0.6
29-04-00 03:00,0.6
29-04-00 02:00,0.6
29-04-00 01:00,0.6
29-04-00 00:00,0.6
28-04-00 23:00,0.7
28-04-00 22:00,0.8
28-04-00 21:00,0.9
28-04-00 20:00,1.0
28-04-00 19:00,0.8
28-04-00 18:00,1.2
28-04-00 17:00,1.0
28-04-00 16:00,0.9
28-04-00 15:00,1.0
28-04-00 14:00,1.1
28-04-00 13:00,1.0
28-04-00 12:00,1.0
28-04-00 11:00,1.0
28-04-00 10:00,0.9
28-04-00 09:00,1.3
28-04-00 08:00,1.0
28-04-00 07:00,1.1
28-04-00 06:00,0.9
28-04-00 05:00,0.8
28-04-00 04:00,0.8
28-04-00 03:00,0.8
28-04-00 02:00,0.8
28-04-00 01:00,0.8
28-04-00 00:00,1.2
27-04-00 23:00,1.1
27-04-00 22:00,3.2
27-04-00 21:00,2.2
27-04-00 20:00,1.4
27-04-00 19:00,1.5
27-04-00 18:00,1.8
27-04-00 17:00,1.7
27-04-00 16:00,1.0
27-04-00 15:00,1.1
27-04-00 14:00,1.0
27-04-00 13:00,1.0
27-04-00 12:00,1.1
27-04-00 11:00,
27-04-00 10:00,
27-04-00 09:00,
27-04-00 08:00,
27-04-00 07:00,6.7
27-04-00 06:00,4.3
27-04-00 05:00,2.7
27-04-00 04:00,2.6
27-04-00 03:00,3.8
27-04-00 02:00,7.6
27-04-00 01:00,2.4
27-04-00 00:00,2.2
26-04-00 23:00,2.7
26-04-00 22:00,2.8
26-04-00 21:00,1.8
26-04-00 20:00,2.0
26-04-00 19:00,1.2
26-04-00 18:00,
26-04-00 17:00,
